All Players 2024  Season MLB Import_pitchers Categories
Avail,Player,APP,INN,GS,K,BAA,H,HR,QS,W-L,HD,S,BS,RW,ERA,WHIP,Rank,
Iowa Cubs,Jared Jones SP | PIT,22,121.7,22,132,.233,106,18,11,-2,0,0,0,0,4.14,1.19,356
Centreville Blue Sox,Lucas Erceg RP | KC,61,61.7,0,72,.212,49,3,0,-4,18,14,5,2,3.36,1.05,359
FA,Keegan Akin RP | BAL,66,78.7,0,97,.193,55,9,0,2,6,1,3,3,3.32,0.94,360
Centreville Blue Sox,Porter Hodge RP | CHC,39,43.0,0,52,.132,19,2,0,2,9,9,3,3,1.88,0.88,363
FA,Kevin Kelly RP | TB,68,70.7,0,63,.226,59,7,0,3,17,1,3,5,2.67,0.96,365
Southern Playaz,Chris Bassitt SP | TOR ,31,171.0,31,168,.270,180,18,12,-4,0,0,0,0,4.16,1.46,366
FA,Alec Marsh SP | KC ,26,129.0,25,123,.249,123,19,5,0,0,0,0,0,4.54,1.26,370
East Carolina Bucs,Aaron Civale SP | MIL ,31,161.0,31,149,.252,158,29,8,-1,0,0,0,0,4.36,1.30,371
Northern Virginia River Rats,Clarke Schmidt SP | NYY ,16,85.3,16,93,.230,71,8,2,0,0,0,0,0,2.85,1.18,372
Centreville Blue Sox,Camilo Doval RP | SF,62,59.0,0,78,.241,54,5,0,2,5,23,5,5,4.88,1.58,374
FA,Orion Kerkering RP | PHI ,64,63.0,2,74,.223,51,2,0,2,14,0,2,5,2.29,1.08,375
East Carolina Bucs,Jose Soriano SP | LAA ,22,113.0,20,97,.224,91,8,9,-1,1,0,0,0,3.42,1.20,376
FA,Ryan Yarbrough RP | TOR,44,98.7,0,65,.201,70,11,0,3,1,1,3,5,3.19,1.03,380
FA,"A.J. Puk RP,SP | ARI ",62,71.3,4,88,.195,51,5,0,-5,14,3,3,4,3.15,1.11,382
Lewisberg All Blacks,Andrew Heaney SP | PIT,32,160.0,31,159,.251,159,23,7,-9,0,0,0,1,4.28,1.25,383
FA,David Robertson RP | TEX,68,72.0,0,99,.202,53,5,0,-1,34,2,8,3,3.00,1.11,387
FA,Reed Garrett RP | NYM,53,57.3,0,83,.236,50,6,0,3,14,4,5,8,3.77,1.40,388
FA,Justin Slaten RP | BOS ,44,55.3,0,58,.223,47,4,0,4,13,2,4,6,2.93,1.01,390
Centreville Blue Sox,Cody Bradford SP | TEX ,14,76.3,13,70,.218,64,10,8,3,0,0,0,0,3.54,1.01,392
Levittown Panthers,Kyle Gibson SP | STL ,30,169.7,30,151,.251,161,23,13,0,0,0,0,0,4.24,1.35,393
FA,"Jake Junis RP,SP | CLE",24,67.0,6,51,.203,49,8,1,4,0,1,1,4,2.69,0.85,395
Centreville Blue Sox,Joe Musgrove SP | SD ,19,99.7,19,101,.251,94,14,10,1,0,0,0,0,3.88,1.17,396
South Carolina Ballcocks,Edwin Uceta RP | TB ,30,41.7,0,57,.174,26,2,0,2,7,5,0,2,1.51,0.82,408
FA,Dylan Lee RP | ATL,52,59.7,0,76,.222,49,7,0,2,9,0,2,4,2.11,1.11,409
East Carolina Bucs,Bryan Abreu RP | HOU,78,78.3,0,103,.207,59,9,0,0,38,1,7,3,3.10,1.16,411
Northern Virginia River Rats,"Andre Pallante RP,SP | STL ",29,121.3,20,94,.240,110,8,7,0,1,0,0,0,3.78,1.30,421
FA,Joel Payamps RP | MIL,68,59.0,0,59,.184,39,7,0,-4,21,6,3,3,3.05,0.97,422
Iowa Cubs,Andrew Kittredge RP | BAL ,74,70.7,0,67,.228,60,10,0,0,37,1,7,5,2.80,1.13,423
FA,Joe Jimenez RP | ATL ,69,68.7,0,82,.181,45,2,0,-4,27,3,3,1,2.62,0.99,425
Levittown Panthers,Spencer Arrighetti SP | HOU ,29,145.0,28,171,.250,139,21,10,-6,0,0,0,0,4.53,1.41,426
FA,Garrett Cleavinger RP | TB,68,60.0,0,71,.231,52,6,0,2,15,6,2,7,3.75,1.38,427
Fairfax Flying Squirrels,Mitchell Parker SP | WAS ,29,151.0,29,133,.259,154,18,11,-3,0,0,0,0,4.29,1.30,429
Centreville Blue Sox,Reese Olson SP | DET,22,112.3,22,101,.237,100,7,9,-4,0,0,0,0,3.52,1.18,430
FA,Nick Sandlin RP | TOR,68,57.7,1,68,.222,46,12,0,8,9,1,3,8,3.75,1.27,431
FA,Lance Lynn SP | STL ,23,117.3,23,109,.247,113,16,7,3,0,0,0,0,3.83,1.34,433
FA,Ryan Thompson RP | ARI,67,66.3,0,52,.254,64,5,0,2,24,2,7,7,3.26,1.19,435
Levittown Panthers,Shane Baz SP | TB ,14,79.3,14,69,.200,57,9,8,1,0,0,0,0,3.06,1.06,436
FA,Brant Hurter RP | DET,10,45.3,1,38,.204,34,4,0,5,1,0,0,5,2.58,0.88,438
Levittown Panthers,Javier Assad SP | CHC ,29,147.0,29,124,.254,143,20,6,1,0,0,0,0,3.73,1.40,441
FA,JoJo Romero RP | STL,65,59.0,0,51,.236,52,8,0,4,30,1,8,7,3.36,1.15,443
FA,Ryne Stanek RP | NYM,63,55.3,0,67,.226,48,8,0,4,17,7,4,7,4.88,1.32,447
East Carolina Bucs,Ryan Weathers SP | MIA ,16,86.7,16,80,.236,78,11,7,-1,0,0,0,0,3.63,1.18,452
Wrigleyville Fielders,Devin Williams RP | NYY,22,21.7,0,38,.133,10,1,0,1,0,14,1,1,1.25,0.97,453
Centreville Blue Sox,Matt Waldron SP | SD ,27,146.7,26,133,.255,145,21,10,-4,0,0,0,0,4.91,1.26,454
FA,James McArthur RP | KC ,57,56.7,0,49,.298,68,8,0,-2,2,18,7,5,4.92,1.45,455
FA,"Osvaldo Bido RP,SP | ATH ",16,63.3,9,63,.192,43,3,4,2,1,0,0,1,3.41,1.09,456
FA,Trent Thornton RP | SEA,71,72.3,0,77,.238,63,8,0,1,10,1,0,4,3.61,1.13,462
FA,Will Vest RP | DET,69,70.3,0,63,.234,61,3,0,-1,14,2,6,3,2.81,1.12,463
South Carolina Ballcocks,Pierce Johnson RP | ATL ,58,56.3,0,67,.230,48,6,0,0,12,2,4,6,3.67,1.30,466
FA,Shelby Miller RP | ARI,51,55.7,0,49,.202,41,9,0,-2,5,2,7,6,4.53,0.97,467
FA,Pedro Avila RP | CLE,54,82.7,0,82,.239,73,8,0,5,1,1,0,6,3.81,1.32,468
Centreville Blue Sox,David Bednar RP | PIT ,62,57.7,0,58,.238,54,9,0,-5,3,23,7,3,5.78,1.42,469
Fairfax Flying Squirrels,Yennier Cano RP | BAL ,70,60.0,0,65,.242,54,6,0,1,34,5,3,4,3.15,1.30,471
FA,Bailey Falter SP | PIT ,28,142.3,28,97,.260,138,17,8,-1,0,0,0,0,4.43,1.29,472
FA,Seranthony Dominguez RP | BAL,63,58.7,0,68,.225,52,12,0,-1,6,11,2,3,4.45,1.24,473
