Name,Team,Season,Age,OPS,HR,R,RBI,SB,CS,PA,AB,AVG,BABIP,BB,1B,2B,3B,GDP,HBP,ISO,SO,OBP,SLG,SF,WAR,wOBA,wRAA,wRC,wRC+,wSB,K%,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Alex Bregman","HOU",2023,29,0.803774137,25,103,98,3,1,724,622,0.262057877,0.26953125,92,106,28,4,22,8,0.178456592,87,0.363259668,0.440514469,2,4.512562873752898,0.35115803582374816,19.712150571527292,107.92733683961849,125.69187050422708,-1.4016283783130348,0.120165745,0.05400372,0.38175047,"Alex Bregman",17678,608324
"Nolan Arenado","STL",2023,32,0.774288048,26,71,93,3,3,612,560,0.266071428,0.278911564,41,95,26,2,21,3,0.192857143,101,0.315359477,0.458928571,8,2.711451448289588,0.32727103247084766,4.521733485630969,79.09037160175225,106.41059108241215,-1.6987206870689988,0.165032679,0.07280514,0.38115632,"Nolan Arenado",9777,571448
"Tyler Freeman","CLE",2023,24,0.661193793,4,20,18,5,0,168,153,0.241830065,0.275,10,26,7,0,3,2,0.124183006,30,0.295180722,0.366013071,1,0.18646338697638792,0.2896367663360504,-4.009654307049763,16.460167920905104,82.74988304285233,0.7072053169831634,0.178571428,0.03174603,0.38095238,"Tyler Freeman",22532,671289
"Ramón Urías","BAL",2023,29,0.703282828,4,45,42,3,1,396,360,0.263888888,0.35546875,27,66,22,3,10,8,0.111111112,101,0.328282828,0.375,1,0.7005409468740693,0.3104307246629638,-2.6126120377656337,45.63768321384226,98.53620912589554,-0.6002955208532512,0.255050505,0.06923077,0.38076923,"Ramon Urias",18795,602104
"Tyler Nevin","DET",2023,26,0.622095779,2,11,10,0,1,111,95,0.2,0.246376811,12,13,3,1,1,3,0.115789473,25,0.306306306,0.315789473,1,-0.48948954729906236,0.2820735713383099,-3.346456927560429,10.178247044481179,77.45539747948642,-0.6378215048462152,0.225225225,0.07042254,0.38028169,"Tyler Nevin",17893,663527
"Michael A. Taylor","MIN",2023,32,0.720175598,21,48,51,13,1,388,355,0.219718309,0.27804878,26,42,14,1,7,3,0.222535212,130,0.277922077,0.442253521,1,1.9856671780704855,0.3075469349885916,-3.4890925878884986,43.78644922429297,94.59946519231728,1.630858217831701,0.335051546,0.13537118,0.37991266,"Michael A. Taylor",11489,572191
"Lars Nootbaar","STL",2023,25,0.784374239,14,74,46,11,1,503,426,0.26056338,0.306962025,72,73,23,1,7,1,0.157276995,99,0.366533864,0.417840375,3,3.0357744266978504,0.34419420206546786,10.785944229022965,72.07356673295925,117.7556161665934,0.6683841869235039,0.196819085,0.08761329,0.3776435,"Lars Nootbaar",21454,663457
"Connor Wong","BOS",2023,27,0.672944743,9,55,36,8,2,403,371,0.234501347,0.340611353,22,51,25,2,4,6,0.150943396,134,0.2875,0.385444743,1,0.1967159146604084,0.2923597490787506,-8.707032357049254,40.396172154056764,77.63596878839373,0.1471391706727445,0.332506203,0.09128631,0.37759336,"Connor Wong",19896,657136
"Alex Kirilloff","MIN",2023,25,0.792802239,11,35,41,1,0,319,281,0.270462633,0.336787564,28,50,14,1,2,7,0.174377224,80,0.347962382,0.444839857,3,0.5795419587482264,0.34284535518982123,6.4830386306600145,45.3513320277886,119.06557395768937,-0.4472303818911314,0.250783699,0.07352941,0.37745098,"Alex Kirilloff",20325,666135
"Michael Brantley","HOU",2023,36,0.724171539,2,7,7,0,0,57,54,0.277777777,0.25490196,2,11,2,0,2,0,0.148148148,2,0.298245614,0.425925925,1,0.15863483407689918,0.30869161036976595,-0.45838534338315445,6.486732912530103,96.25746017904491,-0.10016660718247294,0.035087719,0,0.37735849,"Michael Brantley",4106,488726
"Edward Olivares","KCR",2023,27,0.768860517,12,47,36,11,5,385,354,0.262711864,0.289285714,22,54,23,4,7,7,0.189265537,64,0.316883116,0.451977401,2,0.42196635445948794,0.32886485817531746,3.3541713987437984,50.26418067114036,104.25828861434789,-0.5422103209421039,0.166233766,0.07876712,0.37671233,"Edward Olivares",19698,658668
"Miguel Cabrera","DET",2023,40,0.674915034,4,21,34,0,0,370,334,0.257485029,0.316602316,31,62,20,0,11,2,0.095808384,74,0.321621621,0.353293413,3,-0.6501463303871307,0.2990104895991248,-5.9503646412712445,39.13198193220078,89.19474677492254,-0.7319867447949946,0.2,0.0418251,0.37642586,"Miguel Cabrera",1744,408234
"Rougned Odor","SDP",2023,29,0.65443552,4,21,18,2,1,157,138,0.20289855,0.24742268,17,15,9,0,2,2,0.152173913,37,0.299363057,0.355072463,0,0.3499477422569225,0.29127801869325576,-3.533115716156607,15.596420532586928,84.50239641649449,-0.28405224066227674,0.235668789,0.06930693,0.37623762,"Rougned Odor",12282,596059
"Alex Verdugo","BOS",2023,27,0.745165686,13,81,54,5,3,602,546,0.263736263,0.294382022,45,89,37,5,11,6,0.157509158,93,0.323920265,0.421245421,5,1.4357175588637905,0.3218606857214117,1.742870543203536,75.0930668600418,98.08371462135175,-1.3372462992556393,0.154485049,0.05021834,0.37554585,"Alex Verdugo",17027,657077
"Drew Ellis","PHI",2023,27,0.857571213,2,4,4,0,1,29,23,0.217391304,0.214285714,6,3,0,0,0,0,0.260869565,7,0.379310344,0.478260869,0,0.15303122116403078,0.37349028422914704,1.3274393175383832,4.860920535459163,135.32676367785288,-0.49142415588721633,0.24137931,0.1875,0.375,"Drew Ellis",19873,656403
"Jacob Amaya","MIA",2023,24,0.444444444,0,1,2,1,0,9,9,0.222222222,0.25,0,2,0,0,0,0,0,1,0.222222222,0.222222222,0,-0.019963683350786337,0.19611917601691353,-0.913804282354376,0.1827933370003489,14.37650399091273,0.18458975572139025,0.111111111,0,0.375,"Jacob Amaya",23296,676070
"Garrett Mitchell","MIL",2023,24,0.761222339,3,10,7,1,1,73,65,0.246153846,0.351351351,7,10,2,1,0,0,0.2,26,0.315068493,0.446153846,1,0.28343810903598315,0.3255529003600552,0.43519214479281176,9.329817279558913,103.40890718066245,-0.35306514194235206,0.356164383,0.1,0.375,"Garrett Mitchell",27555,669003
"Manuel Margot","TBR",2023,28,0.685729596,4,39,38,9,3,336,311,0.263665594,0.305882352,18,56,21,1,6,4,0.112540193,55,0.309523809,0.376205787,3,0.532591440592601,0.2992754883709408,-5.329626561242028,35.6100178946677,92.22253135781547,-0.06723374594002962,0.163690476,0.03861004,0.37451737,"Manuel Margot",14712,622534
"Chris Taylor","LAD",2023,32,0.745639176,15,51,56,16,3,384,338,0.23668639,0.326633165,41,49,15,1,2,4,0.183431953,125,0.325520833,0.420118343,1,1.3212069160934854,0.32349542594704955,1.6330727421393618,48.42123783460762,104.11131027249677,1.224894544109702,0.325520833,0.09813084,0.37383178,"Chris Taylor",13757,621035
"Jason Heyward","LAD",2023,33,0.812626084,15,56,40,2,2,377,334,0.269461077,0.290697674,34,52,23,0,7,3,0.203592815,64,0.339572192,0.473053892,3,2.2572243904590903,0.34772834445452244,9.190638605707447,55.12589443867759,120.35667534982817,-1.1222069598734379,0.169761273,0.07971014,0.37318841,"Jason Heyward",4940,518792
"Jose Miranda","MIN",2023,25,0.565974795,3,12,13,0,0,152,142,0.211267605,0.234782608,9,23,4,0,8,1,0.091549296,24,0.263157894,0.302816901,0,-0.6831401810114042,0.25180791632125255,-8.40317349087362,10.1171418582284,55.965529582283565,-0.25426907977089286,0.157894736,0.04237288,0.37288136,"Jose Miranda",20538,669304
"Jose Siri","TBR",2023,27,0.76130047,25,58,56,12,3,364,338,0.221893491,0.268817204,20,35,13,2,5,2,0.272189349,130,0.26721763,0.49408284,3,2.574073914130788,0.31864430063683796,0.08150329202592738,44.432784785928135,105.64747969408702,0.694573859218508,0.357142857,0.12735849,0.37264151,"Jose Siri",17452,642350
"Robbie Grossman","TEX",2023,33,0.734243895,10,56,49,1,0,420,353,0.237960339,0.292490118,57,50,23,1,8,2,0.155807366,98,0.34047619,0.393767705,8,0.3828430562982944,0.3225277374188105,1.4486318749794553,52.62318744486661,104.32796710273566,-0.6398584726266563,0.233333333,0.06844106,0.37262357,"Robbie Grossman",5254,543257
"Anthony Rizzo","NYY",2023,33,0.705807058,12,45,41,0,3,421,373,0.243967828,0.298113207,35,65,14,0,10,12,0.134048257,97,0.327790973,0.378016085,1,0.7827769618894498,0.3123796258653913,-2.0961308355799257,49.20026891423554,97.27050951714668,-2.1215028525330126,0.2304038,0.06859206,0.37184116,"Anthony Rizzo",3473,519203
"Ronny Mauricio","NYM",2023,22,0.642830949,2,11,9,7,0,108,101,0.247524752,0.338235294,7,19,4,0,2,0,0.099009901,31,0.296296296,0.346534653,0,0.27375087514147334,0.2835439934774681,-3.1241233204483074,10.035048111808392,79.15358131534761,1.1996668064966798,0.287037037,0.05714286,0.37142857,"Ronny Mauricio",23698,677595
"Spencer Steer","CIN",2023,25,0.820308502,23,74,86,15,3,665,582,0.271477663,0.318396226,68,95,37,3,9,11,0.192439862,139,0.356390977,0.463917525,4,1.8710900560709813,0.3548397187003516,20.13911473879009,101.16549439111144,116.9069019896074,0.3930744035169482,0.209022556,0.06711409,0.37136465,"Spencer Steer",26323,668715
"Osleivis Basabe","TBR",2023,22,0.586940571,1,15,12,0,1,94,87,0.218390804,0.295081967,6,13,5,0,2,1,0.091954023,25,0.276595744,0.310344827,0,-0.18219179452444267,0.26167342574038405,-4.426524105668052,7.026828807592409,66.15971752997496,-0.5761805158108473,0.265957446,0.03225806,0.37096774,"Osleivis Basabe",23985,678545
"Brian Anderson","MIL",2023,30,0.678173835,9,38,40,1,3,361,318,0.226415094,0.308823529,36,48,12,3,10,4,0.141509434,108,0.310249307,0.367924528,3,0.30488520034231187,0.2991326205287944,-5.769009689709884,38.216739264407416,85.69716968723056,-1.7442850060760975,0.299168975,0.10328638,0.37089202,"Brian Anderson",18289,605119
"Lawrence Butler","OAK",2023,22,0.581773491,4,10,10,0,0,129,123,0.211382113,0.258823529,4,18,4,0,5,1,0.130081301,35,0.240310077,0.341463414,1,-0.19202358428390603,0.25105971652407977,-7.211799146427961,8.506100064323096,58.72361221010644,-0.1772178434766829,0.271317829,0.08988764,0.37078652,"Lawrence Butler",22542,671732
"Nick Gordon","MIN",2023,27,0.503463926,2,13,7,0,0,93,91,0.175824175,0.179487179,1,8,5,1,1,0,0.142857143,11,0.184782608,0.318681318,0,-0.4703831194766756,0.21252242313778918,-8.175707343385426,3.1558013899467308,28.735893138258977,-0.06934611266478896,0.118279569,0.04938272,0.37037037,"Nick Gordon",16337,624503
"Spencer Horwitz","TOR",2023,25,0.725524474,1,5,7,0,0,44,39,0.256410256,0.346153846,4,7,2,0,1,1,0.128205128,12,0.34090909,0.384615384,0,0.14423212718178824,0.3222498040307652,0.14160513244148015,5.502749049286802,105.4588288122376,-0.09246148355305195,0.272727272,0.07407407,0.37037037,"Spencer Horwitz",26477,687462
"Dylan Carlson","STL",2023,24,0.650980391,5,27,27,3,0,255,219,0.219178082,0.25595238,26,34,8,1,4,7,0.114155251,49,0.317647058,0.333333333,3,0.014522603100894545,0.2930242704410179,-5.368681026456611,25.701584855260595,83.45210377847849,0.08375672576949,0.192156862,0.05780347,0.3699422,"Dylan Carlson",20126,666185
"Mike Moustakas","- - -",2023,34,0.684791567,12,43,48,0,0,386,352,0.24715909,0.296442687,23,60,15,0,7,3,0.144886364,95,0.292746113,0.392045454,8,-0.4382877125802416,0.29388478963406056,-7.810495452780118,39.22135799954475,77.7008246166718,-0.6549355085007846,0.246113989,0.05660377,0.36981132,"Mike Moustakas",4892,519058
"Danny Jansen","TOR",2023,28,0.786172955,17,38,53,0,0,301,268,0.22761194,0.232804232,23,29,15,0,3,10,0.246268657,62,0.312292358,0.473880597,0,1.9469674186449581,0.33629844745000204,4.480615565340662,41.15571372375979,115.19625150542099,-0.47001254139468074,0.205980066,0.10679612,0.36893204,"Danny Jansen",16535,643376
"Mickey Moniak","LAA",2023,25,0.801678395,14,35,45,6,3,323,311,0.279742765,0.39673913,9,50,21,2,4,3,0.215434083,113,0.306501547,0.495176848,0,1.825814770794284,0.33908738686431267,5.556244034138626,44.91191415098042,114.02604189152459,-0.5362466531805694,0.349845201,0.12626263,0.36868687,"Mickey Moniak",19956,666160
"Jake Marisnick","- - -",2023,32,0.68838254,2,10,10,2,3,83,76,0.236842105,0.296296296,3,11,3,2,4,2,0.171052631,21,0.280487804,0.407894736,1,0.38362858351586354,0.29420522727617404,-1.667589878498236,8.445477055550894,85.98447097204989,-0.9895161017775536,0.253012048,0.05263158,0.36842105,"Jake Marisnick",11339,545350
"Luis Torrens","- - -",2023,27,0.657142857,0,1,4,0,0,30,28,0.25,0.368421052,1,4,3,0,0,1,0.107142857,9,0.3,0.357142857,0,-0.06460343233055882,0.28944467306137084,-0.7207957300013113,2.9345296678477717,83.75683027525129,-0.046230741776525974,0.3,0,0.36842105,"Luis Torrens",15905,620443
"Ji Hwan Bae","PIT",2023,23,0.607572897,2,54,32,24,9,371,334,0.230538922,0.309917355,30,56,17,2,4,2,0.080838323,92,0.296195652,0.311377245,2,-0.09857171747886437,0.2718505784869194,-14.334885914586167,30.869304838814156,65.1810789184691,0.3232468031346798,0.247978436,0.02024291,0.36842105,"Ji Hwan Bae",23818,678225
"Cedric Mullins","BAL",2023,28,0.721151318,15,51,74,19,3,455,404,0.232673267,0.270547945,43,53,23,3,6,1,0.183168317,101,0.305309734,0.415841584,4,1.9006120033731984,0.3106494945063031,-2.9191961497732826,52.51990571760447,98.68784329964069,1.7940740585327148,0.221978021,0.06451613,0.36774194,"Cedric Mullins",17929,656775
"Marcus Semien","TEX",2023,32,0.826016195,29,122,100,14,3,753,670,0.276119402,0.291044776,72,112,40,4,5,5,0.201492538,110,0.348404255,0.47761194,5,6.265181284471605,0.35423160789809754,22.423846069894946,114.17251355590692,126.30261466507851,0.08520266972482204,0.146082337,0.06537102,0.36749117,"Marcus Semien",12533,543760
"Mark Canha","- - -",2023,34,0.755029585,11,51,62,11,1,507,435,0.262068965,0.293447293,49,77,25,1,11,17,0.137931035,79,0.355029585,0.4,6,1.6689241339250727,0.33282351717647357,6.098672234968648,67.87367145861816,110.64134082857414,0.6837944341823459,0.15581854,0.04696133,0.36740331,"Mark Canha",11445,592192
"Seby Zavala","- - -",2023,29,0.544652206,7,17,18,1,0,193,175,0.171428571,0.23,12,19,4,0,4,2,0.142857143,70,0.230366492,0.314285714,2,0.5473394907407051,0.2386112874715116,-12.812139084404905,10.703787641757529,45.02973393681039,-0.05426907679066062,0.3626943,0.05504587,0.36697248,"Seby Zavala",18887,664874
"Jared Young","CHC",2023,27,0.720435427,2,8,8,2,0,47,43,0.186046511,0.214285714,3,3,0,3,1,1,0.279069768,13,0.255319148,0.465116279,0,-0.1551878719686194,0.301619402905728,-0.654021508795704,5.0726549478345255,90.29771350464209,0.3460641405545175,0.276595744,0.1,0.36666667,"Jared Young",20404,676724
"Luke Voit","MIL",2023,32,0.548489665,0,5,4,2,0,74,68,0.220588235,0.365853658,4,12,3,0,3,2,0.044117647,27,0.283783783,0.264705882,0,-0.4493354124062335,0.2507749215976612,-4.154503806304015,4.861965508390389,53.27893359265199,0.26130778063088655,0.364864864,0.07317073,0.36585366,"Luke Voit",14811,572228
"Yan Gomes","CHC",2023,35,0.723412762,10,44,63,1,0,419,382,0.267015706,0.308724832,21,70,20,2,9,9,0.141361257,81,0.315035799,0.408376963,7,1.0800578666794023,0.31168321202816573,-2.3285121450180344,48.72419924494083,97.04433187882447,-0.5628072363324463,0.193317422,0.07792208,0.36363636,"Yan Gomes",9627,543228
"Jorge Alfaro","- - -",2023,30,0.503205127,1,2,4,0,0,52,48,0.145833333,0.1875,2,2,4,0,3,2,0.145833333,15,0.211538461,0.291666666,0,-0.40278739023159044,0.22284680604934692,-4.125491801882896,2.210405554388848,24.46525028141213,-0.046230741776525974,0.288461538,0.06060606,0.36363636,"Jorge Alfaro",12180,595751
"Weston Wilson","PHI",2023,28,1,1,5,2,3,1,22,16,0.3125,0.4,6,4,0,0,0,0,0.1875,5,0.5,0.5,0,0.12691288883062607,0.44134811379692773,2.2468606852733286,4.927432643695989,180.8175787583387,0.10087072942405939,0.227272727,0.09090909,0.36363636,"Weston Wilson",19358,642215
"Josh Smith","TEX",2023,25,0.632552954,6,29,15,1,0,232,195,0.184615384,0.222222222,25,21,8,1,3,9,0.143589744,55,0.304347826,0.328205128,1,0.04571470876206568,0.28699313194855397,-6.046509581279101,22.221340162087138,79.69815315033688,-0.22378179663792253,0.237068965,0.1048951,0.36363636,"Josh Smith",26396,669701
"Jeimer Candelario","- - -",2023,29,0.806939301,22,77,70,8,1,576,505,0.251485148,0.291666666,53,63,39,3,11,13,0.21980198,127,0.335652173,0.471287128,4,3.238670505076822,0.3458680212497711,13.163306842828415,83.34555448153081,118.38144503044389,0.1916661560535431,0.220486111,0.07832898,0.36292428,"Jeimer Candelario",13621,600869
"Akil Baddoo","DET",2023,24,0.681654025,11,40,34,14,3,357,312,0.217948717,0.267605633,42,43,13,1,4,0,0.153846154,89,0.309859154,0.371794871,1,0.7680258690068436,0.2990595152965686,-5.726762133822026,37.77161010058206,89.22872756043986,0.8942406508140266,0.249299719,0.0619469,0.36283186,"Akil Baddoo",22168,668731
"J.P. Crawford","SEA",2023,28,0.817729806,19,94,65,2,0,638,534,0.265917602,0.31377551,94,88,35,0,7,5,0.172284645,125,0.379527559,0.438202247,2,4.8833743516876975,0.35902475502212716,21.53892870340001,99.27551549765718,135.95291471861393,-1.0331529891118407,0.195924764,0.04830918,0.36231884,"J.P. Crawford",15491,641487
"Endy Rodríguez","PIT",2023,23,0.612270714,3,27,13,0,0,204,186,0.220430107,0.281481481,17,29,7,2,3,0,0.107526882,49,0.284313725,0.327956989,1,0.6105884778250057,0.2709816556935217,-8.02947083800467,16.826741867369094,64.59856682862703,-0.3544356869533658,0.240196078,0.05072464,0.36231884,"Endy Rodriguez",25332,682848
"Carlos Santana","- - -",2023,37,0.747346159,23,78,86,6,0,619,550,0.24,0.25526932,65,75,33,1,11,0,0.189090909,104,0.31825525,0.429090909,4,1.4686710102709308,0.3233136384475597,2.539025457071308,77.96057283269073,100.49405787701296,0.12128270976245403,0.168012924,0.06666667,0.36222222,"Carlos Santana",2396,467793
"Willy Adames","MIL",2023,27,0.716620036,24,73,80,5,3,638,553,0.216998191,0.259459459,71,65,29,2,12,6,0.189873418,165,0.309748427,0.406871609,6,3.322815193284687,0.31140037183686503,-3.6954289550790547,74.04115783917811,93.92127602489927,-1.3526565465144813,0.258620689,0.12373737,0.36111111,"Willy Adames",15986,642715
"Luis Rengifo","LAA",2023,26,0.783488278,16,55,51,6,4,445,394,0.26395939,0.293333333,41,69,15,4,3,6,0.180203046,82,0.339325842,0.444162436,4,1.6549742984476938,0.3388325566656134,7.560708499643385,61.78136856773812,113.84941349505426,-1.3821064960211515,0.184269662,0.07594937,0.36075949,"Luis Rengifo",19858,650859
"Daulton Varsho","TOR",2023,26,0.6739684,20,65,61,16,7,581,527,0.220113851,0.256,45,70,23,3,5,4,0.168880456,135,0.284974093,0.388994307,3,2.07618547515039,0.29256000492033357,-12.45619023921427,58.33527829912964,84.88017826309598,-0.6714559667743742,0.232358003,0.07304786,0.36020151,"Daulton Varsho",19918,662139
"Pablo Reyes","BOS",2023,29,0.716043322,2,27,20,7,2,185,167,0.287425149,0.315068493,14,37,9,0,3,0,0.089820359,21,0.338797814,0.377245508,2,0.5548814542717945,0.31474610169728595,-0.5575092050527924,21.98366408168322,93.15244048606979,0.16288262931630015,0.113513513,0.04,0.36,"Pablo Reyes",16357,622569
"Oneil Cruz","PIT",2023,24,0.75,1,7,4,3,0,40,32,0.25,0.291666666,7,6,1,0,0,0,0.125,8,0.375,0.375,1,0.2779732664299537,0.3353599086403847,0.5642521958075412,5.438019392939651,107.75672880734456,0.49983340175822377,0.2,0.04,0.36,"Oneil Cruz",21711,665833
"Kevin Smith","OAK",2023,26,0.545784081,5,15,11,1,0,146,135,0.185185185,0.253164556,5,16,4,0,3,1,0.14074074,51,0.219858156,0.325925925,0,-0.4824470972114647,0.23632361533793997,-9.948998352667758,7.840251916864446,48.509697469948605,0.030487283132970333,0.349315068,0.08988764,0.35955056,"Kevin Smith",20242,675656
"Eric Haase","- - -",2023,30,0.527597239,4,22,26,4,1,293,274,0.200729927,0.268421052,17,42,8,1,11,0,0.08029197,81,0.246575342,0.281021897,1,-1.0476395831034406,0.23277085671310163,-20.830071229135136,14.870273489857572,43.28624894667764,-0.06897520180791616,0.276450511,0.04615385,0.35897436,"Eric Haase",14111,606992
"Ramón Laureano","- - -",2023,28,0.67564658,9,46,35,12,1,404,361,0.224376731,0.30125523,33,50,18,4,9,9,0.146814404,114,0.304455445,0.371191135,1,1.0214244414183284,0.297835903592629,-6.891256688208591,42.33379200282573,90.08445084472234,1.269050618633628,0.282178217,0.09677419,0.35887097,"Ramon Laureano",17128,657656
"Drew Waters","KCR",2023,24,0.677186707,8,40,32,16,5,337,302,0.228476821,0.321052631,27,45,11,5,4,5,0.149006622,107,0.299703264,0.377483443,3,0.8108878977234251,0.2958220158557156,-6.3120469828956915,34.74944165294234,81.35557031988284,0.4963153121061623,0.317507418,0.1010101,0.35858586,"Drew Waters",20505,671221
"Ezequiel Tovar","COL",2023,21,0.695029944,15,79,73,11,5,615,581,0.253012048,0.327543424,25,91,37,4,10,4,0.154905335,166,0.287112561,0.407917383,3,1.7068167855807048,0.2984804341882516,-10.161202339407739,64.77296831649846,72.45812469577325,-0.8350050188601017,0.269918699,0.08095238,0.35714286,"Ezequiel Tovar",24064,678662
"CJ Abrams","WSN",2023,22,0.711587153,18,83,64,47,4,614,563,0.245115452,0.279069767,32,86,28,6,7,13,0.1669627,118,0.299509001,0.412078152,3,2.2992094688736406,0.30628167907592696,-6.166591072229222,68.64573540374867,91.22964772585296,6.717727018985897,0.19218241,0.06873614,0.35698448,"CJ Abrams",25768,682928
"Luis García Jr.","WSN",2023,23,0.688321775,9,61,50,9,4,482,447,0.266219239,0.285714285,27,88,18,4,10,0,0.118568233,60,0.303534303,0.384787472,7,0.5380899176711113,0.29678483083844187,-8.64249480996794,50.08639991547399,84.86311095668994,-0.7666962398216128,0.124481327,0.05822785,0.35696203,"Luis Garcia Jr.",20391,671277
"Masyn Winn","STL",2023,21,0.467334547,2,8,12,2,1,137,122,0.172131147,0.195876288,10,17,2,0,1,0,0.065573771,26,0.229629629,0.237704918,3,-0.8162474701984783,0.21079898233766908,-12.23987560761078,4.452777042566698,28.32957186323547,-0.23011637525632977,0.189781021,0.01980198,0.35643564,"Masyn Winn",27479,691026
"Corey Julks","HOU",2023,27,0.649562615,6,35,33,15,3,323,298,0.244966442,0.305936073,22,53,14,0,6,1,0.107382551,75,0.297213622,0.352348993,2,0.43276337895348826,0.28559610330652524,-8.792958090064252,30.56271202677754,80.24945799142914,1.1481765192002058,0.232198142,0.04888889,0.35555556,"Corey Julks",20311,667452
"Jose Barrero","CIN",2023,25,0.618610283,2,15,17,3,2,149,133,0.218045112,0.306818181,15,19,8,0,1,0,0.105263158,44,0.295302013,0.32330827,1,-0.47823566861808287,0.27627532794171533,-5.2095958145902435,12.94518699472687,64.23857771993336,-0.5061302809044719,0.295302013,0.03333333,0.35555556,"Jose Barrero",23378,676480
"Nick Loftin","KCR",2023,24,0.803130928,0,10,10,2,0,68,62,0.322580645,0.392156862,4,14,5,1,0,1,0.112903225,12,0.367647058,0.43548387,1,0.3404620573707812,0.3478353277725332,1.6637697299925975,9.949173965117186,117.40713691548221,0.25360265700146556,0.176470588,0.07843137,0.35294118,"Nick Loftin",27630,679845
"Kole Calhoun","CLE",2023,35,0.657405373,6,18,25,0,1,174,157,0.216560509,0.24137931,13,21,7,0,3,2,0.159235669,37,0.281609195,0.375796178,2,-0.20278788882652776,0.2859938072747198,-4.679292452774145,16.521594854750536,80.22486826558455,-0.6994624938815832,0.212643678,0.06557377,0.35245902,"Kole Calhoun",11200,594777
"Bryson Stott","PHI",2023,25,0.747441915,15,78,62,31,3,640,585,0.28034188,0.311715481,39,115,32,2,10,7,0.138461538,100,0.328638497,0.418803418,8,4.190324487334311,0.32291157725836417,2.4114588086904347,80.3917339628042,101.41959894132513,3.700946182012558,0.15625,0.0465587,0.35222672,"Bryson Stott",26294,681082
"Raimel Tapia","- - -",2023,29,0.655203106,3,28,13,10,2,169,148,0.236486486,0.301886792,17,27,4,1,2,1,0.101351351,40,0.317365269,0.337837837,1,-0.010164526769584264,0.2930601035763404,-3.573051932088371,17.0186144757948,80.2664970445442,0.8091133800335228,0.23668639,0.06306306,0.35135135,"Raimel Tapia",14350,606132
"Jeremy Peña","HOU",2023,25,0.705092018,10,81,52,13,9,634,577,0.263431542,0.323462414,43,107,32,3,11,9,0.117850953,129,0.323809523,0.381282495,1,2.7911666885657214,0.3096046154942535,-4.617797884736098,72.63141218980786,96.89028404344769,-2.4161118837073445,0.203470031,0.0397351,0.35099338,"Jeremy Pena",21636,665161
"Eddie Rosario","ATL",2023,31,0.754645162,21,64,74,3,4,516,478,0.255230125,0.299703264,34,74,24,3,13,1,0.194560669,122,0.304854368,0.449790794,2,1.2730067016162714,0.3222595267722579,1.6648085966192911,64.53640543962352,100.37584295894861,-1.9204655159264803,0.236434108,0.09470752,0.35097493,"Eddie Rosario",12155,592696
"Jackie Bradley Jr.","KCR",2023,33,0.397023809,1,10,6,0,0,113,105,0.133333333,0.173333333,5,8,5,0,3,2,0.076190476,29,0.1875,0.209523809,0,-0.5574241142833403,0.18048859547291482,-12.94020440782273,0.8281879240754831,1.415448601073373,-0.11557685444131494,0.256637168,0.07792208,0.35064935,"Jackie Bradley Jr.",12984,598265
"Rodolfo Castro","- - -",2023,24,0.618460903,6,21,24,1,4,256,227,0.211453744,0.283783783,23,35,7,0,4,5,0.110132159,74,0.296875,0.321585903,1,-0.6859987282755435,0.2767042022125394,-8.841599666049806,22.350510395595705,68.74241970111946,-1.966029834933579,0.2890625,0.07792208,0.35064935,"Rodolfo Castro",21987,666801
"Brenton Doyle","COL",2023,25,0.593358395,10,48,48,22,5,431,399,0.203007518,0.294605809,22,50,16,5,9,4,0.140350877,151,0.25,0.343358395,3,0.5784052352718653,0.2573041712569299,-21.860048184375593,30.6547933647229,44.85420964801586,1.7040204536169767,0.350348027,0.08661417,0.3503937,"Brenton Doyle",25479,686668
"Nick Fortes","MIA",2023,26,0.561819727,6,33,26,4,2,323,294,0.204081632,0.233766233,17,44,10,0,12,7,0.095238095,59,0.2625,0.299319727,2,0.5715892764238314,0.2506443154066801,-18.168883209440683,21.18678690740111,50.92929456815938,-0.5681044813245535,0.182662538,0.0375,0.35,"Nick Fortes",21538,663743
"Mike Zunino","CLE",2023,32,0.577880183,3,11,11,0,0,140,124,0.177419354,0.316666666,15,12,7,0,3,1,0.129032258,61,0.271428571,0.306451612,0,-0.30605033684987387,0.2605257749557495,-6.726133624378403,10.332051565583985,62.57241681864329,-0.21574346162378788,0.435714285,0.07936508,0.34920635,"Mike Zunino",13265,572287
"Tucupita Marcano","PIT",2023,23,0.632933338,3,16,18,5,2,220,202,0.232673267,0.26506024,10,30,12,2,2,3,0.123762376,35,0.276497695,0.356435643,2,-0.35109071255396207,0.27506129395577217,-7.913838130510977,18.89188145371563,67.33349175866678,-0.17547638760879636,0.159090909,0.05232558,0.34883721,"Tucupita Marcano",22871,672779
"Jake Cave","PHI",2023,30,0.620103313,5,18,21,3,0,203,184,0.211956521,0.269841269,15,25,8,1,3,1,0.135869565,55,0.272277227,0.347826086,2,-0.12222864532477362,0.2711257450651414,-7.965818299518941,16.76855022592652,66.70319655863673,0.2840899401344359,0.27093596,0.07575758,0.34848485,"Jake Cave",14477,595909
