Season,Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,xFIP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2025,"Andry Lara","WSN","AAA",22,0,1,9.257140334772291,3,3,0,0,0,0,,11.2,60,18,12,12,2,8,0,0,0,0,7,5.39999852861717,6.1714268898481945,0.875,1.5428567224620486,0.11666667,0.13333333,-0.01666667,0.34615385,2.22857082133407,0.37209302,0.60344828,9.257140334772291,6.627595196938257,2.629545137834034,6.392280302620329,0.37209302,0.9375,0.295454545,0.34090909,0.363636363,0.125,0.125,0.38636364,0.29545455,0.31818182,0.05240175,94,135,229,"sa3014716"
2025,"Adisyn Coffey","CHW","AAA",26,1,1,4.153844630225024,6,0,0,0,0,1,,8.2,36,6,5,4,2,3,0,0,1,0,17,17.65383967845635,3.1153834726687677,5.66666667,2.076922315112512,0.47222222,0.08333333,0.38888889,0.18181818,1.038461157556256,0.28571429,0.64516129,4.153844630225024,3.6572663250759665,0.4965783051490571,1.3280746453292944,0.28571429,2,0.2,0.533333333,0.266666666,0.25,0.5,0.4375,0.25,0.3125,0.19047619,53,94,147,"sa3014738"
2025,"Wil Jensen","CHC","AA",27,0,0,0,2,0,0,0,0,0,,3,11,1,0,0,0,1,0,0,0,0,4,12,3,4,0,0.36363636,0.09090909,0.27272727,0.1,0.6666666666666666,0.16666667,1,0,1.7139513810475673,-1.7139513810475673,2.97693292995294,0.16666667,0.666666666,0.166666666,0.333333333,0.5,0.333333333,0,0.5,0,0.5,0.12244898,19,30,49,"sa3014786"
2025,"Cesar Gomez","ARI","AA",26,0,1,6.428571428571429,3,0,0,0,0,1,,7,29,7,5,5,0,2,0,1,0,0,3,3.857142857142857,2.5714285714285716,1.5,0,0.10344828,0.06896552,0.03448276,0.26923077,1.2857142857142858,0.30434783,0.5,6.428571428571429,4.174152292524066,2.254419136047363,5.146642613836697,0.30434783,2.6,0.217391304,0.565217391,0.217391304,0,0,0.52173913,0.17391304,0.30434783,0.16666667,33,57,90,"sa3014799"
2025,"Shohei Tomioka","OAK","AA",29,0,0,1.9285701148372958,3,0,0,0,2,0,,4.2,18,5,1,1,0,1,0,0,1,0,7,13.49999080386107,1.9285701148372958,7,0,0.38888889,0.05555556,0.33333333,0.29411765,1.2857134098915306,0.5,0.83333333,1.9285701148372958,1.3884396124848308,0.540130502352465,1.680186510141818,0.5,7,0.2,0.7,0.1,0,0,0.5,0.1,0.4,0.08955224,20,47,67,"sa3014808"
2025,"Braxton Roxby","SFG","AA",26,0,1,2.4545431669114683,3,0,0,0,0,0,,3.2,18,5,2,1,0,1,0,1,1,0,6,14.72725900146881,2.4545431669114683,6,0,0.33333333,0.05555556,0.27777778,0.3125,1.636362111274312,0.5,0.71428571,2.4545431669114683,2.1623698833545943,0.292173283556874,3.419944499576358,0.5,1,0.2,0.4,0.4,0.25,0,0.3,0.2,0.5,0.22058824,25,43,68,"sa3014811"
2025,"Carson Rudd","CIN","AAA",26,1,0,6.352937612568568,2,0,0,0,0,0,,5.2,24,5,5,4,0,1,0,1,0,0,2,3.176468806284284,1.588234403142142,2,0,0.08333333,0.04166667,0.04166667,0.22727273,1.0588229354280947,0.25,0.28571429,6.352937612568568,3.894822730490192,2.4581148820783763,6.972643494529308,0.25,0.166666666,0.222222222,0.111111111,0.666666666,0.166666666,0,0.26315789,0.26315789,0.47368421,0.1,25,45,70,"sa3014812"
2025,"Edwin Nunez","STL","AA",23,1,0,7.94117201571071,4,0,0,0,0,0,,5.2,31,6,6,5,1,8,0,1,1,0,8,12.705875225137136,12.705875225137136,1,1.588234403142142,0.25806452,0.25806452,0,0.27272727,2.470586849332221,0.38461538,0.66176471,7.94117201571071,7.980872605665016,-0.0397005899543057,6.647804965145951,0.38461538,2,0.142857142,0.571428571,0.285714285,0.25,0.25,0.35714286,0.5,0.14285714,0.144,59,66,125,"sa3014813"
2025,"Carter Loewen","SDP","AA",26,0,0,3.6,3,0,0,0,0,0,,5,17,2,2,2,1,2,0,0,0,0,5,9,3.6,2.5,1.8,0.29411765,0.11764706,0.17647059,0.13333333,0.8,0.11111111,0.76923077,3.6,5.545580863952637,-1.9455808639526366,4.034770023822785,0.11111111,1.5,0,0.6,0.4,0,0.25,0.3,0.3,0.4,0.18032787,20,41,61,"sa3014844"
2025,"Adam Laskey","MIA","AA",27,0,0,1.2857142857142858,2,1,0,0,0,0,,7,24,3,1,1,0,0,0,1,1,0,12,15.428571428571429,0,12,0,0.5,0,0.5,0.13043478,0.42857142857142855,0.27272727,0.75,1.2857142857142858,0.3806180477142336,0.9050962380000522,0.5610439832721439,0.27272727,9,0.09090909,0.818181818,0.09090909,1,0,0.63636364,0.27272727,0.09090909,0.18823529,20,65,85,"sa3014851"
2025,"Holden Powell","WSN","AA",25,0,0,6.230773801637651,4,0,0,0,1,0,,4.1,20,3,4,3,1,5,0,0,0,0,5,10.384623002729418,10.384623002729418,1,2.0769246005458837,0.25,0.25,0,0.2,1.8461552004852297,0.22222222,0.60606061,6.230773801637651,7.952581195720674,-1.7218073940830232,5.7506565229614175,0.22222222,1,0.25,0.375,0.375,0,0.333333333,0.4,0.2,0.4,0.08860759,37,42,79,"sa3014854"
2025,"Evan Reifert","TBR","AAA",26,0,0,3.85714850621175,3,0,0,0,1,0,,2.1,12,2,1,1,0,2,0,1,0,0,5,19.285742531058748,7.7142970124235,2.5,0,0.41666667,0.16666667,0.25,0.22222222,1.7142882249829998,0.5,0.8,3.85714850621175,3.1133096957684105,0.7438388104433393,3.7362032549576973,0.5,2,0.25,0.5,0.25,0,0,0.75,0.25,0,0.22916667,19,29,48,"sa3014860"
2025,"Dugan Darnell","COL","AAA",28,1,0,6.750002299037082,6,0,0,0,0,0,,9.1,44,11,7,7,0,6,0,0,1,1,15,14.464290640793745,5.785716256317499,2.5,0,0.34090909,0.13636364,0.20454545,0.28947368,1.821429191803657,0.47826087,0.58823529,6.750002299037082,2.4267931918707157,4.323209107166366,3.8881519425192996,0.47826087,1.142857142,0.347826086,0.347826086,0.304347826,0,0,0.47826087,0.26086957,0.26086957,0.17222222,65,115,180,"sa3014876"
2025,"Ben Leeper","CHC","AA",28,0,0,0,3,0,0,0,0,0,,3,11,1,0,0,0,1,0,0,0,0,3,9,3,3,0,0.27272727,0.09090909,0.18181818,0.1,0.6666666666666666,0.14285714,1,0,2.380618047714234,-2.380618047714234,4.4855872958898555,0.14285714,0.2,0.142857142,0.142857142,0.714285714,0.2,0,0.42857143,0,0.57142857,0.17647059,11,23,34,"sa3014907"
2025,"Jonathan Hughes","ATL","AA",28,0,0,3.6,2,0,0,0,0,0,,5,20,2,2,2,1,3,0,0,0,0,3,5.4,5.4,1,1.8,0.15,0.15,0,0.11764706,1,0.07692308,0.83333333,3.6,6.580618047714234,-2.9806180477142337,4.991003286838532,0.07692308,2,0.076923076,0.615384615,0.307692307,0.25,0.25,0.35714286,0.35714286,0.28571429,0.10843373,35,48,83,"sa3014908"
2025,"TJ Shook","NYM","AA",27,0,0,5.4,3,0,0,0,1,0,,5,23,5,4,3,0,3,0,0,1,0,6,10.8,5.4,2,0,0.26086957,0.13043478,0.13043478,0.25,1.6,0.35714286,0.5,5.4,3.1987319946289063,2.201268005371094,4.351509800553322,0.35714286,0.6,0.384615384,0.23076923,0.384615384,0,0,0.21428571,0.5,0.28571429,0.11458333,36,60,96,"sa3014915"
2025,"A.J. Block","LAA","A+",27,0,1,1.173912556725976,5,0,0,0,3,1,,7.2,29,4,2,1,1,2,0,0,0,0,9,10.565213010533785,2.347825113451952,4.5,1.173912556725976,0.31034483,0.06896552,0.24137931,0.14814815,0.7826083711506507,0.17647059,0.86956522,1.173912556725976,3.870538164041466,-2.69662560731549,2.9039192054309972,0.17647059,2.75,0.117647058,0.647058823,0.235294117,0.25,0.25,0.44444444,0.22222222,0.33333333,0.19587629,34,63,97,"sa3014916"
2025,"Cole Percival","NYY","AA",26,0,1,23.624969724604544,3,0,0,0,0,0,,2.2,20,7,7,7,1,5,0,0,1,0,3,10.124987024830519,16.87497837471753,0.6,3.374995674943506,0.15,0.25,-0.1,0.46666667,4.499994233258008,0.54545455,0.47169811,23.624969724604544,12.048721422268589,11.576248302335955,8.470601039294335,0.54545455,1.333333333,0.363636363,0.363636363,0.272727272,0,0.333333333,0.33333333,0.25,0.41666667,0.05555556,38,52,90,"sa3014919"
2025,"Sam Thoresen","CHC","A+",26,0,0,4.909086333822937,3,0,0,0,1,0,,3.2,17,3,3,2,0,3,0,0,0,0,5,12.27271583455734,7.363629500734405,1.66666667,0,0.29411765,0.17647059,0.11764706,0.21428571,1.636362111274312,0.33333333,0.5,4.909086333822937,3.178264564324765,1.7308217694981716,3.6103971134925366,0.33333333,2,0.25,0.5,0.25,0.5,0,0.75,0,0.25,0.17567568,29,45,74,"sa3014920"
2025,"Carson Ragsdale","SFG","AAA",27,1,2,7.2,3,2,0,0,0,0,,10,50,11,10,8,2,7,0,0,1,0,7,6.3,6.3,1,1.8,0.14,0.14,0,0.25581395,1.8,0.26470588,0.52631579,7.2,7.012507915496826,0.187492084503174,7.53007218837738,0.26470588,0.6875,0.205882352,0.323529411,0.470588235,0.25,0.125,0.33333333,0.22222222,0.44444444,0.05376344,69,117,186,"sa3014922"
2025,"Kyle Brnovich","BAL","AAA",27,1,0,4.263156824825481,3,2,0,0,0,0,,12.2,56,14,7,6,2,4,0,1,2,0,18,12.789470474476444,2.842104549883654,4.5,1.421052274941827,0.32142857,0.07142857,0.25,0.2745098,1.421052274941827,0.38709677,0.74074074,4.263156824825481,3.9366184950535565,0.32653832977192465,3.1461643200795733,0.38709677,1,0.333333333,0.333333333,0.333333333,0.181818181,0.181818181,0.39393939,0.39393939,0.21212121,0.14903846,68,140,208,"sa3014923"
2025,"Dane Acker","TEX","AAA",26,0,0,3.8571441708783323,5,0,0,0,0,1,,9.1,38,8,5,4,1,4,0,0,0,0,7,6.750002299037082,3.8571441708783323,1.75,0.9642860427195831,0.18421053,0.10526316,0.07894737,0.23529412,1.2857147236261108,0.26923077,0.66037736,3.8571441708783323,4.891079745487428,-1.0339355746090955,5.377111950488273,0.26923077,1.333333333,0.192307692,0.461538461,0.346153846,0.111111111,0.111111111,0.44444444,0.22222222,0.33333333,0.11678832,54,83,137,"sa3014924"
2025,"Brian Van Belle","BOS","AAA",28,0,0,1.9285701148372958,2,0,0,0,0,0,,4.2,20,4,1,1,0,1,0,0,0,0,3,5.785710344511887,1.9285701148372958,3,0,0.15,0.05,0.1,0.21052632,1.0714278415762755,0.25,0.8,1.9285701148372958,2.899025047068395,-0.9704549322310991,3.8333633809768277,0.25,2.666666666,0.214285714,0.571428571,0.214285714,0,0,0.625,0.1875,0.1875,0.07352941,18,50,68,"sa3014925"
2025,"Brandon Young","BAL","AAA",26,1,1,2.7551025770348097,3,3,0,0,0,0,,16.1,64,13,7,5,1,2,0,0,1,0,17,9.367348761918352,1.102041030813924,8.5,0.551020515406962,0.265625,0.03125,0.234375,0.20967742,0.9183675256782698,0.27272727,0.58823529,2.7551025770348097,2.6235142263358906,0.13158835069891905,3.1623659215441373,0.27272727,1.533333333,0.136363636,0.522727272,0.34090909,0.266666666,0.066666666,0.45652174,0.2173913,0.32608696,0.14767932,74,163,237,"sa3014926"
2025,"Robert Kwiatkowski","CHC","AA",28,0,0,6.749991349887012,3,0,0,0,0,1,,2.2,15,5,2,2,0,2,0,1,2,0,3,10.124987024830519,6.749991349887012,1.5,0,0.2,0.13333333,0.06666667,0.41666667,2.6249966360671713,0.55555556,0.75,6.749991349887012,4.5056166060287355,2.244374743858277,5.926469027725096,0.55555556,1,0.333333333,0.333333333,0.333333333,0.333333333,0,0.44444444,0.22222222,0.33333333,0.08955224,25,42,67,"sa3014929"
2025,"Blane Abeyta","ATL","AA",26,0,0,6.230773801637651,4,0,0,0,0,0,,4.1,22,6,3,3,1,4,0,0,0,0,7,14.538472203821184,8.307698402183535,1.75,2.0769246005458837,0.31818182,0.18181818,0.13636364,0.33333333,2.307694000606537,0.5,0.81395349,6.230773801637651,5.919081448381425,0.3116923532562259,4.376366719235766,0.5,0.8,0.181818181,0.363636363,0.454545454,0.2,0.2,0.36363636,0.36363636,0.27272727,0.16483516,37,54,91,"sa3014975"
2025,"Logan Boyer","LAD","AAA",27,1,1,1.5,6,0,0,0,0,0,,6,27,6,2,1,0,4,0,0,1,0,8,12,6,2,0,0.2962963,0.14814815,0.14814815,0.26086957,1.6666666666666667,0.4,0.8,1.5,3.0458412488301603,-1.5458412488301603,4.0200800841053335,0.4,2.333333333,0.285714285,0.5,0.214285714,0,0,0.375,0.4375,0.1875,0.14035088,44,70,114,"sa3015002"
2025,"Grant Judkins","OAK","A+",27,0,0,5.625,2,2,0,0,0,0,,8,38,7,6,5,1,7,0,0,0,0,10,11.25,7.875,1.42857143,1.125,0.26315789,0.18421053,0.07894737,0.22580645,1.75,0.3,0.63492063,5.625,5.200991582870484,0.4240084171295164,4.665326732490212,0.3,0.545454545,0.15,0.3,0.55,0.363636363,0.09090909,0.66666667,0.14285714,0.19047619,0.11111111,66,87,153,"sa3015004"
2025,"Nick Krauth","TEX","AA,AAA",25,0,0,4.1538397165544945,2,0,0,0,0,0,,4.1,19,5,2,2,0,1,0,0,0,0,3,6.230759574831741,2.0769198582772472,3,0,0.15789474,0.05263158,0.10526316,0.27777778,1.384613238851498,0.33333333,0.66666667,4.1538397165544945,3.0405538742772116,1.1132858422772829,4.703686557229511,0.33333333,1.5,0.23076923,0.461538461,0.307692307,0,0,0.4,0.33333333,0.26666667,0.10606061,26,40,66,"sa3015006"
2025,"Adam Seminaris","SEA","AA",26,1,1,1.125,2,2,0,0,0,0,,8,34,6,1,1,0,4,0,0,0,0,9,10.125,4.5,2.25,0,0.26470588,0.11764706,0.14705882,0.2,1.25,0.28571429,0.9,1.125,2.995580863952637,-1.870580863952637,4.0166957013309,0.28571429,2.166666666,0.095238095,0.619047619,0.285714285,0.333333333,0,0.6,0.15,0.25,0.10666667,57,93,150,"sa3015010"
2025,"Mason Hickman","CLE","AAA",26,0,0,12.27271583455734,3,0,0,0,0,0,,3.2,19,5,5,5,1,3,0,2,0,0,6,14.72725900146881,7.363629500734405,2,2.4545431669114683,0.31578947,0.15789474,0.15789474,0.35714286,2.1818161483657494,0.57142857,0.58139535,12.27271583455734,7.905514048745659,4.367201785811681,5.549220388925912,0.57142857,1.333333333,0.125,0.5,0.375,0,0.333333333,0.33333333,0.33333333,0.33333333,0.10126582,38,41,79,"sa3015033"
2025,"Jack Dashwood","LAA","AAA",27,0,1,54,4,0,0,0,0,1,,2,20,11,12,12,3,3,0,0,1,0,2,9,13.5,0.66666667,13.5,0.1,0.15,-0.05,0.64705882,7,0.66666667,0.20408163,54,25.712507915496825,28.287492084503175,13.032179762423038,0.66666667,0.571428571,0.266666666,0.266666666,0.466666666,0.428571428,0.428571428,0.66666667,0.13333333,0.2,0.12820513,29,49,78,"sa3015035"
2025,"Ryan Watson","SFG","AAA",27,0,0,9,1,0,0,0,0,0,,1,6,3,1,1,0,0,0,0,0,0,2,18,0,2,0,0.33333333,0,0.33333333,0.5,3,0.75,0.66666667,9,-0.28749208450317365,9.287492084503175,-0.28749208450317365,0.75,3,0.25,0.75,0,0,0,0.75,0,0.25,0.2,5,15,20,"sa3015070"
2025,"Jake McSteen","ATL","AA",29,0,0,0,3,0,0,0,0,1,,5.1,23,6,1,0,0,1,0,0,0,0,5,8.437505029144901,1.68750100582898,5,0,0.2173913,0.04347826,0.17391304,0.27272727,1.312500782311429,0.35294118,0.85714286,0,2.068117265402805,-2.068117265402805,3.2521631732479492,0.35294118,1.2,0.266666666,0.4,0.333333333,0.4,0,0.52941176,0.17647059,0.29411765,0.10126582,16,63,79,"sa3015087"
2025,"Jose Davila","STL","A+",22,1,0,2.793102529755122,2,2,0,0,0,0,,9.2,36,4,3,3,0,8,0,0,1,0,7,6.517239236095285,7.448273412680326,0.875,0,0.19444444,0.22222222,-0.02777778,0.14285714,1.2413789021133876,0.19047619,0.75,2.793102529755122,4.485474001298306,-1.6923714715431841,4.9772113365959285,0.19047619,2.166666666,0.095238095,0.619047619,0.285714285,0.166666666,0,0.57142857,0.19047619,0.23809524,0.09589041,64,82,146,"sa3015092"
2025,"Jordan Mikel","CHW","AA",26,1,0,0,1,0,0,0,0,0,,3,9,0,0,0,0,1,0,0,0,0,3,9,3,3,0,0.33333333,0.11111111,0.22222222,0,0.3333333333333333,0,1,0,2.380618047714234,-2.380618047714234,3.2226057469844824,0,0.5,0.4,0.2,0.4,0,0,0.2,0.6,0.2,0.12820513,16,23,39,"sa3015094"
2025,"Geison Urbaez","TOR","AA",24,0,0,0,1,0,0,0,0,0,,2.1,16,5,5,0,0,2,0,0,1,0,2,7.7142970124235,7.7142970124235,1,0,0.125,0.125,0,0.35714286,3.00000439372025,0.41666667,0.28571429,0,4.655876107120406,-4.655876107120406,5.149924461799897,0.41666667,3,0.555555555,0.333333333,0.111111111,0,0,0.66666667,0.25,0.08333333,0.13559322,23,36,59,"sa3015135"
2025,"Johzan Oquendo","CHC","A+",24,2,0,0,4,0,0,0,0,0,,7.1,24,1,0,0,0,1,0,1,1,0,11,13.500005852094933,1.2272732592813576,11,0,0.45833333,0.04166667,0.41666667,0.04545455,0.2727273909514128,0.09090909,1,0,1.2691724552591812,-1.2691724552591812,1.5932723096891326,0.09090909,2,0.181818181,0.545454545,0.272727272,0,0,0.45454545,0.18181818,0.36363636,0.14772727,29,59,88,"sa3015148"
2025,"Alejandro Hidalgo","MIN","A+",22,0,0,5.625,2,2,0,0,0,0,,8,35,5,5,5,1,4,0,2,0,0,14,15.75,4.5,3.5,1.125,0.4,0.11428571,0.28571429,0.17241379,1.125,0.28571429,0.625,5.625,3.8259915828704836,1.7990084171295164,2.89420485990122,0.28571429,0.428571428,0.333333333,0.2,0.466666666,0.428571428,0.142857142,0.4,0.26666667,0.33333333,0.17391304,52,86,138,"sa3015151"
2025,"Leonard Garcia","LAA","A+",21,2,0,0,4,0,0,0,0,0,,8.1,30,3,0,0,0,3,0,0,0,0,11,11.880004531862081,3.2400012359623855,3.66666667,0,0.36666667,0.1,0.26666667,0.11111111,0.7200002746583078,0.1875,1,0,2.1801028404233573,-2.1801028404233573,2.683135674322029,0.1875,3,0.142857142,0.642857142,0.214285714,0,0,0.5,0.3125,0.1875,0.16666667,48,84,132,"sa3015156"
2025,"Franklin Sanchez","MIA","A+",24,0,0,9,1,0,0,0,0,0,,1,7,0,1,1,0,3,0,1,1,0,2,18,27,0.66666667,0,0.28571429,0.42857143,-0.14285714,0,3,0,0.75,9,11.450991582870483,-2.4509915828704827,11.450991582870483,0,1,0,1,0,0,0,1,0,0,0.06060606,19,14,33,"sa3015157"
2025,"Emiliano Teodo","TEX","AAA",24,1,0,8.678574384476248,6,0,0,0,0,0,,9.1,48,11,10,9,3,8,0,0,1,0,13,12.53571855535458,7.714288341756665,1.625,2.8928581281587493,0.27083333,0.16666667,0.10416667,0.275,2.0357149790746756,0.33333333,0.60810811,8.678574384476248,7.676794980010667,1.0017794044655801,5.585877486295214,0.33333333,1.2,0.153846153,0.461538461,0.384615384,0.2,0.3,0.33333333,0.25925926,0.40740741,0.14130435,79,105,184,"sa3015158"
2025,"Angel Gonzalez","STL","A+",22,0,0,5.399997425080573,4,0,0,0,1,2,,6.2,29,5,4,4,0,6,0,1,0,0,7,9.449995493891004,8.09999613762086,1.16666667,0,0.24137931,0.20689655,0.03448276,0.22727273,1.6499992132190642,0.33333333,0.66666667,5.399997425080573,4.500991082191707,0.8990063428888666,5.3328466179689595,0.33333333,0.857142857,0.133333333,0.4,0.466666666,0.428571428,0,0.6,0.13333333,0.26666667,0.24137931,45,71,116,"sa3015160"
2025,"Wilber Dotel","PIT","AA",22,0,0,1.038461157556256,2,2,0,0,0,0,,8.2,31,5,1,1,0,1,0,0,1,0,7,7.269228102893791,1.038461157556256,7,0,0.22580645,0.03225806,0.19354839,0.16666667,0.6923074383708373,0.2173913,0.83333333,1.038461157556256,2.5295016909490373,-1.4910405333927814,3.992642215637896,0.2173913,0.636363636,0.217391304,0.304347826,0.478260869,0.181818181,0,0.47826087,0.08695652,0.43478261,0.10769231,42,88,130,"sa3015163"
2025,"Drake Fellows","PIT","AAA",27,0,0,4.5,3,0,0,0,0,0,,6,28,8,3,3,0,3,0,0,0,0,7,10.5,4.5,2.33333333,0,0.25,0.10714286,0.14285714,0.32,1.8333333333333333,0.44444444,0.72727273,4.5,2.7085484186808273,1.7914515813191727,4.646436653534572,0.44444444,0.25,0.444444444,0.111111111,0.444444444,0.5,0,0.33333333,0.27777778,0.38888889,0.22222222,41,67,108,"sa3015208"
2025,"Manuel Mercedes","SFG","AA",22,0,2,9.529406418852851,2,2,0,0,0,0,,5.2,29,11,7,6,2,4,0,0,0,0,3,4.7647032094264254,6.352937612568568,0.75,3.176468806284284,0.10344828,0.13793103,-0.03448276,0.44,2.6470573385702365,0.45,0.6557377,9.529406418852851,9.44578765024541,0.08361876860744033,5.874711247028041,0.45,2,0.318181818,0.454545454,0.227272727,0,0.4,0.27272727,0.40909091,0.31818182,0.04651163,54,75,129,"sa3015214"
2025,"Victor Lizarraga","SDP","AA",21,0,1,7.714285714285714,2,2,0,0,0,0,,7,32,9,6,6,2,2,0,0,0,0,8,10.285714285714286,2.5714285714285716,4,2.5714285714285716,0.25,0.0625,0.1875,0.3,1.5714285714285714,0.35,0.6097561,7.714285714285714,6.0312951496669225,1.682990564618792,3.8729939494814194,0.35,1,0.272727272,0.363636363,0.363636363,0.125,0.25,0.59090909,0.09090909,0.31818182,0.10434783,43,72,115,"sa3015220"
2025,"D.J. McCarty","TEX","A+",22,0,1,9.947373413976074,2,2,0,0,0,0,,6.1,31,9,8,7,0,5,0,1,1,0,7,9.947373413976074,7.105266724268624,1.4,0,0.22580645,0.16129032,0.06451613,0.36,2.2105274253280163,0.5,0.46666667,9.947373413976074,4.723881777501992,5.2234916364740815,5.311886693485376,0.5,2.333333333,0.411764705,0.411764705,0.176470588,0.666666666,0,0.27777778,0.27777778,0.44444444,0.07627119,53,65,118,"sa3015222"
2025,"Aaron Rozek","MIN","AA",29,1,1,4.821430213597916,2,1,0,0,0,0,,9.1,39,10,5,5,1,1,0,0,1,0,10,9.642860427195831,0.9642860427195831,10,0.9642860427195831,0.25641026,0.02564103,0.23076923,0.26315789,1.1785718299906016,0.33333333,0.625,4.821430213597916,3.3170092894106,1.5044209241873157,3.528761248841587,0.33333333,0.909090909,0.192307692,0.384615384,0.423076923,0.09090909,0.09090909,0.32142857,0.21428571,0.46428571,0.12738854,56,101,157,"sa3015224"
2025,"Josh Stephan","TEX","AA",23,0,0,18,1,1,0,0,0,0,,4,24,10,9,8,1,1,0,0,0,0,3,6.75,2.25,3,2.25,0.125,0.04166667,0.08333333,0.43478261,2.75,0.47368421,0.20833333,18,6.245580863952637,11.754419136047364,5.037810538709164,0.47368421,1,0.368421052,0.315789473,0.315789473,0.166666666,0.166666666,0.35,0.45,0.2,0.08641975,30,51,81,"sa3015286"
2025,"Jose Luis Reyes","SDP","A+",22,0,1,3.6,1,1,0,0,0,0,,5,20,5,3,2,0,2,0,0,0,1,3,5.4,3.6,1.5,0,0.15,0.1,0.05,0.27777778,1.4,0.33333333,0.57142857,3.6,3.4509915828704836,0.1490084171295165,4.084786579012871,0.33333333,1,0.466666666,0.266666666,0.266666666,0.25,0,0.33333333,0.33333333,0.33333333,0.10526316,30,46,76,"sa3015304"
2025,"Elison Joseph","ATL","AA",24,0,1,2.25,4,0,0,0,1,1,,4,17,3,2,1,0,2,0,0,0,0,4,9,4.5,2,0,0.23529412,0.11764706,0.11764706,0.2,1.25,0.27272727,0.6,2.25,2.8806180477142336,-0.6306180477142336,5.090835758298636,0.27272727,0.428571428,0.09090909,0.272727272,0.636363636,0.428571428,0,0.36363636,0.18181818,0.45454545,0.12,31,44,75,"sa3015306"
2025,"Kai Wynyard","TEX","A",23,2,0,1.68750100582898,3,0,0,0,0,1,,5.1,24,3,1,1,0,5,0,0,0,0,7,11.812507040802862,8.437505029144901,1.4,0,0.29166667,0.20833333,0.08333333,0.15789474,1.5000008940702045,0.25,0.875,1.68750100582898,4.265873496234484,-2.5783724904055036,4.952640168676844,0.25,1.25,0.25,0.416666666,0.333333333,0,0,0.25,0.25,0.5,0.16842105,36,59,95,"sa3015311"
2025,"Nolan Clenney","CHC","A+,AAA",29,0,0,6.352937345276078,3,0,0,0,0,0,,5.2,28,10,4,4,1,2,0,0,0,0,4,6.352937345276078,3.176468672638039,2,1.5882343363190194,0.14285714,0.07142857,0.07142857,0.38461538,2.1176457817586924,0.42857143,0.75471698,6.352937345276078,5.424245746697692,0.9286915985783857,4.08565271312975,0.42857143,1.5,0.285714285,0.428571428,0.285714285,0.333333333,0.166666666,0.2173913,0.52173913,0.26086957,0.09,37,63,100,"sa3015328"
2025,"Jose Acuna","CIN","AA",22,1,0,0.9,2,2,0,0,0,0,,10,37,3,2,1,1,7,0,0,0,0,9,8.1,6.3,1.28571429,0.9,0.24324324,0.18918919,0.05405405,0.1,1,0.1,0.93023256,0.9,4.980618047714234,-4.080618047714234,4.817301441729069,0.1,0.777777777,0.238095238,0.333333333,0.428571428,0.222222222,0.111111111,0.47619048,0.28571429,0.23809524,0.14189189,54,94,148,"sa3015331"
2025,"Alonzo Richardson","CLE","A+",22,0,0,7.7142970124235,1,0,0,0,0,0,,2.1,12,2,2,2,0,3,0,0,1,0,1,3.85714850621175,11.57144551863525,0.33333333,0,0.08333333,0.25,-0.16666667,0.22222222,2.14286028122875,0.25,0.6,7.7142970124235,6.450995976590733,1.2633010358327663,6.450995976590733,0.25,6,0.25,0.75,0,0,0,0.5,0.375,0.125,0.04347826,22,24,46,"sa3015333"
2025,"Aidan Curry","TEX","A+",22,1,0,15.75,2,1,0,0,0,0,,4,26,7,7,7,1,7,0,0,2,0,7,15.75,15.75,1,2.25,0.26923077,0.26923077,0,0.36842105,3.5,0.54545455,0.55555556,15.75,9.092302513122558,6.657697486877442,7.083645601570606,0.54545455,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.5,0.11864407,55,63,118,"sa3015334"
2025,"Juan Mendez","MIN","A+",26,0,0,13.5,3,0,0,0,1,0,,4,23,4,6,6,0,6,0,1,1,0,2,4.5,13.5,0.33333333,0,0.08695652,0.26086957,-0.17391304,0.25,2.5,0.28571429,0.45454545,13.5,7.700991582870484,5.799008417129516,9.285479073226451,0.28571429,0.625,0.071428571,0.357142857,0.571428571,0.25,0,0.57142857,0.21428571,0.21428571,0.06,50,50,100,"sa3015336"
2025,"Moises Chace","PHI","AA",22,0,0,6.230773801637651,2,2,0,0,0,0,,4.1,22,3,3,3,1,7,0,0,0,0,7,14.538472203821184,14.538472203821184,1,2.0769246005458837,0.31818182,0.31818182,0,0.2,2.307694000606537,0.28571429,0.81395349,6.230773801637651,8.41411999584198,-2.18334619420433,5.94616948040631,0.28571429,2,0.25,0.5,0.25,0,0.5,0.5,0.5,0,0.10784314,45,57,102,"sa3015346"
