Name,Team,Season,Age,OPS,HR,R,RBI,SB,CS,PA,AB,AVG,BABIP,BB,H,1B,2B,3B,GDP,HBP,ISO,SO,OBP,SLG,SF,WAR,wOBA,wRAA,wRC,wRC+,wSB,K%,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Blake Sabol","SFG",2024,26,0.796052631,0,3,1,0,0,38,32,0.3125,0.434782608,5,10,8,2,0,0,1,0.0625,9,0.421052631,0.375,0,0.2203562118742639,0.3524133208635691,1.2917222153494887,5.736888937289529,128.83189927475678,-0.10260149091482162,0.236842105,0.08695652,0.43478261,"Blake Sabol",25805,666165
"Oscar Colás","CHW",2024,25,0.641148324,0,1,4,0,1,38,33,0.272727272,0.391304347,4,9,9,0,0,0,1,0,10,0.368421052,0.272727272,0,-0.0134167349329131,0.30031871795654297,-0.301575408747934,4.143591313192107,94.52976855312009,-0.5155003219842911,0.263157894,0,0.43478261,"Oscar Colas",30162,693049
"Joey Gallo","WSN",2024,30,0.613245945,10,24,27,3,1,260,223,0.161434977,0.232142857,32,36,17,9,0,1,4,0.174887892,102,0.276923076,0.336322869,1,-0.1723491232893748,0.27580061348584983,-7.19416028188414,23.220138341916137,75.66305400482027,-0.22330478578805923,0.392307692,0.13114754,0.43442623,"Joey Gallo",14128,608336
"Wyatt Langford","TEX",2024,22,0.739784775,16,74,74,19,3,557,499,0.25250501,0.296495956,51,126,81,25,4,6,4,0.162324649,115,0.324955116,0.414829659,3,2.9380588773311187,0.32110500604667386,4.898183329820664,70.05496922773125,109.67988889666012,1.535288654267788,0.206463195,0.09302326,0.43410853,"Wyatt Langford",33333,694671
"Daniel Vogelbach","TOR",2024,31,0.578481012,1,5,8,0,0,79,70,0.185714285,0.23076923,9,13,7,5,0,4,0,0.114285715,17,0.278481012,0.3,0,-0.3222183238511941,0.2619745987880079,-3.0650308977611584,6.1762367610089255,69.41696899563584,-0.12627875804901123,0.215189873,0.09433962,0.43396226,"Daniel Vogelbach",14130,596129
"Max Muncy","LAD",2024,33,0.85203266,15,47,48,1,0,293,237,0.23206751,0.264900662,45,55,23,17,0,1,5,0.261603376,77,0.358361774,0.493670886,6,2.349247848257019,0.3617018884625928,12.15032630230252,46.42490128989284,134.8151227487048,-0.3524695634841919,0.262798634,0.10843373,0.43373494,"Max Muncy",13301,571970
"Riley Adams","WSN",2024,28,0.628514588,2,10,8,1,0,130,116,0.224137931,0.296296296,10,26,18,5,1,4,2,0.112068965,35,0.292307692,0.336206896,2,-0.2591377336903807,0.2749977846478307,-3.681081612931727,11.526067698968411,75.12269516600813,-0.028880245983600616,0.269230769,0.07228916,0.43373494,"Riley Adams",19864,656180
"Andrew Vaughn","CHW",2024,26,0.699008019,19,55,70,2,0,619,570,0.245614035,0.285377358,38,140,90,30,1,13,6,0.15614035,132,0.297253634,0.401754385,5,-0.1570453533711682,0.3037608829183994,-3.1975884625075373,69.21183787646312,96.95105768203113,-0.6575845927000046,0.213247172,0.09255079,0.43115124,"Andrew Vaughn",26197,683734
"Jordan Walker","STL",2024,22,0.618662646,5,16,20,1,0,178,164,0.201219512,0.252252252,10,33,17,10,1,4,2,0.164634146,50,0.252808988,0.365853658,2,-0.6173799867430214,0.2679954958095979,-6.043434223355417,14.778662526784771,71.51372201780228,-0.028880245983600616,0.280898876,0.09482759,0.43103448,"Jordan Walker",27475,691023
"Victor Caratini","HOU",2024,30,0.743929688,8,30,30,0,1,274,245,0.269387755,0.310160427,23,66,49,8,1,6,3,0.13877551,53,0.335766423,0.408163265,3,1.9202283046069624,0.32435033915243744,3.125218288640036,35.17720991526033,113.49050186593925,-0.9890456646680832,0.193430656,0.05641026,0.43076923,"Victor Caratini",14968,605170
"Bo Bichette","TOR",2024,26,0.598329122,4,29,31,5,1,336,311,0.225080385,0.269387755,20,70,49,16,1,12,3,0.096463023,64,0.276785714,0.321543408,2,0.3108940949390106,0.2636339559483884,-12.58733566830138,26.717296399378977,70.58419470908426,0.03463161736726761,0.19047619,0.04417671,0.42971888,"Bo Bichette",19612,666182
"Starling Marte","NYM",2024,35,0.715035177,7,46,40,16,1,370,335,0.268656716,0.333333333,27,90,67,13,3,8,3,0.119402985,81,0.326975476,0.388059701,2,0.6232080550721326,0.31305298876892673,0.8558528459506026,44.137739349050996,103.8863346088316,2.037321090698242,0.218918918,0.06949807,0.42857143,"Starling Marte",9241,516782
"Rob Brantly","TBR",2024,34,0.222222222,0,0,0,0,0,9,9,0.111111111,0.142857142,0,1,1,0,0,0,0,0,2,0.111111111,0.111111111,0,-0.13561171369361955,0.09796785646014744,-1.5372035794312233,-0.4844009347612136,-43.24657855547581,-0.007892422378063202,0.222222222,0.14285714,0.42857143,"Rob Brantly",10655,542963
"Rob Refsnyder","BOS",2024,33,0.830065359,11,32,40,2,2,307,272,0.283088235,0.358695652,28,77,49,16,1,6,5,0.1875,78,0.359477124,0.470588235,1,1.2202627994560464,0.35831892098251145,11.894983246848373,47.8072512372587,130.04396304607926,-1.0414066016674042,0.254071661,0.09693878,0.42857143,"Rob Refsnyder",13770,608701
"Ke'Bryan Hayes","PIT",2024,27,0.57323924,4,38,25,11,2,396,365,0.232876712,0.279310344,23,85,72,9,0,12,4,0.057534246,75,0.282828282,0.290410958,4,0.07062607447843414,0.25572980929024614,-17.35432121313164,28.96899515234878,59.203489813138845,0.6165298223495483,0.189393939,0.02380952,0.42857143,"Ke'Bryan Hayes",18577,663647
"Alexander Canario","CHC",2024,24,0.797142857,1,4,2,1,0,28,25,0.28,0.461538461,2,7,5,1,0,0,1,0.16,11,0.357142857,0.44,0,0.22019360633276472,0.3503951515470232,0.9063136667255778,4.181699672365608,128.05207396713348,0.13686062395572662,0.392857142,0.14285714,0.42857143,"Alexander Canario",22842,672744
"Luis Vázquez","CHC",2024,24,0.226190475,0,2,1,0,0,14,12,0.083333333,0.142857142,0,1,1,0,0,1,1,0,6,0.142857142,0.083333333,1,-0.08393255443225595,0.11442162309374128,-2.205803766834593,-0.5681107640145782,-30.774285758603348,-0.015784844756126404,0.428571428,0,0.42857143,"Luis Vazquez",23442,676679
"Yasmani Grandal","PIT",2024,35,0.704166666,9,26,27,1,0,243,215,0.227906976,0.248447204,24,49,30,10,0,7,0,0.172093024,46,0.304166666,0.4,1,1.9570550054366471,0.3082559163371722,-0.3761294970044422,28.049541909085818,94.55716031808828,-0.22619080543518066,0.189300411,0.0982659,0.42774566,"Yasmani Grandal",11368,518735
"Tommy Pham","- - -",2024,36,0.673621148,9,49,39,7,3,478,440,0.247727272,0.306748466,35,109,77,20,3,5,2,0.120454546,106,0.30543933,0.368181818,1,-0.07455510958244366,0.29656240730604866,-5.238641381220013,50.6768768579205,90.89166733894564,-0.7147553563117981,0.221757322,0.07164179,0.42686567,"Tommy Pham",2967,502054
"Maikel Garcia","KCR",2024,24,0.613524395,7,84,58,37,2,626,575,0.231304347,0.268085106,42,133,94,27,5,7,0,0.100869566,103,0.281350482,0.332173913,5,1.1458727530479975,0.27008225181861706,-20.202478771948112,53.02579406843255,69.30339253796373,5.516617849469185,0.164536741,0.03742204,0.42619543,"Maikel Garcia",22715,672580
"Dansby Swanson","CHC",2024,30,0.701486126,16,82,66,19,3,593,534,0.241573033,0.299734748,54,129,84,27,2,7,2,0.147940075,144,0.311973018,0.389513108,3,4.283894104914063,0.30656940884598216,-1.7228198727398238,67.6451766038508,98.55434504343681,1.495826542377472,0.242833052,0.09160305,0.42493639,"Dansby Swanson",18314,621020
"Eddie Rosario","- - -",2024,32,0.531009357,10,33,35,9,1,319,297,0.175084175,0.196261682,16,52,30,12,0,4,0,0.141414141,77,0.214511041,0.316498316,4,-2.026807222084929,0.23036869880904912,-20.5075932410146,16.80841160895574,44.631762656159424,1.0319421887397766,0.24137931,0.05309735,0.42477876,"Eddie Rosario",12155,592696
"Luisangel Acuña","NYM",2024,22,0.966025641,3,6,6,0,1,40,39,0.307692307,0.3,1,12,6,2,1,1,0,0.333333334,6,0.325,0.641025641,0,0.7021668253566976,0.4056757137179375,3.0744593059704464,7.753582171170489,166.22777743063537,-0.46025336533784866,0.15,0.09090909,0.42424242,"Luisangel Acuna",26548,682668
"Shay Whitcomb","HOU",2024,25,0.597030752,0,1,5,0,0,46,41,0.219512195,0.272727272,5,9,6,3,0,1,0,0.073170731,8,0.304347826,0.292682926,0,-0.3445386697870209,0.27172296332276386,-1.4237821803305524,3.9572091146494968,76.471330968685,-0.08681664615869522,0.173913043,0.06060606,0.42424242,"Shay Whitcomb",27789,694376
"Patrick Bailey","SFG",2024,25,0.636691268,8,46,46,4,0,448,401,0.234413965,0.286666666,39,94,69,16,1,10,0,0.104738154,100,0.297539149,0.339152119,7,4.321153897562163,0.2813692890290979,-10.388152592617606,42.01802349762287,81.01439605535498,-0.05238160490989685,0.223214285,0.05501618,0.42394822,"Patrick Bailey",27478,672275
"Eugenio Suárez","ARI",2024,32,0.788102014,30,90,101,2,1,640,571,0.255691768,0.308510638,49,146,86,28,2,10,9,0.213660246,176,0.31875,0.469352014,11,3.797819649754103,0.3372951490804553,13.96778978200687,88.83375562520754,115.05457542513633,-1.1415152251720428,0.275,0.11330049,0.42364532,"Eugenio Suarez",12552,553993
"Kody Clemens","PHI",2024,28,0.705701754,5,17,18,0,0,120,114,0.219298245,0.25,5,25,10,9,1,2,1,0.228070176,29,0.258333333,0.447368421,0,0.12281407014821971,0.3009244292974472,-0.8938418247246929,13.143526770875436,91.61979974307964,-0.12627875804901123,0.241666666,0.07058824,0.42352941,"Kody Clemens",20572,665019
"Yan Gomes","CHC",2024,36,0.420705609,2,7,7,0,0,96,91,0.153846153,0.222222222,2,14,10,2,0,2,1,0.087912088,36,0.178947368,0.241758241,1,-1.1857062384862933,0.18445973710009927,-9.71390446973004,1.5159904067500638,16.366165810684834,-0.10260149091482162,0.375,0.10526316,0.42105263,"Yan Gomes",9627,543228
"Jason Vosler","SEA",2024,30,0.519047618,0,2,3,0,0,30,28,0.178571428,0.263157894,2,5,3,1,1,0,0,0.107142857,9,0.233333333,0.285714285,0,-0.16827034724599704,0.22892492413520812,-1.961947051160199,1.547395097739833,51.20059654866439,-0.03946211189031601,0.3,0.15789474,0.42105263,"Jason Vosler",16686,613564
"Luis De Los Santos","TOR",2024,26,0.467185761,0,2,1,0,0,31,29,0.172413793,0.263157894,2,5,3,2,0,2,0,0.068965517,10,0.225806451,0.24137931,0,-0.13713906970104403,0.21071889900392102,-2.4815978756601864,1.1447223448698467,33.362663040756566,-0.03946211189031601,0.322580645,0,0.42105263,"Luis De Los Santos",21682,665782
"Taylor Ward","LAA",2024,30,0.748416288,25,73,75,6,4,663,585,0.246153846,0.29382716,63,144,91,26,2,11,7,0.179487179,163,0.322775263,0.425641025,8,2.71771783517716,0.32538151929820824,8.112376681924133,85.66883817261484,110.89873373349609,-1.690705619752407,0.245852187,0.13023256,0.42093023,"Taylor Ward",17548,621493
"Francisco Alvarez","NYM",2024,22,0.709614945,11,39,47,1,1,342,308,0.237012987,0.291079812,30,73,46,14,2,7,2,0.165584415,86,0.307017543,0.402597402,2,1.9068190742817333,0.3098268491482874,-0.09694890965050953,39.90955158780986,101.7149215046937,-0.8206153512001038,0.251461988,0.06696429,0.41964286,"Francisco Alvarez",26121,682626
"Christian Bethancourt","- - -",2024,32,0.608285784,5,18,22,3,0,147,139,0.208633093,0.244897959,5,29,17,7,0,2,1,0.158273381,36,0.24137931,0.366906474,0,0.21078183823608296,0.26333866324918026,-5.634423786583845,11.561352743026312,65.8372085284152,0.4184742942452431,0.244897959,0.07619048,0.41904762,"Christian Bethancourt",10028,542194
"Iván Herrera","STL",2024,24,0.800040621,5,37,27,5,0,259,229,0.301310043,0.369942196,25,69,51,12,1,3,2,0.126637555,53,0.372093023,0.427947598,2,2.112155768713122,0.35088068015815677,8.484614154636388,38.781934706806666,127.30113254459152,0.38439106941223145,0.204633204,0.08938547,0.41899441,"Ivan Herrera",20599,671056
"Rhys Hoskins","MIL",2024,31,0.721620861,26,59,82,3,0,517,449,0.213808463,0.25,53,96,56,14,0,11,7,0.204899777,149,0.302912621,0.41870824,6,0.14158773249587164,0.31343205418104325,1.3536148558982546,61.8312778886088,100.2557111371682,-0.3076285645365715,0.28820116,0.12662338,0.41883117,"Rhys Hoskins",16472,656555
"Jake Bauers","MIL",2024,28,0.661505186,12,45,43,13,1,346,302,0.198675496,0.279069767,39,60,37,9,2,0,5,0.162251656,118,0.300578034,0.360927152,0,0.05095890374253331,0.2941344585971556,-4.4681265868442885,36.006286197136085,87.26710653334659,1.5635998398065567,0.341040462,0.10326087,0.41847826,"Jake Bauers",15194,641343
"Enmanuel Valdez","BOS",2024,25,0.633454349,6,23,28,1,1,223,201,0.213930348,0.253424657,17,43,25,12,0,4,0,0.149253731,53,0.27027027,0.363184079,4,-0.6411889242462386,0.27526581233686154,-6.266364117925627,19.819745855564612,71.62271034193111,-0.5364881455898285,0.237668161,0.09150327,0.41830065,"Enmanuel Valdez",21716,665839
"David Peralta","SDP",2024,36,0.749869621,8,35,28,2,0,260,236,0.266949152,0.316091954,22,63,44,11,0,3,2,0.148305085,54,0.334615384,0.415254237,0,0.4317949257889144,0.32920125952133766,3.980657212832546,34.394955836632825,114.91838805918708,-0.13668471574783325,0.207692307,0.05494505,0.41758242,"David Peralta",2136,444482
"Luke Raley","SEA",2024,29,0.782959587,22,58,58,11,2,455,404,0.242574257,0.305220883,27,98,55,19,2,2,20,0.22029703,135,0.3200883,0.462871287,2,2.278942479275171,0.3390953546065105,10.589481511795036,63.81450410344553,128.6967272058503,0.5849601328372955,0.296703296,0.10989011,0.41758242,"Luke Raley",19354,670042
"Seby Zavala","SEA",2024,30,0.496336996,1,4,2,0,0,43,39,0.153846153,0.227272727,3,6,3,2,0,2,0,0.128205129,16,0.214285714,0.282051282,0,-0.03528879724347374,0.2207387543859936,-3.095439245505477,1.9346178345845688,45.4422775718471,-0.04735453426837921,0.372093023,0.04166667,0.41666667,"Seby Zavala",18887,664874
"Freddie Freeman","LAD",2024,34,0.853757706,22,81,89,9,2,638,542,0.282287822,0.306074766,78,153,94,35,2,13,10,0.193726938,100,0.377742946,0.47601476,8,4.058075927417339,0.36535710949207906,28.33398401063927,102.96599371057994,137.2753370528749,-0.3754018619656563,0.156739811,0.09111111,0.41555556,"Freddie Freeman",5361,518692
"Elehuris Montero","COL",2024,25,0.570777905,4,23,28,0,0,247,224,0.205357142,0.251497005,20,46,32,10,0,7,0,0.098214286,56,0.267206477,0.303571428,3,-1.8730710942366,0.2540091618835202,-11.166604349193543,17.72697934341672,47.52709553449462,-0.4104059636592865,0.226720647,0.07602339,0.41520468,"Elehuris Montero",20543,660707
"Mike Trout","LAA",2024,32,0.866681228,10,17,14,6,1,126,109,0.220183486,0.194444444,16,24,11,1,2,0,1,0.321100917,27,0.325396825,0.541284403,0,0.9868276483941892,0.365490749835968,5.609292578953217,20.34852960433335,139.1123855910432,0.5818982049822807,0.214285714,0.17073171,0.41463415,"Mike Trout",10155,545361
"Anthony Santander","BAL",2024,29,0.814153028,44,91,102,2,0,665,595,0.235294117,0.224824355,58,140,69,25,2,9,7,0.270588235,129,0.308270676,0.505882352,5,3.318892208081162,0.3451743663437777,18.730617284815597,96.5210349187663,129.21764224262694,-0.633907325565815,0.193984962,0.11677282,0.41401274,"Anthony Santander",14551,623993
"Estevan Florial","CLE",2024,26,0.630983301,3,11,11,2,1,111,98,0.173469387,0.259259259,11,17,6,6,2,2,1,0.193877551,41,0.263636363,0.367346938,0,0.07334007073501575,0.27678382179953837,-2.98351369594924,10.001052254980879,79.72938615870858,-0.1470700055360794,0.369369369,0.10344828,0.4137931,"Estevan Florial",19151,664314
"Jason Heyward","- - -",2024,34,0.700218444,10,33,37,5,0,258,228,0.210526315,0.226190476,22,48,24,12,2,3,4,0.201754386,53,0.287937743,0.412280701,3,0.8315018071116521,0.30021066759146897,-2.0427999295432584,28.13754255099702,94.32505667309476,0.6211637407541275,0.205426356,0.05586592,0.41340782,"Jason Heyward",4940,518792
"Jake Rogers","DET",2024,29,0.606805781,10,43,36,1,0,337,310,0.196774193,0.251231527,22,61,34,16,1,6,3,0.15483871,99,0.255192878,0.351612903,2,2.21460894515773,0.2641894125512668,-12.47413705702611,26.947473082284247,70.81766675888227,-0.25776049494743347,0.293768545,0.09859155,0.41314554,"Jake Rogers",19452,668670
"Jose Siri","TBR",2024,28,0.620176145,18,50,47,14,7,448,402,0.186567164,0.261467889,31,75,40,16,1,5,7,0.179104477,170,0.254504504,0.365671641,4,1.8811854019391765,0.2707812407532254,-14.205964311830895,38.20021177840958,78.31388509339176,-0.6506537646055222,0.379464285,0.14583333,0.4125,"Jose Siri",17452,642350
"Luis García Jr.","WSN",2024,24,0.762181818,18,58,70,22,5,528,500,0.282,0.309823677,27,141,97,25,1,12,0,0.162,86,0.318181818,0.444,1,3.0521536782461416,0.3281335896412229,7.630072456201328,69.3944942768419,110.88673418137564,1.4120924919843674,0.162878787,0.07951807,0.41204819,"Luis Garcia Jr.",20391,671277
"Enrique Hernández","LAD",2024,32,0.65354042,12,44,42,0,0,393,362,0.229281767,0.257246376,27,83,55,16,0,13,0,0.143646409,77,0.280612244,0.372928176,3,0.7029240501148488,0.2851201274565288,-7.92639308747695,38.04598906311347,83.2703482068112,-0.6471786350011826,0.195928753,0.04844291,0.41176471,"Enrique Hernandez",10472,571771
"Andruw Monasterio","MIL",2024,27,0.574816901,1,14,16,6,2,142,125,0.208,0.297619047,16,26,20,5,0,3,1,0.064,40,0.302816901,0.272,0,-0.2595721975946723,0.26550943372954783,-5.1052991152358045,11.505587056224346,68.0005026622224,0.09796757251024246,0.28169014,0.09411765,0.41176471,"Andruw Monasterio",19455,655316
"Paul DeJong","- - -",2024,30,0.702899901,24,54,56,2,2,482,445,0.226966292,0.285185185,23,101,60,17,0,9,9,0.2,156,0.275933609,0.426966292,5,1.7350177773867457,0.3023871950094136,-3.0227953382884136,53.3606351873721,95.00773613826533,-1.1361156702041626,0.323651452,0.10204082,0.41156463,"Paul DeJong",18015,657557
"Lenyn Sosa","CHW",2024,24,0.642353104,8,28,35,3,1,369,351,0.253561253,0.303370786,12,89,68,13,0,5,3,0.105413105,77,0.283378746,0.358974358,1,0.08380225632950115,0.27978696946889325,-9.026251810646649,34.138656620823745,80.08731737440891,-0.4521850347518921,0.208672086,0.06137184,0.41155235,"Lenyn Sosa",22896,672820
"Gavin Lux","LAD",2024,26,0.703016469,10,59,50,5,2,487,439,0.250569476,0.311526479,44,110,74,24,2,8,2,0.132118451,110,0.320328542,0.382687927,2,1.521441828331525,0.3096331884239244,-0.21396159900398654,56.75435928480653,99.76931851380176,-0.7571034878492355,0.225872689,0.06042296,0.41087613,"Gavin Lux",19955,666158
"Jung Hoo Lee","SFG",2024,25,0.641161064,2,15,8,2,3,158,145,0.262068965,0.272727272,10,38,32,4,0,2,1,0.068965517,13,0.310126582,0.331034482,2,0.16068927376302952,0.28445094107072566,-3.2717914464926516,15.210743871047518,83.08855911475095,-1.154393382370472,0.082278481,0.04477612,0.41044776,"Jung Hoo Lee",33824,808982
"Alec Burleson","STL",2024,25,0.734664508,21,71,78,9,4,595,547,0.268738574,0.276315789,35,147,106,20,0,8,4,0.151736745,76,0.314189189,0.420475319,6,0.6068130377684284,0.31856830126127683,4.017542709442874,73.61949532929351,105.55268665784791,-0.9644268527626991,0.127731092,0.06458333,0.41041667,"Alec Burleson",27615,676475
"Gabriel Moreno","ARI",2024,24,0.733604221,5,39,45,3,1,351,305,0.26557377,0.302788844,41,81,57,18,1,10,2,0.114754098,52,0.353276353,0.380327868,3,2.5103049090066385,0.324803192785808,4.131406937746091,45.19071007987647,106.64663256333931,-0.5863562151789665,0.148148148,0.06640625,0.41015625,"Gabriel Moreno",22664,672515
"Travis d'Arnaud","ATL",2024,35,0.738534869,15,40,48,1,0,341,307,0.237785016,0.280193236,24,73,42,16,0,8,6,0.198697068,89,0.302052785,0.436482084,4,1.829628851496273,0.31879015821865225,2.3633811494009316,42.252903575231294,103.04128384158486,-0.3682544082403183,0.260997067,0.1036036,0.40990991,"Travis d'Arnaud",7739,518595
"Bryan De La Cruz","- - -",2024,27,0.654093043,21,61,68,5,2,622,584,0.232876712,0.288944723,29,136,90,25,0,10,3,0.150684931,170,0.2705314,0.383561643,5,-1.239076946034034,0.28260191400204937,-13.76998069759286,58.9903798562678,77.31262602451719,-0.7649959102272987,0.273311897,0.09285714,0.40952381,"Bryan De La Cruz",19600,650559
"Brenton Doyle","COL",2024,26,0.763689789,23,82,72,30,5,603,542,0.260147601,0.315508021,46,141,90,24,4,13,3,0.186346863,153,0.317195325,0.446494464,8,3.64291233707822,0.3279812993811923,8.63997840612698,79.17775559901763,97.31541457559823,2.885813757777214,0.253731343,0.10473815,0.40897756,"Brenton Doyle",25479,686668
"Will Smith","LAD",2024,29,0.759978991,20,77,75,1,1,544,476,0.247899159,0.272980501,51,118,72,24,2,8,9,0.18487395,105,0.327205882,0.432773109,8,2.7033751317306183,0.3257519090928996,6.818482050340984,70.45455301706157,110.61832240025325,-1.1994516253471375,0.193014705,0.10817942,0.40897098,"Will Smith",19197,669257
"Alex Kirilloff","MIN",2024,26,0.653310719,5,20,20,0,0,178,159,0.201257861,0.245454545,15,32,16,8,3,5,1,0.182389937,47,0.269662921,0.383647798,3,-0.306485179018425,0.28212288122498586,-4.019472123508916,16.802624626631275,82.91760551198051,-0.25255751609802246,0.264044943,0.11304348,0.40869565,"Alex Kirilloff",20325,666135
"Mike Yastrzemski","SFG",2024,33,0.739241468,18,60,57,3,2,474,428,0.231308411,0.282229965,38,99,56,16,9,5,6,0.205607476,124,0.302325581,0.436915887,1,1.5648894393646788,0.31878834445092635,3.2844771456674056,58.732083098287916,106.19998528639971,-0.9913626238703728,0.261603375,0.10457516,0.40849673,"Mike Yastrzemski",14854,573262
"Josh Naylor","CLE",2024,27,0.776103379,31,84,108,6,2,633,563,0.243339253,0.245939675,58,137,79,27,0,17,7,0.213143873,105,0.319620253,0.456483126,4,2.267235021736366,0.33160023488998414,10.913591240897764,84.96071058268845,118.28837056897655,-0.6912746652960777,0.165876777,0.08423326,0.40820734,"Josh Naylor",18839,647304
"Jazz Chisholm Jr.","- - -",2024,26,0.759614557,24,74,73,40,10,621,562,0.256227758,0.30927835,53,144,95,21,4,6,4,0.179715302,152,0.323671497,0.43594306,2,3.9881627220739198,0.32729744707996195,8.509573086450589,81.15295556868125,109.56829919710812,2.7897499427199364,0.244766505,0.09708738,0.40776699,"Jazz Chisholm Jr.",20454,665862
"Jahmai Jones","NYY",2024,26,0.685300206,1,8,4,1,1,47,42,0.238095238,0.36,2,10,7,1,1,0,2,0.142857142,16,0.304347826,0.38095238,0,0.06163198957238428,0.3018388190995092,-0.3154981077739486,5.1824712588361015,96.10395750130624,-0.29182305186986923,0.340425531,0.07407407,0.40740741,"Jahmai Jones",18872,663330
"Griffin Conine","MIA",2024,26,0.777062208,3,14,12,0,0,89,82,0.268292682,0.372549019,6,22,14,4,1,1,1,0.18292683,28,0.325842696,0.451219512,0,0.4054849408541765,0.33657811397916815,1.8910326931184427,12.302081068188539,113.5846880581979,-0.16574086993932724,0.314606741,0.07407407,0.40740741,"Griffin Conine",21626,665052
"Edmundo Sosa","PHI",2024,28,0.734186746,7,39,31,7,1,274,249,0.257028112,0.320224719,13,64,41,12,4,5,8,0.164658634,66,0.3125,0.421686746,2,1.904700567001108,0.3184949926593724,1.8339284231544155,33.88592004977471,103.44599328011223,0.5056634247303009,0.240875912,0.0855615,0.40641711,"Edmundo Sosa",17022,624641
"Mike Tauchman","CHC",2024,33,0.722914669,7,50,29,6,2,350,298,0.248322147,0.301801801,47,74,54,12,1,7,4,0.117449665,70,0.357142857,0.365771812,1,1.0507416290210672,0.3253509421007974,4.27393816110972,45.21626323161009,111.19560432570732,-0.43871714919805527,0.2,0.07423581,0.40611354,"Mike Tauchman",15274,643565
"Alejandro Kirk","TOR",2024,25,0.677476378,5,23,54,0,0,386,340,0.252941176,0.276450511,35,86,61,19,1,11,2,0.105882353,51,0.318652849,0.358823529,9,2.793218982717339,0.29695486263795334,-4.108440804698124,41.045094844482286,94.02280094293258,-0.7655649706721306,0.132124352,0.06711409,0.40604027,"Alejandro Kirk",22581,672386
"Lane Thomas","- - -",2024,28,0.709135849,15,65,63,32,14,528,472,0.237288135,0.298461538,44,112,68,26,3,5,7,0.163135593,137,0.308712121,0.400423728,5,1.3478637084054896,0.3088420941662291,-0.5888453663702036,61.17557645427036,99.14364798743559,-0.20139546692371368,0.259469696,0.07352941,0.40588235,"Lane Thomas",16939,657041
"Corbin Carroll","ARI",2024,23,0.749429706,22,121,74,35,8,684,589,0.23089983,0.255605381,73,136,78,22,14,3,10,0.196943973,130,0.321585903,0.427843803,9,4.031338758013952,0.3248603077011837,8.08239001548332,88.09539101040404,106.68507481639462,2.489268831908703,0.190058479,0.07218684,0.40552017,"Corbin Carroll",25878,682998
"Luis Robert Jr.","CHW",2024,26,0.657436746,14,47,35,23,6,425,393,0.223918575,0.30962343,28,88,55,19,0,8,2,0.155216285,141,0.278301886,0.37913486,1,0.52927172085633,0.28526280544945415,-8.522993894932526,41.19268654781793,83.9391322288258,1.5148905590176582,0.331764705,0.0984252,0.40551181,"Luis Robert Jr.",20043,673357
"Willy Adames","MIL",2024,28,0.793690429,32,93,112,21,4,688,610,0.250819672,0.296568627,74,153,88,33,0,12,1,0.211475409,173,0.331395348,0.462295081,3,4.75880789705287,0.34193181539103934,17.582900074448172,98.06381335588893,119.43800398037838,1.3171868473291397,0.251453488,0.12045455,0.40454545,"Willy Adames",15986,642715
"CJ Abrams","WSN",2024,23,0.74700822,20,79,65,31,12,602,541,0.245841035,0.28463476,40,133,78,29,6,4,16,0.186691312,128,0.314475873,0.432532347,4,1.8907052869871543,0.32224908431238153,5.848242943409398,76.26904206467003,106.92605873488542,0.30601585656404495,0.212624584,0.06937799,0.40430622,"CJ Abrams",25768,682928
"Christopher Morel","- - -",2024,25,0.633846765,21,56,60,8,7,611,535,0.196261682,0.233333333,61,105,70,11,3,15,10,0.14953271,159,0.288052373,0.345794392,5,-0.9734534187534625,0.28043045436865405,-14.632417506555354,56.8411842593753,81.89017896529853,-2.3241991251707077,0.260229132,0.1023622,0.40419948,"Christopher Morel",21897,666624
"Niko Kavadas","LAA",2024,25,0.6163522,4,11,8,1,0,106,93,0.182795698,0.270833333,11,17,11,2,0,0,2,0.150537635,41,0.283018867,0.333333333,0,-0.20736246853053156,0.2776129853050664,-2.778380931601607,9.621294661178506,77.29737140970066,0.010581865906715393,0.386792452,0.11538462,0.40384615,"Niko Kavadas",29782,694359
"Ramón Laureano","- - -",2024,29,0.747742548,11,35,33,8,3,309,286,0.258741258,0.35,15,74,46,16,1,5,7,0.178321679,96,0.310679611,0.437062937,1,0.9039914749857132,0.32408985736686435,3.4596426958836277,39.60586682955396,107.602591172484,-0.15170392394065857,0.310679611,0.12041885,0.40314136,"Ramon Laureano",17128,657656
"Seth Brown","OAK",2024,31,0.661532258,14,32,44,4,2,400,372,0.231182795,0.291497975,25,86,60,11,1,7,2,0.147849463,112,0.2825,0.379032258,1,-0.23782692529942118,0.28913666382431985,-6.774475175577918,40.01675347642251,91.145522206631,-0.6966535523533821,0.28,0.08429119,0.40229885,"Seth Brown",18171,664913
"Austin Hays","- - -",2024,28,0.698894286,5,26,20,2,2,255,235,0.255319148,0.317919075,9,60,37,18,0,2,8,0.140425532,59,0.303149606,0.39574468,2,0.19921033757141282,0.3032646808228474,-1.4099173341208664,28.41949093152941,97.8339146172196,-0.8283111974596977,0.231372549,0.06703911,0.40223464,"Austin Hays",19363,669720
