Name,Team,Season,Age,OPS,HR,R,RBI,SB,CS,PA,AB,AVG,BABIP,BB,H,1B,2B,3B,GDP,HBP,ISO,SO,OBP,SLG,SF,WAR,wOBA,wRAA,wRC,wRC+,wSB,K%,Barrel%,HardHit%,NameASCII,PlayerId,MLBAMID
"Brian Anderson","ATL",2024,31,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,-0.10754443254782393,0,-1.2482542472308302,-0.6633638890808249,-100,0,0.4,0.33333333,1,"Brian Anderson",18289,605119
"Daniel Johnson","BAL",2024,28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03857366755748727,0,-0.24965084944616606,-0.132672777816165,-100,0,0,0,1,"Daniel Johnson",19643,669288
"Greg Jones","COL",2024,26,1.133333333,1,1,1,0,0,6,5,0.2,0,1,1,0,0,0,0,0,0.6,4,0.333333333,0.8,0,0.08546852743263852,0.4564569691816966,0.7063998365833408,1.4082682663633472,183.7883468637626,-0.007892422378063202,0.666666666,1,1,"Greg Jones",25448,675659
"Carlos Narvaez","NYY",2024,25,0.564102563,0,0,0,0,0,15,13,0.23076923,0.428571428,2,3,3,0,0,0,0,0,6,0.333333333,0.23076923,0,-0.004246581048158858,0.2682262380917867,-0.50649243487944,1.248178639570576,72.46018159559053,-0.03946211189031601,0.4,0,0.85714286,"Carlos Narvaez",19722,665966
"Stone Garrett","WSN",2024,28,2.066666666,1,2,3,0,0,6,5,0.6,0.5,1,3,1,1,0,0,0,0.8,0,0.666666666,1.4,0,0.26739041020987436,0.8124831120173136,2.425707977346567,3.1275764071265737,436.88716303508886,-0.015784844756126404,0,0.4,0.8,"Stone Garrett",19273,656448
"Dustin Harris","TEX",2024,24,1.428571428,1,1,3,0,0,7,6,0.333333333,0.333333333,1,2,0,1,0,0,0,0.666666667,2,0.428571428,1,0,0.15410980799225732,0.5704554234232221,1.4664030623161297,2.285249563726137,285.07806463012366,-0.007892422378063202,0.285714285,0.25,0.75,"Dustin Harris",25705,687957
"Matt Duffy","TEX",2024,33,0.785714285,0,2,0,0,0,10,7,0.285714285,0.333333333,2,2,2,0,0,0,1,0,1,0.5,0.285714285,0,0.14538653116239633,0.3861874878406525,0.61176180659458,1.7815425228945907,155.4602356832135,-0.03946211189031601,0.1,0,0.66666667,"Matt Duffy",13836,622110
"José Devers","MIA",2024,24,0.5,0,1,0,0,0,4,4,0.25,0.333333333,0,1,1,0,0,0,0,0,1,0.25,0.25,0,-0.012406820377155474,0.22042767703533173,-0.28894933220039304,0.17896295431961123,35.407482329820766,-0.007892422378063202,0.25,0,0.66666667,"Jose Devers",20540,672701
"Aaron Judge","NYY",2024,32,1.15928922,58,122,144,10,0,704,559,0.322003577,0.367469879,133,180,85,36,1,22,9,0.379248659,171,0.458036984,0.701252236,2,11.182898598300543,0.4757340011100992,93.8070330089052,176.15959543642595,218.42537975678286,0.3662685975432396,0.242897727,0.2685422,0.60869565,"Aaron Judge",15640,592450
"Shohei Ohtani","LAD",2024,29,1.036336305,54,134,130,59,4,731,636,0.309748427,0.336470588,81,197,98,38,7,7,6,0.336477988,162,0.39010989,0.646226415,5,9.068123196279938,0.43054929176412915,70.82018756386266,156.33115792539346,181.15414439501438,8.798800624907017,0.221614227,0.21369295,0.59543568,"Shohei Ohtani",19755,660271
"Jerar Encarnacion","SFG",2024,26,0.702089685,5,13,19,1,0,119,113,0.24778761,0.306666666,5,28,18,5,0,0,0,0.176991151,34,0.277310924,0.424778761,1,-0.10052353785901127,0.301149013162661,-0.8648828613804163,13.055507662589712,94.32750622116366,0.018474288284778595,0.285714285,0.15,0.5875,"Jerar Encarnacion",21871,666464
"Tristan Gray","- - -",2024,28,0.336405529,0,0,0,0,0,31,28,0.107142857,0.25,3,3,2,1,0,0,0,0.035714285,16,0.193548387,0.142857142,0,-0.1940006902709922,0.16404063663175028,-3.6462519613932938,-0.01993174086326066,5.914092412010306,-0.03946211189031601,0.516129032,0,0.58333333,"Tristan Gray",19877,656484
"Luken Baker","STL",2024,27,0.685714285,2,3,10,1,0,49,40,0.175,0.172413793,7,7,3,1,1,1,0,0.225,11,0.285714285,0.4,2,-0.1227578760994438,0.2941351739727721,-0.632741159026323,5.099184350843729,89.10751719589678,0.12107577919960022,0.224489795,0.06451613,0.58064516,"Luken Baker",21497,663609
"René Pinto","TBR",2024,27,0.720238094,2,5,6,0,0,49,42,0.214285714,0.304347826,4,9,4,3,0,0,1,0.214285714,18,0.291666666,0.428571428,1,-0.012160515147370723,0.3097107994059722,-0.018467129323931606,5.713458380546121,105.69773165615617,-0.07103180140256882,0.367346938,0.19230769,0.57692308,"Rene Pinto",19859,650907
"Juan Soto","NYY",2024,25,0.988799282,41,128,109,7,4,713,576,0.288194444,0.297619047,129,166,90,31,4,10,4,0.28125,119,0.419354838,0.569444444,4,8.145050626161101,0.4205848819428188,63.35809427800763,146.7634593501984,179.6323630976572,-1.964250959455967,0.16690042,0.19739696,0.56832972,"Juan Soto",20123,665742
"Jonathan Ornelas","TEX",2024,24,0.526680526,0,1,3,0,0,40,37,0.216216216,0.333333333,2,8,6,2,0,0,0,0.054054054,13,0.256410256,0.27027027,0,-0.14938353481786337,0.2353184100909111,-2.410094845617129,2.2690280195829136,49.33584539621527,-0.06313937902450562,0.325,0,0.56,"Jonathan Ornelas",24597,680716
"Fernando Tatis Jr.","SDP",2024,25,0.832644959,21,64,49,11,3,438,398,0.276381909,0.315602836,32,110,67,21,1,8,7,0.216080402,96,0.340182648,0.492462311,1,3.228040910391824,0.3587745542395605,17.13131658830689,68.36771196224737,134.82324254002185,0.14838403463363647,0.219178082,0.14521452,0.55445545,"Fernando Tatis Jr.",19709,665487
"Giancarlo Stanton","NYY",2024,34,0.773295088,27,49,72,0,0,459,417,0.232613908,0.281124497,38,97,50,20,0,17,2,0.242206235,143,0.298474945,0.474820143,2,0.7777170948938423,0.3298972602485306,7.284515205847018,60.977450084017505,115.84083800562564,-0.6945331692695618,0.31154684,0.20652174,0.55072464,"Giancarlo Stanton",4949,519317
"Kyle Schwarber","PHI",2024,31,0.85077273,38,110,104,5,3,692,573,0.247818499,0.300578034,106,142,82,22,0,6,5,0.237347295,197,0.365606936,0.485165794,8,3.4170239630705117,0.36580757077696713,30.98304866469064,111.93187423265138,135.29060144829,-1.7066870406270027,0.28468208,0.15625,0.54947917,"Kyle Schwarber",16478,656941
"Oneil Cruz","PIT",2024,25,0.773041328,21,72,76,22,1,599,541,0.258780036,0.346938775,51,140,82,34,3,8,3,0.190388171,181,0.323873121,0.449168207,4,3.514168341134053,0.3310161504881952,10.045801437300227,80.11566634367087,109.87635802813169,2.9610863253474236,0.302170283,0.15659341,0.54945055,"Oneil Cruz",21711,665833
"Vladimir Guerrero Jr.","TOR",2024,25,0.939813951,30,98,103,2,2,697,616,0.323051948,0.342105263,72,199,124,44,1,16,5,0.22077922,96,0.395982783,0.543831168,4,5.391886424476226,0.39789022276871394,49.20488855583241,130.73860448194316,165.02279452706466,-1.9016806408762932,0.137733142,0.13740458,0.54770992,"Vladimir Guerrero Jr.",19611,665489
"Gunnar Henderson","BAL",2024,23,0.892966421,37,118,92,21,4,719,630,0.28095238,0.319634703,78,177,102,31,7,2,7,0.247619048,159,0.364394993,0.528571428,4,8.020640045511033,0.38146476194387025,41.252657665486744,125.35989116745752,154.74504761804945,1.1119838654994965,0.221140472,0.11157895,0.53894737,"Gunnar Henderson",26289,683002
"Yuli Gurriel","KCR",2024,40,0.634757834,0,7,6,1,0,65,54,0.24074074,0.31707317,9,13,10,3,0,1,0,0.055555556,15,0.338461538,0.296296296,2,-0.055520969472404244,0.288963415989509,-1.1099158373501488,6.49365881859992,82.58478900058682,0.0500439777970314,0.23076923,0.02439024,0.53658537,"Yuli Gurriel",19198,493329
"Austin Riley","ATL",2024,27,0.78313809,19,63,56,0,0,469,425,0.256470588,0.310344827,37,109,62,26,2,6,5,0.204705882,118,0.32196162,0.46117647,2,2.363339030996989,0.33795924811983413,10.486454752717165,65.34917034718767,115.94339531237583,-0.820811927318573,0.251599147,0.14886731,0.53398058,"Austin Riley",18360,663586
"Buddy Kennedy","- - -",2024,25,0.688644687,1,3,6,1,0,26,21,0.19047619,0.214285714,4,4,2,1,0,0,0,0.19047619,7,0.307692307,0.38095238,1,0.20196185987857648,0.3009231365644015,-0.19369278090212685,2.847737081477901,94.60205377620083,0.15264546871185303,0.269230769,0.13333333,0.53333333,"Buddy Kennedy",22505,671083
"Ketel Marte","ARI",2024,30,0.931736501,36,93,95,7,1,583,504,0.291666666,0.299191374,65,147,86,23,2,9,5,0.267857143,106,0.372212692,0.559523809,9,6.27328438470303,0.3909995480337077,37.9236938187038,106.12190957899442,151.20131715041614,-0.18097732216119766,0.181818181,0.12285012,0.53316953,"Ketel Marte",13613,606466
"Marcell Ozuna","ATL",2024,33,0.924661679,39,96,104,1,0,688,606,0.301980198,0.359102244,74,183,113,31,0,23,3,0.244224422,170,0.378457059,0.54620462,4,4.669193505464284,0.39450213334856243,46.693397193197455,127.17431047463819,154.00063286835456,-1.2837754040956497,0.247093023,0.15419501,0.53287982,"Marcell Ozuna",10324,542303
"Matt Wallner","MIN",2024,26,0.894374781,13,26,37,3,0,261,220,0.259090909,0.38938053,24,57,26,17,1,2,16,0.263636363,95,0.371647509,0.522727272,1,2.0808295336581986,0.38523802583701766,15.767531022971784,46.29880771840207,155.45090401506812,0.07910013198852539,0.363984674,0.17460317,0.53174603,"Matt Wallner",26466,670242
"Graham Pauley","SDP",2024,23,0.4375,2,4,5,0,0,32,32,0.125,0.133333333,0,4,2,0,0,1,0,0.1875,15,0.125,0.3125,0,-0.3084276670688647,0.18320761248469353,-3.2702172946483348,0.4730809975116994,16.654656301220072,-0.015784844756126404,0.46875,0.05882353,0.52941176,"Graham Pauley",31363,688363
"Rafael Devers","BOS",2024,27,0.870599793,28,87,83,3,0,601,525,0.272380952,0.323033707,67,143,76,34,5,13,3,0.243809524,147,0.354409317,0.516190476,6,4.129330908970743,0.36402783280133794,26.047791367666516,96.35161241729715,134.05972820492894,-0.44179974496364594,0.244592346,0.13020833,0.5234375,"Rafael Devers",17350,646240
"David Villar","SFG",2024,27,0.727413127,1,3,4,0,0,37,35,0.257142857,0.363636363,1,9,4,4,0,0,0,0.2,13,0.27027027,0.457142857,1,-0.07354433542720332,0.3049559254904051,-0.15554393319490084,4.172644717115139,96.88981916691569,-0.03946211189031601,0.351351351,0.13043478,0.52173913,"David Villar",24782,681584
"Miguel Sanó","LAA",2024,31,0.607989854,2,9,6,0,0,95,83,0.204819277,0.326086956,9,17,12,3,0,2,2,0.108433735,36,0.294736842,0.313253012,1,-0.0879978333074028,0.27458578599126715,-2.721523313451229,8.391393491398873,75.16797759192269,-0.18152571469545364,0.378947368,0.10416667,0.52083333,"Miguel Sano",12164,593934
"James Wood","WSN",2024,21,0.78128531,9,43,41,14,8,336,295,0.264406779,0.365079365,39,78,52,13,4,1,2,0.162711865,97,0.354166666,0.427118644,0,1.2261595701246448,0.34206041827130673,8.621776187221649,47.926408254902,120.26044447989459,-1.1661540865898132,0.288690476,0.10606061,0.52020202,"James Wood",29518,695578
"Trey Cabbage","HOU",2024,27,0.589956554,1,12,8,1,1,91,86,0.209302325,0.333333333,4,18,9,8,0,1,1,0.127906977,34,0.252747252,0.337209302,0,-0.14832868103202107,0.25821199521913635,-3.8061869497328735,6.838817568597224,66.96744008812311,-0.31550031900405884,0.373626373,0.15384615,0.51923077,"Trey Cabbage",21078,663550
"Kyle Stowers","- - -",2024,26,0.601275916,3,15,24,0,1,209,192,0.208333333,0.318965517,13,40,24,11,2,2,3,0.125,74,0.267942583,0.333333333,1,-0.6275933343080359,0.26510951849832487,-7.5814095032275555,16.86700746744267,67.16459603469139,-0.7207033038139343,0.354066985,0.1092437,0.51260504,"Kyle Stowers",26151,669065
"Sam Hilliard","COL",2024,30,0.812441181,10,26,27,5,2,158,138,0.239130434,0.31081081,14,33,17,5,1,3,0,0.268115942,56,0.305194805,0.507246376,2,0.6615134770578135,0.341869484365376,4.030006938637233,22.5125422561774,106.66311505155326,-0.04678547382354736,0.354430379,0.14772727,0.51136364,"Sam Hilliard",17954,656541
"Jesús Sánchez","MIA",2024,26,0.730610749,18,60,64,16,2,537,489,0.251533742,0.315315315,41,123,79,25,1,12,4,0.165644172,140,0.313432835,0.417177914,2,1.480436779373899,0.31695893931478153,2.9303342828254375,65.74755874813602,100.37963869019286,1.4271117001771927,0.260707635,0.12215909,0.50852273,"Jesus Sanchez",19913,660821
"Romy Gonzalez","BOS",2024,27,0.722640982,6,25,29,11,3,216,199,0.266331658,0.338129496,12,53,36,10,1,5,1,0.150753769,58,0.305555555,0.417085427,4,0.184931737744437,0.31094158440828323,0.1325656722544188,25.39982914433465,96.71777697565047,0.598252110183239,0.268518518,0.08275862,0.50344828,"Romy Gonzalez",21562,663853
"Andrew Knapp","SFG",2024,32,0.333333332,0,0,0,0,0,6,6,0.166666666,0.25,0,1,1,0,0,0,0,0,2,0.166666666,0.166666666,0,-0.13701176280223143,0.14695178469022116,-0.7882510310927251,-0.08638260131271874,-9.457798167010592,-0.007892422378063202,0.333333333,0,0.5,"Andrew Knapp",14942,595284
"Weston Wilson","PHI",2024,29,0.835575138,3,13,10,3,0,98,88,0.284090909,0.385964912,8,25,14,7,1,2,1,0.204545454,29,0.346938775,0.488636363,1,0.35279797762523984,0.3581331840583256,3.7824453837000505,15.246296403440155,130.12521313698758,0.4184742942452431,0.295918367,0.15,0.5,"Weston Wilson",19358,642215
"Brandon Lockridge","SDP",2024,27,0.583333332,1,4,1,2,0,12,12,0.166666666,0.142857142,0,2,1,0,0,0,0,0.25,4,0.166666666,0.416666666,0,0.013172685891437007,0.24427681664625803,-0.6365052495395032,0.7672316100205095,57.758416760730235,0.3921075835824013,0.333333333,0.125,0.5,"Brandon Lockridge",21496,663604
"Michael Toglia","COL",2024,25,0.76686245,25,62,55,10,1,458,399,0.218045112,0.269565217,54,87,45,14,3,7,1,0.238095238,147,0.3107221,0.45614035,3,0.41931506690644504,0.3292400415127094,7.0263768360590495,60.60233364259953,98.16263431203512,0.8215362280607224,0.320960698,0.171875,0.5,"Michael Toglia",25845,669911
"Nick Yorke","PIT",2024,22,0.664092663,2,4,5,2,0,42,37,0.216216216,0.25,4,8,6,0,0,0,0,0.162162162,12,0.285714285,0.378378378,1,-0.05249430337547217,0.2891906982376462,-0.7094933066524355,4.203585701807609,81.72496168982374,0.32107578217983246,0.285714285,0.15384615,0.5,"Nick Yorke",27504,694377
"Billy Cook","PIT",2024,25,0.673469386,3,5,8,1,0,49,49,0.224489795,0.296296296,0,11,6,2,0,0,0,0.224489796,19,0.224489795,0.448979591,0,0.30548557031724016,0.2846528534986535,-1.006706444307944,4.725219065562109,78.67068112869934,0.15264546871185303,0.387755102,0.13333333,0.5,"Billy Cook",29573,695257
"Will Wagner","TOR",2024,25,0.788428814,2,8,11,0,0,86,82,0.304878048,0.359375,4,25,17,6,0,3,0,0.146341464,16,0.337209302,0.451219512,0,0.6030770059320558,0.3415291163810464,2.1699884902169724,12.230102650397065,125.37724130632115,-0.16574086993932724,0.186046511,0.09090909,0.5,"Will Wagner",29634,695238
"Wilyer Abreu","BOS",2024,25,0.780794267,15,59,58,8,3,447,399,0.253132832,0.325757575,40,101,51,33,2,7,3,0.205513784,125,0.322147651,0.458646616,5,2.979890808146828,0.33560124473017067,9.146207777873082,61.43540579648356,114.06388563739888,-0.3569069057703018,0.279642058,0.10752688,0.49820789,"Wilyer Abreu",23772,677800
"Yordan Alvarez","HOU",2024,27,0.959154969,35,88,86,6,0,635,552,0.307971014,0.316901408,69,170,99,34,2,14,10,0.259057971,95,0.392125984,0.567028985,4,5.2605396342100725,0.40158736975397163,46.717544576602336,120.99862006165301,167.82060649985647,-0.07857240736484528,0.149606299,0.14533623,0.4967462,"Yordan Alvarez",19556,670541
"Corey Seager","TEX",2024,30,0.864299397,30,68,74,1,1,533,475,0.277894736,0.29059829,53,132,81,21,0,8,3,0.233684211,96,0.35272045,0.511578947,2,4.553576917182799,0.364663478286787,23.37330624407726,85.72261842286782,140.31980780690262,-1.1994516253471375,0.18011257,0.15223097,0.49606299,"Corey Seager",13624,608369
"Brent Rooker","OAK",2024,29,0.927091908,39,82,112,11,3,614,546,0.293040293,0.362275449,59,160,93,26,2,5,5,0.269230769,177,0.364820846,0.562271062,4,5.135792781749247,0.39218441668103954,40.52576305476546,112.35029903558612,163.63141597278016,-0.22255981713533401,0.288273615,0.16621984,0.49597855,"Brent Rooker",19627,667670
"Lars Nootbaar","STL",2024,26,0.758250824,12,39,45,7,3,405,348,0.244252873,0.28076923,52,85,52,18,3,10,1,0.172413793,79,0.341584158,0.416666666,3,1.697514989811154,0.3307730666737058,6.7129987033600695,54.089117713510504,113.76733037008297,-0.6279387101531029,0.195061728,0.0989011,0.49450549,"Lars Nootbaar",21454,663457
"José Tena","- - -",2024,23,0.651656314,3,14,15,6,1,168,161,0.267080745,0.341880341,7,43,35,5,0,1,0,0.086956522,41,0.297619047,0.354037267,0,0.030753241825962903,0.2863384158838363,-3.2236490157101425,16.42866701813004,82.99309029541978,0.4635118693113327,0.244047619,0.08333333,0.49166667,"Jose Tena",23691,677588
"Eloy Jiménez","- - -",2024,27,0.625818033,6,25,23,3,0,349,324,0.23765432,0.285140562,22,77,57,14,0,13,2,0.098765433,70,0.28939828,0.336419753,1,-0.9176741412498106,0.27594698914166155,-9.610179561750304,31.21516743712007,78.29834419211687,-0.031393781304359436,0.200573065,0.07843137,0.49019608,"Eloy Jimenez",17484,650391
"William Contreras","MIL",2024,26,0.830789222,23,99,92,9,2,679,595,0.280672268,0.330275229,78,167,105,37,2,19,3,0.18487395,139,0.365243004,0.465546218,3,5.41323384586061,0.3587271837346278,26.53156397922146,105.95967461599218,130.742438133437,-0.4385412409901619,0.204712812,0.10021786,0.49019608,"William Contreras",20503,661388
"Ryan McMahon","COL",2024,29,0.721864276,20,68,65,4,6,645,567,0.241622574,0.319672131,69,137,89,28,0,9,3,0.155202822,185,0.32503888,0.396825396,4,1.9268272071626442,0.31540381861777744,2.712357701386733,78.16321390273743,88.84990788394761,-2.8691487535834312,0.286821705,0.10824742,0.48969072,"Ryan McMahon",15112,641857
"Tyler Soderstrom","OAK",2024,22,0.743125418,9,18,26,0,0,213,189,0.232804232,0.2734375,20,44,25,10,0,7,3,0.195767196,53,0.31455399,0.428571428,1,0.3031278494323458,0.3221122113601217,2.0457639635863742,26.962093220776605,114.3411957589133,-0.3709438517689705,0.248826291,0.1459854,0.48905109,"Tyler Soderstrom",27467,691016
"Seiya Suzuki","CHC",2024,29,0.84823384,21,74,73,16,6,585,512,0.283203125,0.370149253,63,145,91,27,6,6,6,0.19921875,160,0.365811965,0.482421875,4,3.548215277200962,0.36487284691882704,25.752208633712957,94.18438053726358,137.79655534262386,-0.4691487178206444,0.273504273,0.11516854,0.48876404,"Seiya Suzuki",30116,673548
"Manny Machado","SDP",2024,31,0.797214259,29,77,105,11,2,643,593,0.274873524,0.301801801,45,163,104,30,0,25,1,0.197301855,124,0.32503888,0.472175379,4,3.542115631578104,0.3396645368923385,15.259481841863511,90.47638189995419,121.96089094724196,0.25347839295864105,0.192846034,0.10993658,0.48837209,"Manny Machado",11493,592518
"Daz Cameron","OAK",2024,27,0.58747628,5,22,15,5,0,186,170,0.2,0.25,13,34,23,5,1,3,1,0.129411764,51,0.258064516,0.329411764,2,-0.4210839166529672,0.2584324296443693,-7.7466788960510025,14.011242427129197,69.54753685285596,0.7079803869128227,0.274193548,0.08264463,0.48760331,"Daz Cameron",18353,663662
"Yandy Díaz","TBR",2024,32,0.755239214,14,55,65,0,0,621,563,0.280639431,0.31441048,50,158,112,31,1,12,4,0.13321492,95,0.341384863,0.413854351,4,1.9451692281691002,0.3305333292234731,10.173439506188483,82.81682198841915,120.34472436052373,-1.3101421147584915,0.152979066,0.07627119,0.48516949,"Yandy Diaz",16578,650490
"Patrick Wisdom","CHC",2024,32,0.629399282,8,16,23,5,0,174,158,0.170886075,0.206521739,10,27,10,7,2,1,4,0.221518988,59,0.236994219,0.392405063,1,-0.1992647237497484,0.27137000092192193,-5.435041728173998,14.919142735446188,74.86273072667855,0.8105818778276443,0.339080459,0.15841584,0.48514851,"Patrick Wisdom",13602,621550
"David Bote","CHC",2024,31,0.72463768,0,4,6,0,0,48,46,0.304347826,0.424242424,2,14,10,4,0,1,0,0.086956521,13,0.333333333,0.391304347,0,0.294956341799532,0.3169406900803248,0.2612242932028003,5.876171731442852,105.53492822553989,-0.09470906853675842,0.270833333,0.03030303,0.48484848,"David Bote",14593,623520
"Tyler O'Neill","BOS",2024,29,0.847101124,31,74,61,4,0,473,411,0.240875912,0.304932735,53,99,50,18,0,13,7,0.270072993,159,0.336152219,0.510948905,2,2.4920264763543707,0.35966480504243803,18.839174990005912,74.16980287099642,130.9906853790256,-0.028704337775707245,0.336152219,0.17322835,0.48425197,"Tyler O'Neill",15711,641933
"Matt Chapman","SFG",2024,31,0.790274846,27,98,78,15,2,647,575,0.246956521,0.293367346,64,142,74,39,2,13,6,0.215652174,158,0.327666151,0.462608695,2,5.445573644156211,0.34013576694527026,15.59979918777637,91.28461153238707,120.56826390869955,1.0771556720137596,0.244204018,0.12649165,0.48210024,"Matt Chapman",16505,656305
"Julio Rodríguez","SEA",2024,23,0.733804027,20,76,68,24,5,613,567,0.273368606,0.34351145,38,155,118,17,0,10,6,0.135802469,156,0.324632952,0.409171075,2,3.8830630269280864,0.32055336402522194,5.118470986720089,76.82602889591074,115.65391237264376,1.504288025200367,0.254486133,0.10169492,0.48184019,"Julio Rodriguez",23697,677594
"Paul Goldschmidt","STL",2024,36,0.715561833,22,70,65,11,0,654,599,0.245409015,0.307881773,47,147,91,33,1,20,2,0.168614357,173,0.301538461,0.414023372,2,1.1104684659320097,0.30982255549342547,-0.1876536175551534,76.31600522846554,99.66620026889004,1.1108457446098328,0.264525993,0.10648148,0.48148148,"Paul Goldschmidt",9218,502671
"Eli White","ATL",2024,30,0.769230768,1,9,4,3,1,42,39,0.282051282,0.384615384,1,11,8,1,1,1,2,0.153846153,12,0.333333333,0.435897435,0,0.26457250564098533,0.3351706110295795,0.844818026262185,5.75789703472223,114.06645140030052,0.10817695409059525,0.285714285,0.11111111,0.48148148,"Eli White",19346,642201
"Dillon Dingler","DET",2024,25,0.504926107,1,2,11,0,0,87,84,0.166666666,0.245283018,3,14,6,5,2,2,0,0.142857143,30,0.195402298,0.309523809,0,-0.05235594189516979,0.2167737271593905,-6.540507988629916,3.636584243180177,37.46450534697307,-0.07103180140256882,0.344827586,0.03703704,0.48148148,"Dillon Dingler",27464,693307
"Bobby Witt Jr.","KCR",2024,24,0.977330991,32,125,109,31,12,709,636,0.331761006,0.35375494,57,211,123,45,11,4,8,0.256289308,106,0.389280677,0.588050314,8,10.376220102683073,0.40973835374627793,56.81312068148408,139.75057346715485,167.54034664406979,-0.07282041758298874,0.149506346,0.14312268,0.48141264,"Bobby Witt Jr.",25764,677951
"Cal Raleigh","SEA",2024,27,0.747999345,34,73,100,6,1,628,546,0.219780219,0.251461988,70,120,70,16,0,7,6,0.216117216,176,0.31210191,0.435897435,6,5.4064943252357045,0.32256641812049425,6.26122198494322,79.72345096858389,117.06993573317554,-0.3257303684949875,0.280254777,0.15425532,0.48138298,"Cal Raleigh",21534,663728
"Byron Buxton","MIN",2024,30,0.858995207,18,62,56,7,2,388,355,0.278873239,0.3375,20,99,51,27,3,3,11,0.245070422,99,0.335051546,0.523943661,2,3.709463603681197,0.3656734152665742,17.33010351672925,62.71759530916966,141.68875739788675,-0.04929900914430618,0.255154639,0.13178295,0.48062016,"Byron Buxton",14161,621439
"Christian Walker","ARI",2024,33,0.802785845,26,72,84,2,2,552,479,0.25052192,0.286585365,55,120,68,26,0,12,10,0.217118998,133,0.335144927,0.467640918,8,3.010802883687397,0.3434478165241924,14.780743997240332,79.35263953700093,119.1957423564317,-1.428135298192501,0.240942028,0.13276836,0.48022599,"Christian Walker",13419,572233
"Adolis García","TEX",2024,31,0.684144427,25,68,85,11,5,637,580,0.224137931,0.2734375,45,130,78,27,0,12,6,0.175862069,177,0.284144427,0.4,6,-0.19411515842218408,0.2958071366069824,-7.3684263484995665,67.14660527981111,91.88485090815523,-0.8273696526885033,0.277864992,0.12224939,0.4792176,"Adolis Garcia",19287,666969
"Randal Grichuk","ARI",2024,32,0.875229305,12,40,46,0,0,279,254,0.291338582,0.313131313,20,74,40,20,2,5,3,0.236220473,46,0.34767025,0.527559055,2,1.5422609343281692,0.373031150269252,14.113819050782551,46.75070103555285,139.10735379046423,-0.4972226098179817,0.164874551,0.10952381,0.47619048,"Randal Grichuk",10243,545341
"Dane Myers","MIA",2024,28,0.775438596,3,17,19,4,1,108,95,0.263157894,0.379310344,8,25,15,6,1,0,3,0.178947369,36,0.333333333,0.442105263,2,0.6982406019378079,0.3348583391419164,2.145244999298631,14.778876735338747,112.42716170878495,0.18979062139987946,0.333333333,0.1147541,0.47540984,"Dane Myers",22054,667472
"Ronald Acuña Jr.","ATL",2024,26,0.715934684,4,38,15,16,3,222,192,0.25,0.325925925,27,48,35,8,1,4,3,0.114583333,53,0.351351351,0.364583333,0,1.0267267919709777,0.32185090957461177,2.0855155482815055,28.054647450141744,105.1013793068646,1.471973367035389,0.238738738,0.09352518,0.47482014,"Ronald Acuna Jr.",18401,660670
"Brandon Marsh","PHI",2024,26,0.747081339,16,55,60,19,3,476,418,0.248803827,0.347826086,50,104,68,17,3,2,2,0.16985646,154,0.328421052,0.418660287,5,2.3672118219440925,0.3257733355070415,5.974380544016765,61.655942639897276,108.34481691896798,1.6378901451826096,0.323529411,0.1,0.47407407,"Brandon Marsh",20202,669016
"Lawrence Butler","OAK",2024,23,0.807364432,22,63,57,18,0,451,412,0.262135922,0.3006993,35,108,60,24,2,8,0,0.22815534,108,0.31707317,0.490291262,4,3.270589544863544,0.3445680385946963,12.482927986714817,65.2400382918453,130.1370832211039,2.850219927728176,0.239467849,0.11038961,0.47402597,"Lawrence Butler",22542,671732
"Heliot Ramos","SFG",2024,24,0.791867506,22,54,72,6,1,518,475,0.269473684,0.329192546,37,128,80,23,3,12,2,0.2,135,0.322393822,0.469473684,4,2.2679319221538066,0.3387795454540918,11.924050986003946,72.5186920903445,119.65543388137579,-0.12841980904340744,0.26061776,0.14534884,0.47383721,"Heliot Ramos",22515,671218
"Francisco Lindor","NYM",2024,30,0.843976777,33,107,91,29,4,689,618,0.273462783,0.295010845,56,169,96,39,1,7,12,0.226537217,127,0.343976777,0.5,3,7.763992181855258,0.36288581496572286,29.228472791107027,109.82636414417776,137.42724248761272,2.885617181658745,0.184325108,0.13360324,0.47368421,"Francisco Lindor",12916,596019
"Matt Olson","ATL",2024,30,0.789513381,29,78,98,0,0,685,600,0.246666666,0.293103448,71,148,81,37,1,15,9,0.21,170,0.332846715,0.456666666,5,2.5565346505805016,0.33945008884457983,16.13798164636834,96.26796071291908,116.94683331152036,-1.2312178909778595,0.248175182,0.12413793,0.47356322,"Matt Olson",14344,621566
"Brandon Nimmo","NYM",2024,31,0.726599624,23,88,90,15,0,663,571,0.224168126,0.267175572,77,128,77,25,3,7,12,0.175131348,158,0.32730015,0.399299474,3,2.732054006174006,0.32051343887234024,5.514659583240708,83.07112107393141,108.90772891355446,1.6977503523230553,0.238310708,0.08894231,0.47355769,"Brandon Nimmo",12927,607043
