Name,Team,Season,Age,QS,K/9,ERA,WHIP,SV,HLD,BS,WAR,G,IP,GS,CG,TBF,W,L,H,R,ER,xERA,AVG,BABIP,SO,K%,K/BB,K-BB%,BB,IBB,HBP,BB/9,BB%,FIP,xFIP,GB%,HR,HR/9,LOB%,BK,WP,ShO,Pitches,Balls,Strikes,NameASCII,PlayerId,MLBAMID
"Zack Kelly","BOS",2023,28,0,5.7857150739554095,3.8571433826369397,1.6071430760987249,0,0,0,-0.06090560927987099,8,9.1,0,0,43,0,0,7,4,4,5.74,0.21212121212121213,0.25925925925925924,6,0.13953488,0.75,-0.04651163,8,0,2,7.714286765273879,0.18604651,5.18361205081554,6.9550605999599515,0.538461538,0,0,0.76470588,0,1,0,181,76,105,"Zack Kelly",20349,677161
"Wil Crowe","PIT",2023,28,0,8.379311722609376,4.655173179227431,1.8620692716909724,1,0,1,-0.14910727739334106,5,9.2,0,0,47,0,1,9,6,5,10.05,0.24324324324324326,0.2962962962962963,9,0.19148936,1,0,9,1,1,8.379311722609376,0.19148936,5.8412476812900875,5.0095291233455335,0.37037037,1,0.9310346358454862,0.73863636,0,2,0,179,75,104,"Wil Crowe",19800,640444
"Tommy Milone","SEA",2023,36,0,3.0000003178914727,2.0000002119276483,1.4444445975033016,0,0,0,-0.06181403622031212,2,9,2,0,40,0,1,7,3,2,5.52,0.20588235294117646,0.2,3,0.075,0.5,-0.075,6,0,0,6.000000635782945,0.15,6.0328184316188045,7.343960382691492,0.322580645,1,1.0000001059638242,0.86206897,0,0,0,163,60,103,"Tommy Milone",7608,543548
"Andrew Saalfrank","ARI",2023,25,0,5.225807576968687,0,1.064516358271399,0,3,0,0.13428983092308044,10,10.1,0,0,41,0,0,7,2,0,3.43,0.1891891891891892,0.22580645161290322,6,0.14634146,1.5,0.04878049,4,1,0,3.4838717179791243,0.09756098,3.2550403594970705,3.735045810785237,0.709677419,0,0,0.81818182,0,0,0,156,53,103,"Andrew Saalfrank",26203,685314
"Diego Castillo","SEA",2023,29,0,7.269231302498399,6.230769687855771,1.6153847338885332,0,1,0,-0.2191392481327057,8,8.2,0,0,41,0,0,7,6,6,5.06,0.21212121212121213,0.20833333333333334,7,0.17073171,1,0,7,0,1,7.269231302498399,0.17073171,7.408886818067584,6.507371670407979,0.538461538,2,2.076923229285257,0.73770492,0,0,0,162,60,102,"Diego Castillo",17496,650895
"Joe Barlow","TEX",2023,27,0,5.586208366185778,4.655173638488148,1.551724546162716,0,0,0,-0.09447649121284485,13,9.2,0,0,44,1,1,13,5,5,3.69,0.30952380952380953,0.3235294117647059,6,0.13636364,3,0.09090909,2,0,0,1.8620694553952593,0.04545455,5.3240064210473586,5.884042774423051,0.333333333,2,1.8620694553952593,0.81967213,0,0,0,147,45,102,"Joe Barlow",22296,669618
"Juan Then","SEA",2023,23,0,4.090909800253747,4.909091760304496,1.4545457067568877,0,0,0,-0.18252545595169067,9,11,0,0,48,0,0,14,6,6,4.7,0.30434782608695654,0.2894736842105263,5,0.10416667,2.5,0.0625,2,0,0,1.6363639201014988,0.04166667,6.4368590930277625,4.244146511508101,0.634146341,3,2.454545880152248,0.84745763,0,1,0,168,66,102,"Juan Then",22828,672730
"José Marte","LAA",2023,27,0,6.750000919614645,8.678572610933115,2.250000306538215,0,1,1,-0.3269321024417877,10,9.1,0,0,48,0,0,14,10,9,6,0.34146341463414637,0.3548387096774194,7,0.14583333,1,0,7,0,0,6.750000919614645,0.14583333,8.18361245953316,6.662213285393092,0.382352941,3,2.8928575369777048,0.6547619,0,1,0,173,74,99,"Jose Marte",21761,665896
"Adrian Morejon","SDP",2023,24,0,8.000001695421366,7.000001483493696,2.1111115585139717,0,0,0,0.018552602734416723,8,9,1,0,44,0,0,14,7,7,7.49,0.358974358974359,0.43333333333333335,8,0.18181818,1.6,0.06818182,5,0,0,5.000001059638354,0.11363636,4.588373975400632,4.98098711855078,0.464285714,1,1.0000002119276707,0.68181818,0,1,0,162,64,98,"Adrian Morejon",20039,670970
"Cody Morris","CLE",2023,26,0,10.125,6.75,2,0,1,0,-0.23351679742336273,6,8,0,0,38,0,0,10,6,6,8.22,0.3125,0.35,9,0.23684211,1.5,0.07894737,6,0,0,6.75,0.15789474,8.13004035949707,5.115061082690954,0.434782608,3,3.375,0.84745763,0,0,0,166,69,97,"Cody Morris",25388,663752
"Archie Bradley","MIA",2023,30,0,8.590909463314986,11.045455024262125,2.181818276397457,0,0,0,-0.08906149864196777,4,7.1,0,0,39,0,0,13,10,9,11.21,0.37142857142857144,0.4230769230769231,7,0.17948718,2.33333333,0.1025641,3,0,1,3.681818341420709,0.07692308,6.527767774093256,5.236883746248739,0.392857142,2,2.454545560947139,0.49295775,0,1,0,149,54,95,"Archie Bradley",12918,605151
"Devin Sweet","- - -",2023,26,0,6.230769687855771,10.384616146426286,1.846153981586895,0,0,0,-0.35864483565092087,7,8.2,0,0,43,1,0,10,10,10,8.96,0.2857142857142857,0.24,6,0.13953488,1,0,6,0,2,6.230769687855771,0.13953488,10.639656285844652,7.3104550287660945,0.428571428,4,4.153846458570514,0.64516129,0,0,0,166,71,95,"Devin Sweet",25348,682967
"Evan Justice","COL",2023,24,0,8.59091169775104,8.59091169775104,3.00000091032576,0,0,0,-0.017179690301418304,9,7.1,0,0,42,0,0,14,7,7,5.55,0.42424242424242425,0.5384615384615384,7,0.16666667,0.875,-0.02380952,8,0,1,9.81818479742976,0.19047619,5.02776817014411,6.155053798993894,0.56,0,0,0.69565217,0,2,0,170,75,95,"Evan Justice",30008,687145
"Wander Suero","LAD",2023,31,0,10.1250012069942,7.875000938773267,1.3750001639127927,0,0,0,-0.07480497658252716,5,8,0,0,35,1,0,6,7,7,3.14,0.2,0.21052631578947367,9,0.25714286,1.8,0.11428572,5,0,0,5.625000670552334,0.14285714,6.130040702223819,5.153399247480499,0.38095238,2,2.2500002682209335,0.48780488,0,0,0,160,66,94,"Wander Suero",15855,593833
"Carson Fulmer","LAA",2023,29,0,5.4,2.7,1,0,0,0,0.042486775666475296,3,10,1,0,39,1,1,6,3,3,4.67,0.17647058823529413,0.18518518518518517,6,0.15384615,1.5,0.05128205,4,0,1,3.6,0.1025641,4.855040359497071,5.043056938052178,0.571428571,1,0.9,0.83333333,1,1,0,157,63,94,"Carson Fulmer",18311,608334
"Edgar Navarro","CHW",2023,25,0,9.346154531783656,7.269231302498399,1.5000001100393523,0,0,0,-0.04720574989914894,8,8.2,0,0,39,0,0,11,7,7,5.44,0.3142857142857143,0.375,9,0.23076923,4.5,0.17948718,2,0,2,2.076923229285257,0.05128205,5.56273283648069,4.088903578161329,0.538461538,2,2.076923229285257,0.6557377,0,0,0,150,56,94,"Edgar Navarro",24363,679346
"Jhonathan Díaz","LAA",2023,26,0,5.14285784351592,10.28571568703184,2.857143246397733,0,0,0,-0.04640885069966316,4,7,1,0,42,0,0,13,11,8,7.08,0.3939393939393939,0.4482758620689655,4,0.0952381,0.57142857,-0.07142857,7,0,2,9.00000122615286,0.16666667,5.969326443574916,8.567450982320052,0.448275862,0,0,0.5,0,0,0,160,68,92,"Jhonathan Diaz",20298,646242
"Bennett Sousa","- - -",2023,28,0,10.000002119276708,4.000000847710683,0.8888890772690407,0,0,0,0.1292342245578766,7,9,0,0,34,0,0,6,4,4,3.23,0.1875,0.23809523809523808,10,0.29411765,5,0.23529412,2,0,0,2.0000004238553415,0.05882353,3.14392922483844,3.536542367988588,0.454545454,1,1.0000002119276707,0.60606061,0,0,0,140,50,90,"Bennett Sousa",21345,656986
"Easton Lucas","OAK",2023,26,0,9.450000901222316,8.10000077247627,2.1000002002716256,0,0,0,-0.018153082579374313,6,6.2,0,0,35,0,0,10,6,6,5,0.3225806451612903,0.391304347826087,7,0.2,1.75,0.08571429,4,1,0,5.40000051498418,0.11428571,4.905040516853348,5.187065411581999,0.375,1,1.350000128746045,0.63492063,0,2,0,148,59,89,"Easton Lucas",26058,687922
"Kyle Barraclough","BOS",2023,33,0,4.695652563315065,12.91304454911643,2.6086958685083697,0,0,0,-0.438146710395813,3,7.2,0,0,46,1,1,14,11,11,11.48,0.3888888888888889,0.3793103448275862,4,0.08695652,0.66666667,-0.04347826,6,0,4,7.043478844972598,0.13043478,11.211562758447599,9.143770137660796,0.375,3,3.521739422486299,0.65656566,0,0,0,156,68,88,"Kyle Barraclough",13713,607457
"Fernando Abad","COL",2023,37,0,2.842105833777545,4.263158750666317,2.210526759604757,0,0,0,-0.14907673001289368,6,6.1,0,0,32,1,0,11,3,3,9.12,0.3793103448275862,0.36,2,0.0625,0.66666667,-0.03125,3,0,0,4.263158750666317,0.09375,8.149778184336174,6.916125719827925,0.37037037,2,2.842105833777545,0.98214286,0,0,0,143,57,86,"Fernando Abad",4994,472551
"Danny Young","ATL",2023,29,0,11.880001812744418,1.080000164794947,1.080000164794947,0,0,0,0.13045044243335724,8,8.1,0,0,35,0,0,7,1,1,3.48,0.23333333333333334,0.3684210526315789,11,0.31428571,5.5,0.25714286,2,0,3,2.160000329589894,0.05714286,2.4150402313232227,3.605453675809985,0.47368421,0,0,0.91666667,0,0,0,135,49,86,"Danny Young",18439,664849
"Zach McAllister","NYY",2023,35,0,8.43750201165724,10.125002413988689,2.0625004917384366,0,2,0,-0.1595049649477005,7,5.1,0,0,29,0,0,9,7,6,7.58,0.34615384615384615,0.3684210526315789,5,0.17241379,2.5,0.10344828,2,0,1,3.3750008046628963,0.06896552,7.9425414770844265,5.8575720647798075,0.3,2,3.3750008046628963,0.54347826,0,0,0,123,39,84,"Zach McAllister",2895,502083
"Enmanuel De Jesus","MIA",2023,26,0,7.1052635145319645,11.368421623251143,2.052631681975901,0,0,0,0.0018854282097890973,2,6.1,0,0,34,0,0,9,8,8,7.35,0.3333333333333333,0.4090909090909091,5,0.14705882,1.25,0.02941177,4,0,3,5.684210811625571,0.11764706,4.991882551938218,6.297160317941463,0.409090909,0,0,0.5,0,0,0,136,54,82,"Enmanuel De Jesus",18554,646241
"Caleb Kilian","CHC",2023,26,0,8.43750050291422,16.87500100582844,2.8125001676380736,0,0,0,0.008771159686148167,3,5.1,1,0,33,0,1,13,10,10,8.53,0.48148148148148145,0.5909090909090909,5,0.15151515,2.5,0.09090909,2,0,4,3.375000201165688,0.06060606,4.755040448904043,5.685050865933926,0.523809523,0,0,0.47368421,0,2,0,131,49,82,"Caleb Kilian",26213,668873
"Sam Coonrod","NYM",2023,30,0,8.100003089905965,9.450003604890291,1.9500007438662506,0,1,0,-0.10822498053312302,10,6.2,0,0,34,0,0,5,7,7,4.9,0.20833333333333334,0.2777777777777778,6,0.17647059,0.75,-0.05882353,8,0,2,10.800004119874618,0.23529412,5.955041389465725,6.699049962560025,0.611111111,0,0,0.53333333,0,1,0,147,66,81,"Sam Coonrod",17264,656322
"Luke Little","CHC",2023,22,0,16.20000617981193,0,1.3500005149843273,0,0,0,0.1452745497226715,7,6.2,0,0,30,0,0,5,0,0,3.74,0.2,0.38461538461538464,12,0.4,3,0.26666667,4,0,1,5.400002059937309,0.13333333,1.9050398445127432,2.6490484176070437,0.538461538,0,0,1,0,1,0,136,56,80,"Luke Little",28036,681432
"Alan Busenitz","CIN",2023,32,0,6.4285723043948995,2.57142892175796,1.28571446087898,0,0,0,0.1727539300918579,6,7,0,0,29,0,0,8,2,2,5.96,0.2857142857142857,0.34782608695652173,5,0.17241379,5,0.13793104,1,1,0,1.28571446087898,0.03448276,2.2550402232578644,4.144585342345236,0.391304347,0,0,0.77777778,0,0,0,107,28,79,"Alan Busenitz",15239,641427
"Janson Junk","MIL",2023,27,0,6.1363647003806205,4.909091760304496,1.3636366000845823,0,0,0,0.056286491453647614,2,7.1,1,0,33,0,1,8,5,4,3.85,0.25806451612903225,0.28,5,0.15151515,2.5,0.09090909,2,0,0,2.454545880152248,0.06060606,4.482313299573194,4.06232829816349,0.583333333,1,1.227272940076124,0.58139535,0,0,0,110,32,78,"Janson Junk",23301,676083
"Silvino Bracho","CIN",2023,30,0,7.363637640456744,3.681818820228372,1.5000002600930404,0,0,0,0.09282840043306351,5,7.1,0,0,31,0,0,5,3,3,3.04,0.2,0.2631578947368421,6,0.19354839,1,0,6,0,0,7.363637640456744,0.19354839,4.07322231954782,6.327793284048241,0.315789473,0,0,0.72727273,0,0,0,126,50,76,"Silvino Bracho",15051,611093
"Braden Bristo","- - -",2023,28,0,6.428571428571429,2.5714285714285716,1.2857142857142858,1,0,0,0.09041910385712981,3,7,0,0,30,0,0,5,3,2,3.35,0.19230769230769232,0.23809523809523808,5,0.16666667,1.25,0.03333333,4,1,0,5.142857142857143,0.13333333,3.540754645211356,6.138878829990114,0.38095238,0,0,0.66666667,0,1,0,114,40,74,"Braden Bristo",20494,668754
"Garrett Acton","OAK",2023,25,0,7.941178698028873,12.705885916846196,2.470588928275649,0,0,0,-0.4039473831653595,6,5.2,0,0,32,0,0,9,8,8,9.99,0.34615384615384615,0.3333333333333333,5,0.15625,1,0,5,2,1,7.941178698028873,0.15625,11.549160332993893,8.168021922386831,0.333333333,3,4.764707218817324,0.64814815,0,0,0,124,50,74,"Garrett Acton",27583,670183
"Antonio Senzatela","COL",2023,28,0,4.695652563315065,4.695652563315065,1.1739131408287662,0,0,0,-0.16008929908275604,2,7.2,2,0,30,0,1,7,4,4,10.68,0.25,0.19047619047619047,4,0.13333333,2,0.06666667,2,0,0,2.3478262816575324,0.06666667,8.081127716237553,4.503752934048493,0.541666666,3,3.521739422486299,1,0,0,0,120,47,73,"Antonio Senzatela",15488,622608
"Darren McCaughan","SEA",2023,27,0,18,5.4,2,0,0,0,0.026224292814731598,3,5,0,0,27,0,0,7,5,3,2.84,0.2916666666666667,0.46153846153846156,10,0.37037037,3.33333333,0.25925926,3,0,0,5.4,0.11111111,3.6550403594970704,2.7083921134471893,0.642857142,1,1.8,0.58139535,0,0,0,112,41,71,"Darren McCaughan",20038,670766
"Reiss Knehr","SDP",2023,26,0,6.352941889251472,15.88235472312868,2.6470591205214467,0,0,0,-0.2812788188457489,4,5.2,1,0,32,0,1,10,10,10,17.38,0.37037037037037035,0.35,4,0.125,0.8,-0.03125,5,0,0,7.94117736156434,0.15625,11.372688329096174,6.8244785302597695,0.260869565,3,4.764706416938604,0.46296296,0,0,0,124,54,70,"Reiss Knehr",21541,663753
"Kyle Nicolas","PIT",2023,24,0,11.812500704079909,11.812500704079909,2.0625001229345874,0,0,0,-0.06958311051130295,4,5.1,0,0,26,0,0,7,7,7,4.18,0.3333333333333333,0.46153846153846156,7,0.26923077,1.75,0.11538462,4,0,1,6.750000402331376,0.15384615,5.880040515959273,4.6825542600461185,0.5,1,1.687500100582844,0.47169811,0,1,0,111,42,69,"Kyle Nicolas",27775,693312
"Matt Gage","HOU",2023,30,0,10.800002574921269,2.7000006437303172,1.3500003218651586,0,0,0,0.021582240238785744,5,6.2,0,0,27,0,0,6,2,2,3.43,0.25,0.3333333333333333,8,0.2962963,2.66666667,0.18518519,3,0,0,4.050000965595475,0.11111111,4.155040574073843,2.7010457535994994,0.466666666,1,1.3500003218651586,0.92105263,1,0,0,119,51,68,"Matt Gage",17381,657424
"Jacob Stallings","MIA",2023,33,0,1.125,4.5,1.5,0,0,0,-0.02037123776972294,7,8,0,0,36,0,0,12,4,4,5.27,0.35294117647058826,0.34375,1,0.02777778,1,0.02777778,0,0,2,0,0,5.3800403594970705,7.0617438673973085,0.333333333,1,1.125,0.79365079,0,0,0,92,25,67,"Jacob Stallings",13723,607732
"Ryan Sherriff","BOS",2023,33,0,6.750001609325793,2.7000006437303172,1.200000286102363,0,1,0,0.12833558022975922,5,6.2,0,0,29,0,0,6,2,2,4.24,0.23076923076923078,0.2857142857142857,5,0.17241379,2.5,0.10344828,2,0,1,2.7000006437303172,0.06896552,3.105040323734275,5.33706572372326,0.3,0,0,0.77777778,0,0,0,106,41,65,"Ryan Sherriff",12249,595411
"Colten Brewer","NYY",2023,30,0,4.320000164794928,4.320000164794928,1.080000041198732,0,0,0,-0.26583707332611084,3,8.1,0,0,34,0,0,6,4,4,4.93,0.2,0.13043478260869565,4,0.11764706,1.33333333,0.02941176,3,0,1,3.240000123596196,0.08823529,8.415040556335457,5.719062558232201,0.615384615,3,3.240000123596196,1,0,1,0,104,39,65,"Colten Brewer",12997,605155
"Brenan Hanifee","DET",2023,25,0,5.4,5.4,1.6,0,0,0,-0.013537978753447533,3,5,0,0,23,0,0,8,3,3,5.27,0.34782608695652173,0.3684210526315789,3,0.13043478,3,0.13043478,0,0,0,0,0,4.65504035949707,4.369732815027238,0.55,1,1.8,0.75757576,0,1,0,89,24,65,"Brenan Hanifee",22304,669724
"J.B. Bukauskas","- - -",2023,26,0,9,1.2857142857142858,1.2857142857142858,0,0,1,0.012593984603881836,6,7,0,0,30,0,0,6,2,1,3.48,0.23076923076923078,0.3157894736842105,7,0.23333333,2.33333333,0.13333333,3,1,1,3.857142857142857,0.1,2.969326073782785,2.969326073782785,0.789473684,0,0,0.8,0,1,0,102,38,64,"J.B. Bukauskas",20491,656266
"Matt Krook","NYY",2023,28,0,6.750001609325793,24.75000590086124,3.500000834465226,0,0,0,-0.12888407707214355,4,4,0,0,27,0,0,8,11,11,5.7,0.38095238095238093,0.4117647058823529,3,0.11111111,0.5,-0.11111111,6,0,0,13.500003218651585,0.22222222,9.505041849613544,8.321731259927965,0.611111111,1,2.250000536441931,0.23809524,0,1,0,107,44,63,"Matt Krook",19315,640454
"Zack Short","DET",2023,28,0,1.5,6,2.1666666666666665,0,0,0,0.03389320895075798,6,6,0,0,32,0,0,12,4,4,10.11,0.4,0.41379310344827586,1,0.03125,1,0,1,0,1,1.5,0.03125,3.9217070261637375,6.952851908405623,0.206896551,0,0,0.71428571,0,0,0,100,38,62,"Zack Short",19562,670097
"Simeon Woods Richardson","MIN",2023,22,0,9.64285845659235,9.64285845659235,2.1428574347983,0,0,0,-0.037657272070646286,1,4.2,0,0,24,0,0,7,5,5,6.04,0.3333333333333333,0.4,5,0.20833333,1.66666667,0.08333333,3,0,0,5.7857150739554095,0.125,5.82646928125503,5.520782584819416,0.4,1,1.9285716913184698,0.58139535,0,0,0,99,38,61,"Simeon Woods Richardson",24494,680573
"Jacob Latz","TEX",2023,27,0,7.1052635145319645,0,0.631578979069508,0,0,0,0.06206907704472542,3,6.1,0,0,22,0,0,1,0,0,2.15,0.05263157894736842,0.07142857142857142,5,0.22727273,1.66666667,0.09090909,3,0,0,4.263158108719178,0.13636364,3.097145614729694,5.185590040334887,0.357142857,0,0,1,0,0,0,96,36,60,"Jacob Latz",21306,656641
"Nicholas Padilla","CHW",2023,26,0,11.571430147910819,5.7857150739554095,2.1428574347983,0,0,0,0.0317610427737236,3,4.2,0,0,23,0,1,9,3,3,14.77,0.4090909090909091,0.5333333333333333,6,0.26086957,6,0.21739131,1,0,0,1.9285716913184698,0.04347826,4.11218333341639,2.7436275074941294,0.125,1,1.9285716913184698,0.81395349,0,0,0,100,40,60,"Nicholas Padilla",21327,656820
"Tejay Antone","CIN",2023,29,0,11.117648306190077,1.588235472312868,0.8823530401738156,0,1,0,0.19446289539337158,5,5.2,1,0,21,0,0,3,1,1,2.67,0.15789473684210525,0.25,7,0.33333333,3.5,0.23809524,2,0,0,3.176470944625736,0.0952381,1.8432754952189656,2.4268114738488045,0.666666666,0,0,0.8,0,0,0,90,31,59,"Tejay Antone",16233,622088
"Zach Muckenhirn","NYM",2023,28,0,4.500000715255851,6.000000953674468,2.1666670110491135,0,0,0,0.02116282284259796,3,6,0,0,31,0,0,11,4,4,6.4,0.39285714285714285,0.44,3,0.09677419,1.5,0.03225806,2,0,1,3.000000476837234,0.06451613,3.7550404389699428,6.510627133542184,0.4,0,0,0.71428571,0,0,0,95,36,59,"Zach Muckenhirn",20209,669105
"Paolo Espino","WSN",2023,36,0,6.750001609325793,24.75000590086124,4.250001013279203,0,0,0,-0.058778706938028336,3,4,0,0,28,0,0,14,11,11,15.78,0.56,0.6190476190476191,3,0.10714286,1,0,3,0,0,6.750001609325793,0.10714286,7.255041313171614,6.898406797556028,0.227272727,1,2.250000536441931,0.38461538,0,0,0,101,43,58,"Paolo Espino",8246,502179
"Spenser Watkins","OAK",2023,30,0,8.307692917141027,10.384616146426286,2.076923229285257,0,0,0,-0.1475611925125122,1,4.1,1,0,21,0,1,7,5,5,6.99,0.3684210526315789,0.38461538461538464,4,0.19047619,2,0.0952381,2,0,0,4.153846458570514,0.0952381,8.793502304257757,5.845843787619035,0.266666666,2,4.153846458570514,0.64516129,0,0,0,90,32,58,"Spenser Watkins",17489,657093
"Brooks Kriske","KCR",2023,29,0,8.10000077247627,4.050000386238135,1.0500001001358128,0,0,0,-0.12126924842596054,4,6.2,0,0,25,0,0,3,3,3,7.17,0.14285714285714285,0.07692307692307693,6,0.24,1.5,0.08,4,0,0,5.40000051498418,0.16,7.1550407314300895,5.2390626534483244,0.133333333,2,2.70000025749209,0.95238095,0,0,0,92,34,58,"Brooks Kriske",21189,621139
"Ethan Small","MIL",2023,26,0,13.5,11.25,2.75,1,0,0,-0.006504386197775602,2,4,0,0,23,0,0,9,5,5,7.97,0.42857142857142855,0.5714285714285714,6,0.26086957,3,0.17391304,2,0,0,4.5,0.08695652,5.0050403594970705,4.235067990422249,0.266666666,1,2.25,0.625,0,1,0,93,35,58,"Ethan Small",26364,663629
"Michael Plassmeyer","PHI",2023,26,0,9.818183520608992,22.090912921370233,2.1818185601353317,0,0,0,-0.23712503910064697,1,3.2,1,0,23,0,1,8,10,9,15.59,0.4,0.38461538461538464,4,0.17391304,4,0.17391304,0,0,3,0,0,14.16413316017373,7.1350812227146605,0.3125,3,7.363637640456744,0.14705882,0,0,0,85,28,57,"Michael Plassmeyer",23191,674681
"Jeff Lindgren","MIA",2023,26,0,1.2857142857142858,5.142857142857143,1.1428571428571428,0,0,0,-0.009892563335597515,3,7,0,0,28,0,0,4,4,4,3.93,0.16666666666666666,0.17391304347826086,1,0.03571429,0.25,-0.10714286,4,0,0,5.142857142857143,0.14285714,4.683611788068499,7.754122188261578,0.260869565,0,0,0.5,0,0,0,97,41,56,"Jeff Lindgren",25830,689167
"Kolton Ingram","LAA",2023,26,0,11.812500704079909,8.43750050291422,2.4375001452863305,0,0,0,-0.14086054265499115,5,5.1,0,0,30,0,0,8,7,5,7.08,0.32,0.375,7,0.23333333,1.4,0.06666667,5,0,0,8.43750050291422,0.16666667,8.317540661245602,6.23257162176259,0.352941176,2,3.375000201165688,0.58823529,0,0,0,100,44,56,"Kolton Ingram",26068,688427
"Adam Kolarek","- - -",2023,34,0,10.500001668930318,0,0.5000000794728723,0,0,0,0.17005974799394608,5,6,0,0,22,0,0,2,0,0,1.73,0.1,0.15384615384615385,7,0.31818182,7,0.27272727,1,0,1,1.500000238418617,0.04545455,1.9217068142360776,2.7483828226077502,0.666666666,0,0,1,0,0,0,83,28,55,"Adam Kolarek",10843,592473
"Dereck Rodríguez","- - -",2023,31,0,1.6875004211907394,15.187503790716656,2.6250006551855947,0,0,0,-0.20154074858874083,4,5.1,0,0,30,0,0,9,9,9,10.62,0.36,0.3181818181818182,1,0.03333333,0.2,-0.13333333,5,0,0,8.437502105953698,0.16666667,10.567542184656942,9.412583342773392,0.458333333,2,3.375000842381479,0.44642857,0,1,0,98,43,55,"Dereck Rodriguez",14509,605446
"Wes Parsons","TOR",2023,30,0,6.75,20.25,3.25,0,0,0,-0.19468824565410614,1,4,1,0,26,0,1,10,9,9,7.44,0.45454545454545453,0.47058823529411764,3,0.11538462,1,0,3,0,1,6.75,0.11538462,11.25504035949707,7.648405928909779,0.315789473,2,4.5,0.44642857,0,2,0,89,34,55,"Wes Parsons",14764,641149
"Chris Paddack","MIN",2023,27,0,14.4,5.4,1.4,0,0,0,0.061170365661382675,2,5,0,0,22,1,0,6,3,3,3.69,0.2857142857142857,0.4166666666666667,8,0.36363636,8,0.31818182,1,0,0,1.8,0.04545455,3.2550403594970705,1.9777217626571657,0.307692307,1,1.8,0.71428571,0,1,0,79,25,54,"Chris Paddack",20099,663978
"Clayton Andrews","MIL",2023,26,0,10.800004119874618,27.000010299686547,3.6000013732915397,0,1,0,-0.3248468339443207,4,3.1,0,0,22,0,1,10,11,10,12.79,0.5,0.5384615384615384,4,0.18181818,2,0.09090909,2,0,0,5.400002059937309,0.09090909,14.35504459381265,5.135068707596149,0.4375,3,8.100003089905965,0.12820513,0,1,0,87,33,54,"Clayton Andrews",23631,677076
"Matt Bowman","NYY",2023,32,0,6.75,9,2,0,1,0,-0.0948476642370224,3,4,0,0,20,0,0,6,4,4,5.96,0.3333333333333333,0.35714285714285715,3,0.15,1.5,0.05,2,1,0,4.5,0.1,6.5050403594970705,4.9083921134471895,0.466666666,1,2.25,0.60606061,0,1,0,83,30,53,"Matt Bowman",13528,621199
"Daysbel Hernández","ATL",2023,26,0,14.727275280913489,7.363637640456744,2.454545880152248,0,0,0,-0.045239005237817764,4,3.2,0,0,20,1,0,6,3,3,5.7,0.35294117647058826,0.5,6,0.3,2,0.15,3,0,0,7.363637640456744,0.15,5.982313559666235,4.240515171046658,0.181818181,1,2.454545880152248,0.78947368,0,0,0,83,30,53,"Daysbel Hernandez",20271,678226
"Mychal Givens","BAL",2023,33,0,4.500001072883862,11.250002682209654,2.50000059604659,0,1,1,-0.1413448452949524,6,4,0,0,22,0,1,4,6,5,11.34,0.26666666666666666,0.3076923076923077,2,0.09090909,0.33333333,-0.18181818,6,1,1,13.500003218651585,0.27272727,7.505041372776273,8.331717446846268,0.461538461,0,0,0.45454545,0,1,0,90,38,52,"Mychal Givens",10430,571710
"Luke Maile","CIN",2023,32,0,0,16.615385834282055,2.7692309723803428,0,0,0,-0.20425306260585785,4,4.1,0,0,25,0,0,12,8,8,24.81,0.48,0.38095238095238093,0,0,0,0,0,0,0,0,0,15.255041239811888,9.359724206534448,0.08,4,8.307692917141027,0.625,0,0,0,80,28,52,"Luke Maile",13355,571912
"Liam Hendriks","CHW",2023,34,0,5.4,5.4,1,1,0,0,-0.0584840402007103,5,5,0,0,20,2,0,4,3,3,3.96,0.21052631578947367,0.2,3,0.15,3,0.1,1,0,0,1.8,0.05,5.2550403594970705,4.639062464237213,0.5,1,1.8,0.55555556,0,0,0,87,36,51,"Liam Hendriks",3548,521230
"Robbie Ray","SEA",2023,31,0,8.10000077247627,8.10000077247627,2.70000025749209,0,0,0,-0.034316644072532654,1,3.1,1,0,19,0,1,4,5,3,5,0.2857142857142857,0.36363636363636365,3,0.15789474,0.6,-0.10526316,5,0,0,13.50000128746045,0.26315789,5.9550406169891605,7.443057337452601,0.4,0,0,0.44444444,0,1,0,91,40,51,"Robbie Ray",11486,592662
"Chi Chi González","MIA",2023,31,0,7.363637640456744,7.363637640456744,2.1818185601353317,0,0,0,-0.037605561316013336,3,3.2,0,0,19,0,0,7,3,3,6.16,0.3888888888888889,0.42857142857142855,3,0.15789474,3,0.10526316,1,0,0,2.454545880152248,0.05263158,5.982313559666235,3.7896009781465736,0.6,1,2.454545880152248,0.75757576,0,0,0,75,24,51,"Chi Chi Gonzalez",14663,592346
"Zack Burdi","TBR",2023,28,0,11.25,11.25,2,0,0,0,0.0653214380145073,3,4,0,0,20,0,0,6,6,5,5.62,0.3333333333333333,0.46153846153846156,5,0.25,2.5,0.15,2,0,0,4.5,0.1,2.2550403594970705,4.321730051934719,0.461538461,0,0,0.25,0,2,0,76,27,49,"Zack Burdi",19159,641420
"Carlos Vargas","ARI",2023,23,0,13.50000183922929,5.7857150739554095,1.9285716913184698,0,0,0,-0.12490912526845932,5,4.2,0,0,22,0,0,5,3,3,10.55,0.29411764705882354,0.375,7,0.31818182,1.75,0.13636364,4,0,1,7.714286765273879,0.18181818,9.04075543345248,4.532195232463547,0.4,2,3.8571433826369397,0.97222222,0,0,0,83,34,49,"Carlos Vargas",22915,672841
