Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,PlayerId
"Rubel Cespedes","MIN","AA",24,9,34,39,8,3,3,0,2,6,7,5,0,7,0,0,0,3,0,0,0.235294117,0.128205128,0.179487179,0.714285714,0.235294117,0.333333333,0.5,0.833333333,0.264705883,1.79058440875,0.24,-0.0395059771835804,6.172931728401272,1.1280193752432746,0.3750423437509781,122.35954356148847,,0.24,2,0.111111111,0.592592592,0.296296296,0,0.25,0.48148148,0.18518519,0.33333333,0.10144928,53,85,"sa3008953"
"Eduardo Lopez","PHI","A+",23,10,35,40,5,2,1,1,1,6,6,5,0,11,0,0,0,0,2,0,0.142857142,0.125,0.275,0.454545454,0.142857142,0.25,0.314285714,0.564285714,0.171428572,9.36846833225899,0.173913043,0.29935748036950827,3.158843647492543,-2.027408946501598,0.27102734297513964,60.90801769182228,,0.173913043,0.692307692,0.083333333,0.375,0.541666666,0.307692307,0.076923076,0.54166667,0.20833333,0.25,0.12269939,59,104,"sa3009275"
"Agustin Ramirez","MIA","AAA",23,16,57,66,15,7,6,0,2,9,11,7,0,16,0,2,0,1,4,0,0.263157894,0.106060606,0.242424242,0.4375,0.263157894,0.333333333,0.47368421,0.807017543,0.210526316,5.97150886841677,0.31707317,0.6625573765486479,9.554461871894418,1.2201848082862488,0.3595383736220273,114.6405596907045,,0.31707317,1.071428571,0.325581395,0.348837209,0.325581395,0.142857142,0.142857142,0.35714286,0.23809524,0.4047619,0.15879828,93,140,"sa3009276"
"Miguel Palma","HOU","AA",23,8,31,33,6,3,3,0,0,1,1,2,0,8,0,0,0,1,0,0,0.193548387,0.06060606,0.242424242,0.25,0.193548387,0.242424242,0.29032258,0.532746822,0.096774193,0.29910714,0.260869565,-0.02469123573973775,1.876766327107588,-2.392005664026102,0.24991140762964884,43.965016894921135,,0.260869565,1.428571428,0.260869565,0.434782608,0.304347826,0.571428571,0,0.26086957,0.26086957,0.47826087,0.11504425,38,75,"sa3009279"
"Jose Colmenares","NYY","A+",23,9,33,37,9,6,1,0,2,5,6,3,0,10,1,0,0,1,1,0,0.272727272,0.081081081,0.27027027,0.3,0.272727272,0.351351351,0.484848484,0.836199835,0.212121212,4.579009374500153,0.333333333,0.056224966421723366,6.325139779255613,1.5278561298110325,0.38858604592245977,131.84835922695387,,0.333333333,2.166666666,0.173913043,0.565217391,0.260869565,0,0.333333333,0.60869565,0.13043478,0.26086957,0.16666667,50,88,"sa3009309"
"Jose Caguana","SEA","A",23,7,26,31,8,5,3,0,0,5,5,4,0,6,0,1,0,1,2,0,0.307692307,0.129032258,0.193548387,0.666666666,0.307692307,0.387096774,0.423076923,0.810173697,0.115384616,6.1627542359118905,0.38095238,0.2864667000249028,5.204340286906177,0.9422850388840979,0.38948702812194824,122.10870071009498,,0.38095238,0.5,0.428571428,0.19047619,0.38095238,0.5,0,0.71428571,0.19047619,0.0952381,0.13846154,52,78,"sa3009310"
"Darlyn Montero","OAK","A+",23,3,13,15,3,3,0,0,0,1,3,1,0,3,1,0,0,0,2,0,0.23076923,0.066666666,0.2,0.333333333,0.23076923,0.333333333,0.23076923,0.564102563,0,5.9375,0.3,0.33628825657069683,1.329595083272753,-0.4751787615057848,0.3002121090888977,73.67100798360175,,0.3,8,0.1,0.8,0.1,0,0,0.4,0.2,0.4,0.2,14,36,"sa3009324"
"Frank Rodriguez","LAD","AA",23,3,11,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.09090909,0,0,0,0,0,0,0.14285714,0,0,-1.6022760306630623,-3.025200027707626,0,-100,,0,1,0,0.5,0.5,0.4,0,0.3,0.4,0.3,0.08333333,7,17,"sa3009330"
"Geovanny Planchart","PIT","A+",23,4,11,16,1,1,0,0,0,1,2,3,0,4,0,2,0,0,0,0,0.09090909,0.1875,0.25,0.75,0.09090909,0.25,0.09090909,0.34090909,0,1.08035714,0.111111111,-0.05751001462340355,0.3943041650174315,-1.6801968725802248,0.20159142091870308,19.00718090139156,,0.111111111,0.6,0.111111111,0.333333333,0.555555555,0,0,0.55555556,0.33333333,0.11111111,0.11666667,23,37,"sa3009334"
"Rafael Morel","CHC","A+",23,9,23,29,1,1,0,0,0,3,1,5,0,5,0,1,0,2,2,0,0.04347826,0.172413793,0.172413793,1,0.04347826,0.206896551,0.04347826,0.250374811,0,7.0619652460748235,0.052631578,0.3235459066927433,-0.32584829166841184,-3.815077724906918,0.16632260741858645,-9.33868918347332,,0.052631578,1.833333333,0.055555555,0.611111111,0.333333333,0.333333333,0,0.63157895,0.10526316,0.26315789,0.125,55,65,"sa3009534"
"Eddinson Paulino","TOR","AA",22,5,19,21,4,3,1,0,0,0,3,2,0,10,0,0,0,0,1,0,0.210526315,0.095238095,0.476190476,0.2,0.210526315,0.285714285,0.263157894,0.548872179,0.052631579,4.034942416515914,0.444444444,0.15332460217177868,1.6136367382797159,-0.9299991665092552,0.26961847997847055,63.438196293804445,,0.444444444,2,0.333333333,0.444444444,0.222222222,0.5,0,0.33333333,0.33333333,0.33333333,0.1954023,34,53,"sa3009538"
"Yohendrick Pinango","TOR","AA",23,7,23,29,6,5,0,0,1,3,3,4,0,7,2,0,0,0,0,0,0.260869565,0.137931034,0.24137931,0.571428571,0.260869565,0.413793103,0.391304347,0.80509745,0.130434782,0.9067460274999999,0.333333333,-0.10268588177859783,4.962476939419627,1.4498368804253337,0.3936742441407565,141.27484900460988,,0.333333333,0.857142857,0.1875,0.375,0.4375,0.285714285,0.142857142,0.25,0.1875,0.5625,0.07633588,52,79,"sa3009539"
"Nelson Quiroz","LAD","A+",23,5,21,23,10,6,4,0,0,2,7,2,0,2,0,0,0,0,0,0,0.476190476,0.086956521,0.086956521,1,0.476190476,0.52173913,0.666666666,1.188405796,0.19047619,0.5595238025,0.526315789,-0.10193879902362823,6.524002031981714,3.7566821366546224,0.5616381323855856,235.75163980854447,,0.526315789,1,0.263157894,0.368421052,0.368421052,0.142857142,0,0.26315789,0.26315789,0.47368421,0.05063291,27,52,"sa3009565"
"Juan Brito","CLE","AAA",23,15,53,65,16,9,5,0,2,11,10,8,1,10,1,2,1,0,4,1,0.301886792,0.123076923,0.153846153,0.8,0.301886792,0.390625,0.509433962,0.900058962,0.20754717,5.624124186887167,0.325581395,0.18828551564365625,11.407943611692833,3.1999434732908485,0.3978127950713748,138.985665440228,,0.325581395,0.736842105,0.266666666,0.311111111,0.422222222,0.315789473,0.105263157,0.41304348,0.23913043,0.34782609,0.092,100,150,"sa3009808"
"Kenedy Corona","HOU","AAA",25,15,51,59,11,7,3,0,1,6,7,7,0,18,0,0,1,1,0,1,0.215686274,0.118644067,0.305084745,0.388888888,0.215686274,0.310344827,0.333333333,0.64367816,0.117647059,2.1677397262880023,0.3125,-0.5600647460669279,5.511521410769447,-2.6506728859481967,0.3016907048636469,67.52499647044495,,0.3125,3.6,0.303030303,0.545454545,0.151515151,0,0.2,0.38235294,0.32352941,0.29411765,0.12605042,88,150,"sa3009845"
"Will Wilson","CLE","AAA",26,14,50,60,17,10,4,0,3,10,14,9,0,13,1,0,0,2,1,1,0.34,0.15,0.216666666,0.692307692,0.34,0.45,0.6,1.05,0.26,2.8433057516311324,0.411764705,-0.4411664865911007,14.049693922513478,6.473078410142415,0.4708385556936264,185.4349597069193,,0.411764705,0.94117647,0.083333333,0.444444444,0.472222222,0.058823529,0.176470588,0.37837838,0.27027027,0.35135135,0.14218009,85,126,"sa3009871"
"Luke Ritter","NYM","AAA",28,14,46,54,10,8,1,1,0,6,1,8,0,17,0,0,0,0,1,0,0.217391304,0.148148148,0.314814814,0.470588235,0.217391304,0.333333333,0.282608695,0.615942028,0.065217391,6.746895995579536,0.344827586,0.04292270541191101,5.35668491882947,-1.462269042304487,0.30280735316099944,78.55581588262667,,0.344827586,1.875,0.206896551,0.517241379,0.275862068,0.125,0,0.55172414,0.13793103,0.31034483,0.17777778,88,137,"sa3009878"
"Will Robertson","TOR","AAA",27,9,22,24,6,3,1,0,2,4,4,2,0,6,0,0,0,1,0,0,0.272727272,0.083333333,0.25,0.333333333,0.272727272,0.333333333,0.59090909,0.924242423,0.318181818,1.60119047125,0.285714285,-0.049086655490100384,4.375373617226439,1.3447274122780137,0.4062793751557668,144.37097969675077,,0.285714285,1.4,0.25,0.4375,0.3125,0.2,0.4,0.4375,0.375,0.1875,0.125,37,59,"sa3009879"
"Carter Aldrete","OAK","AA",27,7,23,26,3,2,1,0,0,1,1,3,0,10,0,0,0,0,0,1,0.130434782,0.115384615,0.384615384,0.3,0.130434782,0.23076923,0.173913043,0.404682273,0.043478261,2.01385807499985,0.23076923,-0.4830534574575722,0.6179978784994582,-2.745277023605873,0.20906522411566514,18.374884494651507,,0.23076923,0.714285714,0.076923076,0.384615384,0.538461538,0.285714285,0,0.38461538,0.30769231,0.30769231,0.14893617,31,63,"sa3010008"
"Aaron Bracho","LAD","AA",24,9,40,43,8,6,1,0,1,3,3,2,0,13,1,0,0,0,1,0,0.2,0.046511627,0.302325581,0.153846153,0.2,0.255813953,0.3,0.555813953,0.1,4.072084568553653,0.269230769,0.1555557786487043,2.8885684416902544,-2.6737708194839476,0.26262617942898775,51.9308209381044,,0.269230769,0.6,0.076923076,0.346153846,0.576923076,0.333333333,0.066666666,0.48148148,0.22222222,0.2962963,0.11176471,42,128,"sa3010018"
"Kody Hoese","LAD","AAA",27,12,40,52,10,8,1,1,0,5,3,10,0,8,2,0,0,0,0,0,0.25,0.192307692,0.153846153,1.25,0.25,0.423076923,0.325,0.748076923,0.075,3.58035714,0.3125,-0.10196985676884651,8.03028592942222,0.8364875662134488,0.3714473109978896,111.62789841999876,,0.3125,1.875,0.28125,0.46875,0.25,0.25,0,0.40625,0.28125,0.3125,0.07142857,92,132,"sa3010021"
"Jairo Pomares","SFG","AA",24,11,39,45,10,5,2,0,3,7,6,5,0,10,0,1,0,0,0,1,0.256410256,0.111111111,0.222222222,0.5,0.256410256,0.333333333,0.538461538,0.871794871,0.282051282,2.587718209881564,0.259259259,-0.5176376439630985,7.6356505394637,2.1850021720587622,0.3917810771200392,140.08701396195633,,0.259259259,0.923076923,0.166666666,0.4,0.433333333,0.076923076,0.23076923,0.43333333,0.4,0.16666667,0.1656051,58,99,"sa3010023"
"Joe Naranjo","WSN","AA",24,5,12,17,3,3,0,0,0,2,2,5,0,4,0,0,0,0,0,0,0.25,0.294117647,0.235294117,1.25,0.25,0.470588235,0.25,0.720588235,0,1.08035714,0.375,-0.0746806412935257,2.7985655274230807,0.7394316997367707,0.38512351583032045,135.909841788555,,0.375,3,0.571428571,0.428571428,0,0,0,0.375,0.25,0.375,0.03614458,41,42,"sa3010025"
"Nerwilian Cedeno","SDP","A+",23,9,35,35,8,5,3,0,0,5,2,0,0,10,0,0,0,1,2,0,0.228571428,0,0.285714285,0,0.228571428,0.228571428,0.314285714,0.542857142,0.085714286,7.258769757263128,0.32,0.33628825657069683,1.994989788770947,-2.2161491823789747,0.257796847820282,47.374114282107904,,0.32,1.2,0.12,0.48,0.4,0.2,0,0.36,0.28,0.36,0.16546763,41,98,"sa3010026"
"Christian Cairo","CLE","AAA",24,12,39,44,11,7,4,0,0,6,6,4,0,14,0,1,0,0,3,2,0.282051282,0.09090909,0.318181818,0.285714285,0.282051282,0.34090909,0.384615384,0.725524474,0.102564102,5.203050120913552,0.423076923,-0.3976303683593869,5.4962563527792945,-0.05992835629281852,0.3348253450610421,98.92141173429732,,0.423076923,3,0.2,0.6,0.2,0,0,0.38461538,0.23076923,0.38461538,0.10606061,77,121,"sa3010028"
"Jack Dunn","DET","AAA",28,13,42,52,9,8,0,1,0,7,5,7,0,16,2,1,0,1,3,0,0.214285714,0.134615384,0.307692307,0.4375,0.214285714,0.346153846,0.261904761,0.608058607,0.047619047,8.70656641249985,0.333333333,0.4331053802743554,5.239722605834527,-1.3266775048870614,0.3047570735216141,79.79596913808422,,0.333333333,4,0.074074074,0.74074074,0.185185185,0,0,0.42307692,0.26923077,0.30769231,0.11979167,73,119,"sa3010029"
"J.T. Arruda","WSN","AA",27,9,31,32,8,5,1,0,2,3,3,0,0,10,1,0,0,1,2,0,0.258064516,0,0.3125,0,0.258064516,0.28125,0.483870967,0.765120967,0.225806451,5.175436419763128,0.315789473,0.3439895249903202,4.402135906560338,0.5261192897390494,0.34952427446842194,113.57371089318286,,0.315789473,1.25,0.142857142,0.476190476,0.38095238,0.125,0.25,0.23809524,0.42857143,0.33333333,0.09259259,37,71,"sa3010036"
"Yordys Valdes","CLE","AA",23,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714,0,0,-0.5122605361263771,-0.9967626132290383,0,-100,,0,1,0.5,0.25,0.25,0,0,0.75,0.25,0,0,4,9,"sa3010037"
"DJ Gladney","CHW","AA",23,10,41,46,9,8,1,0,0,4,6,3,0,21,0,2,0,0,1,0,0.219512195,0.065217391,0.456521739,0.142857142,0.219512195,0.260869565,0.243902439,0.504772004,0.024390244,4.537328759544202,0.409090909,0.032701898366212845,2.442648325816761,-2.735758583291401,0.24234219737674878,47.16988001696915,,0.409090909,2.6,0.181818181,0.59090909,0.227272727,0,0,0.54545455,0.18181818,0.27272727,0.20441989,60,121,"sa3010043"
"Cody Freeman","TEX","AAA",24,12,43,49,15,10,3,0,2,10,10,4,0,7,0,2,0,0,0,0,0.348837209,0.081632653,0.142857142,0.571428571,0.348837209,0.387755102,0.558139534,0.945894636,0.209302325,2.45903360875,0.361111111,-0.07137889973819256,9.126044634731514,2.347273100169403,0.4078242097582136,134.62682121976883,,0.361111111,1.076923076,0.25,0.388888888,0.361111111,0.307692307,0.153846153,0.42105263,0.26315789,0.31578947,0.07177033,69,140,"sa3010153"
"Omar Hernandez","KCR","A+",23,5,18,19,3,3,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0.166666666,0.052631578,0.210526315,0.25,0.166666666,0.210526315,0.166666666,0.377192981,0,1.08035714,0.214285714,-0.05096939951181412,0.18953633199424302,-2.0965105380585713,0.19475821758571424,8.291008136235813,,0.214285714,1,0.285714285,0.357142857,0.357142857,0.6,0,0.21428571,0.35714286,0.42857143,0.13846154,22,43,"sa3010155"
"Jaxx Groshans","LAA","AA",26,2,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.14285714,0,0,-0.7419863106464075,-1.4174306900952982,0,-100,,0,0.333333333,0,0.25,0.75,0,0,0.75,0,0.25,0.19047619,7,14,"sa3010160"
"Joshua Mears","SDP","AA",24,10,31,35,5,5,0,0,0,2,0,3,0,12,1,0,0,0,1,2,0.161290322,0.085714285,0.342857142,0.25,0.161290322,0.257142857,0.161290322,0.418433179,0,3.1245444131992657,0.263157894,-0.7611686647869647,1.1621426226872926,-3.3653428224544997,0.22070724623543875,25.668610904852873,,0.263157894,1.285714285,0.111111111,0.5,0.388888888,0.285714285,0,0.36842105,0.26315789,0.36842105,0.24087591,45,92,"sa3010162"
"Blaine Crim","TEX","AAA",28,16,66,73,24,14,6,1,3,12,11,7,1,15,0,0,0,3,1,1,0.363636363,0.09589041,0.205479452,0.466666666,0.363636363,0.424657534,0.621212121,1.045869655,0.257575758,5.129432582915948,0.4375,-0.3906557001173496,16.405456045224483,6.306469881489095,0.4518260955810547,162.44656423171563,,0.4375,2,0.265306122,0.489795918,0.244897959,0.083333333,0.25,0.47058824,0.2745098,0.25490196,0.10992908,101,181,"sa3010170"
"Kellen Strahm","TEX","AAA",28,14,44,53,11,8,2,0,1,7,1,8,0,12,0,0,1,2,5,0,0.25,0.150943396,0.226415094,0.666666666,0.25,0.365384615,0.363636363,0.729020978,0.113636363,5.954822596874813,0.322580645,0.918424129486084,6.927210578072583,-0.40493006135174026,0.3443206250667572,94.47732822834215,,0.322580645,1.5,0.375,0.375,0.25,0.5,0.125,0.36363636,0.33333333,0.3030303,0.08780488,82,123,"sa3010278"
"C.J. Stubbs","WSN","AA",28,8,27,32,4,4,0,0,0,6,0,5,0,9,0,0,0,2,0,1,0.148148148,0.15625,0.28125,0.555555555,0.148148148,0.28125,0.148148148,0.429398148,0,3.690476189880952,0.222222222,-0.5083025638014078,1.5964225992917105,-2.2795940175295786,0.23415492102503777,41.187196988874945,,0.222222222,2.2,0.111111111,0.611111111,0.277777777,0.6,0,0.5,0.05555556,0.44444444,0.12307692,52,78,"sa3010328"
"GJ Hill","COL","AA",24,6,21,24,2,0,1,0,1,2,3,1,0,15,1,0,1,0,0,0,0.095238095,0.041666666,0.625,0.066666666,0.095238095,0.173913043,0.285714285,0.459627328,0.19047619,2.64285714,0.2,-0.018670160323381424,0.9132469576349045,-1.9937655049810623,0.2185805232628532,31.41530933834011,,0.2,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0.57142857,0.28571429,0.14285714,0.23076923,34,70,"sa3010335"
"Jackson Cluff","WSN","AAA",28,7,17,22,3,2,1,0,0,2,1,2,0,6,2,0,1,0,2,0,0.176470588,0.09090909,0.272727272,0.333333333,0.176470588,0.333333333,0.235294117,0.56862745,0.058823529,6.875,0.272727272,0.341096019372344,2.0502366576807884,-0.7278556968552682,0.295330700420198,73.80016198285026,,0.272727272,0.5,0.181818181,0.272727272,0.545454545,0.333333333,0,0.63636364,0.18181818,0.18181818,0.15189873,30,49,"sa3010342"
"Darius Hill","CHC","AAA",27,5,15,19,2,0,2,0,0,1,0,3,0,5,1,0,0,0,1,0,0.133333333,0.157894736,0.263157894,0.6,0.133333333,0.315789473,0.266666666,0.582456139,0.133333333,5.168547792525617,0.2,0.16073067858815193,1.769876030180173,-0.6293855487373303,0.29527939934479563,73.76753104922824,,0.2,0.4,0.125,0.25,0.625,0,0,0.3,0.2,0.5,0.19117647,23,45,"sa3010395"
"Matt Gorski","PIT","AAA",27,13,48,54,12,7,4,0,1,6,7,4,0,14,0,2,0,1,2,0,0.25,0.074074074,0.259259259,0.285714285,0.25,0.296296296,0.395833333,0.692129629,0.145833333,5.296784941118659,0.314285714,0.29200936388224363,5.7263636328429275,-1.0925903282910296,0.3113305723225629,83.97715640084279,,0.314285714,0.727272727,0.366666666,0.266666666,0.366666666,0.272727272,0.09090909,0.51612903,0.19354839,0.29032258,0.15909091,53,123,"sa3010399"
"Cooper Johnson","TEX","AA",27,7,23,29,7,3,1,0,3,5,6,6,0,8,0,0,0,1,0,0,0.304347826,0.206896551,0.275862068,0.75,0.304347826,0.448275862,0.739130434,1.187406296,0.434782608,0.76785714,0.333333333,-0.04444422433152795,7.787865096128863,4.036520013011377,0.5111036362319157,207.60193806688943,,0.333333333,1,0.333333333,0.333333333,0.333333333,0,0.6,0.53333333,0.26666667,0.2,0.1147541,57,65,"sa3010584"
"Corey Joyce","CHC","AA",26,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.14285714,0,0,-0.12366438510773459,-0.23623844834921637,0,-100,,0,0,0,0,0,0,0,,,,0,1,3,"sa3010596"
"Jake Holton","DET","AA",27,8,25,33,3,0,1,0,2,7,3,8,0,10,0,0,0,2,0,1,0.12,0.242424242,0.303030303,0.8,0.12,0.333333333,0.4,0.733333333,0.28,3.7626906806902634,0.076923076,-0.4989674836397171,4.601739177295405,0.6045970411984503,0.35199788122466114,115.12573285144208,,0.076923076,0.571428571,0.153846153,0.307692307,0.538461538,0.285714285,0.285714285,0.4,0.2,0.4,0.09032258,74,81,"sa3010599"
"Jesus Ordonez","COL","A+",25,6,21,25,4,3,1,0,0,1,2,2,0,5,1,0,1,0,0,0,0.19047619,0.08,0.2,0.4,0.19047619,0.291666666,0.238095238,0.529761904,0.047619048,0.5595238025,0.25,-0.03428978752344847,1.510888128535506,-1.7291425028874905,0.2714436203241348,46.631908781428265,,0.25,1,0.125,0.4375,0.4375,0.285714285,0,0.29411765,0.17647059,0.52941176,0.09090909,34,54,"sa3010603"
"Andrick Nava","PHI","AA",23,6,18,21,5,4,1,0,0,3,3,3,0,3,0,0,0,1,0,0,0.277777777,0.142857142,0.142857142,1,0.277777777,0.38095238,0.333333333,0.714285713,0.055555556,1.86160714,0.333333333,-0.06534556113183498,2.8963049324087704,0.3526690276197998,0.34998814832596553,113.8647605561716,,0.333333333,0.714285714,0.2,0.333333333,0.466666666,0.571428571,0,0.26666667,0.26666667,0.46666667,0.15294118,32,53,"sa3010693"
"Colin Barber","HOU","AA",24,11,46,48,14,9,3,1,1,7,5,2,0,13,0,0,0,0,1,1,0.304347826,0.041666666,0.270833333,0.153846153,0.304347826,0.333333333,0.478260869,0.811594202,0.173913043,6.3197372562564915,0.40625,-0.3126829373650253,7.268757715869308,1.0596348196748488,0.3665925897657871,117.06577301480529,,0.40625,0.529411764,0.212121212,0.272727272,0.515151515,0.352941176,0.058823529,0.35294118,0.29411765,0.35294118,0.11377246,50,117,"sa3010696"
"Cade Bunnell","ATL","AA",28,5,17,22,4,3,1,0,0,3,3,5,0,4,0,0,0,0,2,0,0.235294117,0.227272727,0.181818181,1.25,0.235294117,0.409090909,0.294117647,0.703208556,0.05882353,5.744047616964286,0.307692307,0.27832865715026855,3.0265410526660785,0.5499116613534789,0.3581476563757116,122.20403518113905,,0.307692307,3.5,0.307692307,0.538461538,0.153846153,0.5,0,0.53846154,0,0.46153846,0.09183673,42,56,"sa3010702"
"Andrew Navigato","DET","AAA",27,14,57,62,9,7,2,0,0,4,1,5,0,21,0,0,0,2,0,1,0.157894736,0.080645161,0.338709677,0.238095238,0.157894736,0.225806451,0.192982456,0.418788907,0.03508772,2.1916969027409374,0.25,-0.5626278407871723,1.3987110782185808,-6.4304582845648515,0.20739223207196883,17.8653828191208,,0.25,1.454545454,0.228571428,0.457142857,0.314285714,0.181818181,0,0.52777778,0.22222222,0.25,0.15116279,94,164,"sa3010703"
"Sammy Siani","PIT","AA",24,10,39,45,6,5,0,0,1,3,4,6,0,10,0,0,0,0,3,0,0.153846153,0.133333333,0.222222222,0.6,0.153846153,0.266666666,0.23076923,0.497435896,0.076923077,4.876481371145653,0.178571428,0.4973141271620989,2.8634348628617343,-2.5872135045432034,0.2522391570938958,52.533839460002085,,0.178571428,1.09090909,0.148148148,0.444444444,0.407407407,0,0.09090909,0.5862069,0.37931034,0.03448276,0.14606742,76,102,"sa3010704"
"Stephen Paolini","ATL","A+",24,8,25,32,7,6,0,0,1,6,7,4,0,9,2,1,0,1,3,1,0.28,0.125,0.28125,0.444444444,0.28,0.40625,0.4,0.80625,0.12,6.371574636096179,0.375,-0.02636343613266945,5.489968132914184,1.3409660577188718,0.3893679678440094,132.32020696580986,,0.375,1,0.2,0.4,0.4,0.166666666,0.166666666,0.47058824,0.23529412,0.29411765,0.20155039,50,79,"sa3010720"
"Chase Strumpf","CHC","AAA",27,7,26,29,5,2,1,0,2,6,4,3,0,14,0,0,0,0,0,0,0.192307692,0.103448275,0.48275862,0.214285714,0.192307692,0.275862068,0.461538461,0.737400529,0.269230769,2.64285714,0.3,-0.049086655490100384,3.500279272366782,-0.1617515586125652,0.32957683966077606,95.58300937162488,,0.3,0.5,0.25,0.25,0.5,0.166666666,0.333333333,0.41666667,0.33333333,0.25,0.216,41,84,"sa3010845"
"Maverick Handley","BAL","AAA",27,11,41,45,13,7,4,1,1,6,5,4,0,9,0,0,0,0,1,1,0.31707317,0.088888888,0.2,0.444444444,0.31707317,0.377777777,0.536585365,0.914363142,0.219512195,5.776729830513917,0.387096774,-0.35281050670892,8.342739127254104,2.6602774929758066,0.4101226833131578,146.8155821225122,,0.387096774,1.666666666,0.225806451,0.483870967,0.29032258,0.222222222,0.111111111,0.4516129,0.19354839,0.35483871,0.17791411,54,109,"sa3010848"
"William Lugo","NYM","AA",23,7,22,22,6,6,0,0,0,0,2,0,0,6,0,0,0,0,1,0,0.272727272,0,0.272727272,0,0.272727272,0.272727272,0.272727272,0.545454544,0,3.874475237668661,0.375,0.14398952201008797,1.4955715453601892,-1.169189878704447,0.25796119191429834,56.12403166205218,,0.375,2.25,0.1875,0.5625,0.25,0.25,0,0.375,0.25,0.375,0.12359551,32,57,"sa3010876"
"Hudson Head","PIT","AA",24,3,12,12,1,1,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0.083333333,0,0.666666666,0,0.083333333,0.083333333,0.083333333,0.166666666,0,2.5,0.25,-0.4336219225078821,-0.8179475260365874,-2.271453757344571,0.07882147530714671,-56.27409834359853,,0.25,0.5,0.25,0.25,0.5,0.5,0,0.25,0,0.75,0.19047619,25,38,"sa3010889"
"Troy Johnston","MIA","AAA",28,14,44,53,10,7,2,0,1,4,6,4,0,10,4,1,0,1,5,0,0.227272727,0.075471698,0.188679245,0.4,0.227272727,0.339622641,0.34090909,0.680531731,0.113636363,5.725164337709721,0.264705882,0.85274004843086,6.250793880931326,-0.4418831549964462,0.3261408873324124,93.39751264517442,,0.264705882,1.3,0.342857142,0.371428571,0.285714285,0.1,0.1,0.42857143,0.2,0.37142857,0.14754098,68,115,"sa3010899"
"Kervin Pichardo","PIT","AA",23,1,3,4,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.333333333,0.25,0.5,0.5,0.333333333,0.5,0.666666666,1.166666666,0.333333333,0.14285714,1,-0.009335080161690712,1.0704076580026771,0.585905580900016,0.5206274092197418,220.92942602098864,,1,0,0,0,1,0,0,0,0,1,0.10526316,9,10,"sa3011260"
